
Symbol table '.symtab' contains 200 entries:
   Num:    Value          Size Type    Bind   Vis       Ndx Name
    74: 0000000000001b34     0 NOTYPE  LOCAL  DEFAULT     9 $x.37
    75: 0000000000001b7c   104 FUNC    LOCAL  DEFAULT     9 force_upgrade_store
    76: 0000000000001b78     0 NOTYPE  LOCAL  DEFAULT     9 $d.38
    77: 0000000000001b7c     0 NOTYPE  LOCAL  DEFAULT     9 $x.39
    78: 0000000000001be8    52 FUNC    LOCAL  DEFAULT     9 show_fw_version
    79: 0000000000001be4     0 NOTYPE  LOCAL  DEFAULT     9 $d.40
    80: 0000000000001be8     0 NOTYPE  LOCAL  DEFAULT     9 $x.41
    81: 0000000000001c20    68 FUNC    LOCAL  DEFAULT     9 manufacturing_date_show
    82: 0000000000001c1c     0 NOTYPE  LOCAL  DEFAULT     9 $d.42
    83: 0000000000001c20     0 NOTYPE  LOCAL  DEFAULT     9 $x.43
    84: 0000000000001c68   304 FUNC    LOCAL  DEFAULT     9 manufacturing_date_store
    85: 0000000000001c64     0 NOTYPE  LOCAL  DEFAULT     9 $d.44
    86: 0000000000001c68     0 NOTYPE  LOCAL  DEFAULT     9 $x.45
    87: 0000000000001d9c    68 FUNC    LOCAL  DEFAULT     9 manufacturing_year_show
    88: 0000000000001d98     0 NOTYPE  LOCAL  DEFAULT     9 $d.46
    89: 0000000000001d9c     0 NOTYPE  LOCAL  DEFAULT     9 $x.47
    90: 0000000000001de4    68 FUNC    LOCAL  DEFAULT     9 manufacturing_month_show
    91: 0000000000001de0     0 NOTYPE  LOCAL  DEFAULT     9 $d.48
    92: 0000000000001de4     0 NOTYPE  LOCAL  DEFAULT     9 $x.49
    93: 0000000000001e2c    68 FUNC    LOCAL  DEFAULT     9 manufacturing_day_show
    94: 0000000000001e28     0 NOTYPE  LOCAL  DEFAULT     9 $d.50
    95: 0000000000001e2c     0 NOTYPE  LOCAL  DEFAULT     9 $x.51
    96: 0000000000001e74    72 FUNC    LOCAL  DEFAULT     9 manufacturename_show
    97: 0000000000001e70     0 NOTYPE  LOCAL  DEFAULT     9 $d.52
    98: 0000000000001e74     0 NOTYPE  LOCAL  DEFAULT     9 $x.53
    99: 0000000000001ec0    68 FUNC    LOCAL  DEFAULT     9 serialnum_show
   100: 0000000000001ebc     0 NOTYPE  LOCAL  DEFAULT     9 $d.54
   101: 0000000000001ec0     0 NOTYPE  LOCAL  DEFAULT     9 $x.55
   102: 0000000000001f08   164 FUNC    LOCAL  DEFAULT     9 soh_show
   103: 0000000000001f04     0 NOTYPE  LOCAL  DEFAULT     9 $d.56
   104: 0000000000001f08     0 NOTYPE  LOCAL  DEFAULT     9 $x.57
   105: 00000000000000fb     0 NOTYPE  LOCAL  DEFAULT    16 $d.58
   106: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    17 $d.59
   107: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    19 $d.60
   108: 0000000000000898   400 OBJECT  LOCAL  DEFAULT    15 sh_fg_match_table
   109: 0000000000000a28    64 OBJECT  LOCAL  DEFAULT    15 sh_fg_id
   110: 0000000000000000     8 OBJECT  LOCAL  DEFAULT    20 __UNIQUE_ID___addressable_init_module455
   111: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    20 $d.61
   112: 0000000000000000     8 OBJECT  LOCAL  DEFAULT    22 __UNIQUE_ID___addressable_cleanup_module456
   113: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    22 $d.62
   114: 0000000000000000    18 OBJECT  LOCAL  DEFAULT    24 __UNIQUE_ID_author457
   115: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    24 $d.63
   116: 0000000000000012    37 OBJECT  LOCAL  DEFAULT    24 __UNIQUE_ID_description458
   117: 0000000000000037    15 OBJECT  LOCAL  DEFAULT    24 __UNIQUE_ID_license459
   118: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    25 $d.69
   119: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT     8 $d.70
   120: 0000000000000000     0 SECTION LOCAL  DEFAULT     8 .init.eh_frame
   121: 0000000000000000     0 SECTION LOCAL  DEFAULT     9 .text
   122: 0000000000000000     0 SECTION LOCAL  DEFAULT    11 .init.text
   123: 0000000000000000     0 SECTION LOCAL  DEFAULT    13 .exit.text
