
Symbol table '.symtab' contains 196 entries:
   Num:    Value          Size Type    Bind   Vis       Ndx Name
    87: 0000000000001d44   188 FUNC    LOCAL  DEFAULT     9 mtk_sc8571_is_vbuslowerr
    88: 0000000000001d40     0 NOTYPE  LOCAL  DEFAULT     9 $d.44
    89: 0000000000001d44     0 NOTYPE  LOCAL  DEFAULT     9 $x.45
    90: 0000000000001e04    32 FUNC    LOCAL  DEFAULT     9 mtk_sc8571_init_chip
    91: 0000000000001e00     0 NOTYPE  LOCAL  DEFAULT     9 $d.46
    92: 0000000000001e04     0 NOTYPE  LOCAL  DEFAULT     9 $x.47
    93: 0000000000001e28   188 FUNC    LOCAL  DEFAULT     9 mtk_sc8571_get_adc
    94: 0000000000001e24     0 NOTYPE  LOCAL  DEFAULT     9 $d.48
    95: 0000000000001e28     0 NOTYPE  LOCAL  DEFAULT     9 $x.49
    96: 0000000000001ee8    64 FUNC    LOCAL  DEFAULT     9 mtk_sc8571_get_adc_accuracy
    97: 0000000000001ee4     0 NOTYPE  LOCAL  DEFAULT     9 $d.50
    98: 0000000000001ee8     0 NOTYPE  LOCAL  DEFAULT     9 $x.51
    99: 00000000000009e0    40 OBJECT  LOCAL  DEFAULT    15 sc8571_adc_accuracy_tbl
   100: 0000000000001f2c    52 FUNC    LOCAL  DEFAULT     9 chipid_show
   101: 0000000000001f28     0 NOTYPE  LOCAL  DEFAULT     9 $d.52
   102: 0000000000001f2c     0 NOTYPE  LOCAL  DEFAULT     9 $x.53
   103: 0000000000001f64    96 FUNC    LOCAL  DEFAULT     9 sc8571_suspend
   104: 0000000000001f60     0 NOTYPE  LOCAL  DEFAULT     9 $d.54
   105: 0000000000001f64     0 NOTYPE  LOCAL  DEFAULT     9 $x.55
   106: 0000000000001fc8    96 FUNC    LOCAL  DEFAULT     9 sc8571_resume
   107: 0000000000001fc4     0 NOTYPE  LOCAL  DEFAULT     9 $d.56
   108: 0000000000001fc8     0 NOTYPE  LOCAL  DEFAULT     9 $x.57
   109: 0000000000000000     8 OBJECT  LOCAL  DEFAULT    17 __UNIQUE_ID___addressable_init_module455
   110: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    17 $d.58
   111: 0000000000000000     8 OBJECT  LOCAL  DEFAULT    19 __UNIQUE_ID___addressable_cleanup_module456
   112: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    19 $d.59
   113: 0000000000000000    29 OBJECT  LOCAL  DEFAULT    21 __UNIQUE_ID_description457
   114: 0000000000000000     0 NOTYPE  LOCAL  DEFAULT    21 $d.60
   115: 000000000000001d    15 OBJECT  LOCAL  DEFAULT    21 __UNIQUE_ID_license458
