symbol,crc,provider_kind,provider_modules,provider_module_count,consumer_modules,consumer_module_count,import_record_count,in_kernel_base,in_kernel_mtk,in_kernel_nothing,in_device_base,in_device_mtk,in_device_mtk_union,in_kernel_nothing_union,in_any_published_nothing_list,selected_consumers
__msecs_to_jiffies,0x7f02188f,KERNEL_OR_BUILTIN,,0,adsp;apu_top;apusys;audio_ipi;aw883xx_driver;bluetooth;can_dev;cdc_acm;cfg80211;cmdq_sec_drv;conninfra;cpuqos_v3;cqhci;focaltech_touch_spi_ft3680;gps_drv_dl_v051;gz_ipc_mod;hci_uart;imgsensor;l2tp_ppp;load_track;mac80211;mali_kbase_mt6878_r44;mediatek_drm;mt6363_regulator;mt6369_regulator;mt6375_charger;mtk_cam_isp7sp;mtk_cg_peak_power_throttling;mtk_cmdq_drv_ext;mtk_core_ctl;mtk_dpc;mtk_lpm_dbg_common_v2;mtk_mml;mtk_perf_common;mtk_swpm_dbg_v6878;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;nfc;pmic_lbat_service;spi_mt65xx;spmi_mtk_mpu;tcpc_class;tipc;tmem_ffa;usbserial;wlan_drv_gen4m_6878;yft_gpio_keys,48,49,0,1,0,0,1,1,1,1,aw883xx_driver;focaltech_touch_spi_ft3680
__mutex_init,0xa571f6b0,KERNEL_OR_BUILTIN,,0,8250_mtk;adapter_class;adsp;aee_aed;apu_top;apusys;atf_logger;aw36515;aw36518;aw36518_v2;aw883xx_driver;bluetooth;bt_drv_6878;c2k_usb;camera_af_media;camera_dpe_isp7sp;camera_eeprom_v4l2;ccci_fsm_scp;ccci_md_all;ccd_rpmsg;cdc_acm;cfg80211;charger_class;cmdq_sec_drv;cmdq_test;conninfra;connscp;cpufreq_sugov_ext;drm_display_helper;extdev_io_class;ffa_v10;focaltech_touch_spi_ft3680;ftdi_sio;ged;gps_drv_dl_v051;gpueb;gz_ipc_mod;gz_log_mod;gz_main_mod;gz_trusty_mod;gz_tz_system;gz_virtio_mod;gzvm;hci_uart;hf_manager;hidp;hynitron;imgsensor;kfifo_buf;l2tp_ppp;leds_ln2403;leds_mtk;leds_rgb_aw2013;mac80211;mac802154;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mddp;mdp_drv_mt6878;mediatek_drm;met;mmqos_common;mt6338_core;mt6369_accdet;mt6375;mt6375_adc;mt6375_auxadc;mt6375_battery;mt6375_charger;mt6685_audclk;mtk_aie;mtk_c2ps;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_ccuv;mtk_charger_algorithm_class;mtk_charger_framework;mtk_chg_type_det;mtk_cmdq_drv_ext;mtk_composite;mtk_dvfsrc;mtk_dvfsrc_helper;mtk_fpsgo;mtk_hcp;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_iommu;mtk_jpeg;mtk_mmdvfs;mtk_mml;mtk_pd_adapter;mtk_pd_charging;mtk_pep;mtk_pep40;mtk_pep50;mtk_pwm;mtk_scp_audiocommon;mtk_sec_heap;mtk_soc_offload_common;mtk_spmi_pmic;mtk_spmi_pmic_adc;mtk_tinysys_ipi;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vmm_isp71_regulator;nfc;nvmem_mt635x_efuse;pmic_lvsys_notify;ppp_generic;r8152;rfcomm;rfkill;rpmb;rtc_mt6685;sapu;scp;sensorhub;sh366003_fg;snd_soc_mt6878_afe;snd_soc_tfa98xx;soc_temp_lvts;spmi_mtk_pmif;st21nfc;system_heap;tcpc_class;thermal_interface;thermal_trace;tkcore;tkcore_drv;tmem_ffa;uarthub_drv;usb_meta;usb_offload;usbnet;usbserial;vcp;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;wwan;xhci_mtk_hcd_v2;yft_devinfo;yft_gpio_keys,145,146,0,1,1,0,1,1,1,1,aw36515;aw36518;aw36518_v2;aw883xx_driver;focaltech_touch_spi_ft3680
__pm_runtime_disable,0x05e59274,KERNEL_OR_BUILTIN,,0,8250_mtk;apu_top;aw36515;aw36518;aw36518_v2;camera_dpe_isp7sp;clk_common;dw9781c;hci_uart;mali_kbase_mt6878_r44;mediatek_drm;mtk_aie;mtk_cam_isp7sp;mtk_ccuv;mtk_imgsys_v4l2;mtk_iommu;mtk_ipesys_me;mtk_jpeg;mtk_mmc;mtk_mml;mtk_smi;mtk_uart_apdma;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtu3;pda_drv_mt6878;snd_soc_mt6878_afe;spi_mt65xx;vcp;xhci_mtk_hcd_v2,30,30,0,1,0,0,1,1,1,1,aw36515;aw36518;aw36518_v2
__pm_runtime_idle,0x14cee5de,KERNEL_OR_BUILTIN,,0,apu_top;apusys;aw36515;aw36518;aw36518_v2;camera_dpe_isp7sp;ccci_md_all;clk_common;clk_disable_unused;cmdq_sec_drv;conninfra;dw9781c;mdp_drv_mt6878;mediatek_drm;mt6878_mt6369;mtk_aie;mtk_cam_isp7sp;mtk_ccuv;mtk_cmdq_drv_ext;mtk_dpc;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_iommu;mtk_jpeg;mtk_mmdvfs_v3;mtk_mminfra_debug;mtk_mml;mtk_scpsys_bringup;mtk_smi;mtk_smi_dbg;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtu3;pda_drv_mt6878;snd_soc_mt6878_afe;snd_soc_mtk_common;snd_soc_mtk_scp_ultra;ufs_mediatek_mod;vcp,39,39,0,1,0,0,1,1,1,1,aw36515;aw36518;aw36518_v2
__pm_runtime_resume,0xabe820ab,KERNEL_OR_BUILTIN,,0,8250_mtk;apu_top;apusys;aw36515;aw36518;aw36518_v2;camera_dpe_isp7sp;ccci_md_all;clk_common;clk_disable_unused;cmdq_sec_drv;conninfra;dw9781c;hci_uart;mali_kbase_mt6878_r44;mdp_drv_mt6878;mediatek_drm;mt6878_mt6369;mtk_aie;mtk_cam_isp7sp;mtk_ccuv;mtk_cmdq_drv_ext;mtk_dpc;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_iommu;mtk_jpeg;mtk_mmc;mtk_mmdvfs_v3;mtk_mminfra_debug;mtk_mml;mtk_scpsys_bringup;mtk_smi;mtk_smi_dbg;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtu3;pda_drv_mt6878;snd_soc_mt6878_afe;snd_soc_mtk_common;snd_soc_mtk_scp_ultra;ufs_mediatek_mod;vcp;xhci_mtk_hcd_v2,44,44,0,1,0,0,1,1,1,1,aw36515;aw36518;aw36518_v2
__pm_runtime_set_status,0x22808c6a,KERNEL_OR_BUILTIN,,0,aw36515;aw36518;aw36518_v2;dw9781c;hci_uart;mali_kbase_mt6878_r44;mtk_mmc;mtu3;ufs_mediatek_mod;xhci_mtk_hcd_v2,10,10,0,1,0,0,1,1,1,1,aw36515;aw36518;aw36518_v2
__spi_register_driver,0x9a9c1906,KERNEL_OR_BUILTIN,,0,focaltech_touch_spi_ft3680;microarray_fp_tee;spi_tiny_co5300_lcd,3,3,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
__stack_chk_fail,0xc2c193d2,KERNEL_OR_BUILTIN,,0,6lowpan;8021q;8250_mtk;adsp;aee_aed;aee_hangdet;aee_rs;apu_top;apusys;aqc111;arm_dsu_pmu;asix;atf_logger;audio_ipi;aw36515;aw36518;aw36518_v2;aw883xx_driver;ax88179_178a;backlight_cooling;blocktag;bluetooth;bootprof;bt_drv_6878;btbcm;btqca;btsdio;bus_parity;c2k_usb;c2ps_perf_ioctl;cache_parity;camera_dpe_isp7sp;camera_eeprom_v4l2;can_bcm;can_dev;can_gw;can_raw;ccci_auxadc;ccci_ccif;ccci_dpmaif;ccci_fsm_scp;ccci_md_all;ccci_util_lib;ccd_rpmsg;ccmni;cdc_acm;cdc_ether;cdc_ncm;cfg80211;charger_cooling;clk_bringup;clk_chk_mt6878;clk_common;clk_fmeter_mt6878;clkbuf;cmdq_helper_inf;cmdq_platform_mt6878;cmdq_sec_drv;cmdq_test;connadp;connfem;conninfra;connscp;cpudvfs;cpufreq_sugov_ext;cpuqos_v3;cqhci;custom_ldo_wl2868;dbg_error_flag;dbgtop_drm;device_apc_common;device_apc_mt6878;diag;drm_display_helper;drm_dma_helper;dw9781c;emi;emi_fake_eng;emi_mpu;extcon_mtk_usb;extdev_io_class;ffa_v10;fhctl;fingerprint;flashlight;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;fpsgo;frs;ftdi_sio;ged;gps_drv_dl_v051;gpueb;gz_ipc_mod;gz_irq_mod;gz_log_mod;gz_main_mod;gz_trusty_mod;gz_tz_system;gz_virtio_mod;gzvm;hbt;hci_uart;hf_manager;hidp;hynitron;i2c_mt65xx;ieee802154;ieee802154_6lowpan;ieee802154_socket;imgsensor;iommu_debug;iommu_secure;irq_dbg;kfifo_buf;l2tp_core;l2tp_ppp;last_bus;leds_ln2403;leds_mtk;leds_rgb_aw2013;load_track;log_store;lpm_gov_MHSP;mac80211;mac802154;main2_vcm;main3_vcm;main4_vcm;main_vcm;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;mali_prot_alloc_mt6878_r44;mcupm;md_cooling_all;mddp;mdp_drv_mt6878;mediatek_cpufreq_hw;mediatek_drm;mediatek_drm_gateic;mediatek_drm_panel_drv;met;microarray_fp_tee;mii;mmprofile;mmqos_common;monitor_hang;mrdump;mt6315_regulator;mt6338_core;mt6363_regulator;mt6369_accdet;mt6369_regulator;mt6375;mt6375_adc;mt6375_auxadc;mt6375_battery;mt6375_charger;mt6878_mt6369;mtk_aie;mtk_battery_oc_throttling;mtk_bp_thl;mtk_btcvsd;mtk_c2ps;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_ccuv;mtk_cg_peak_power_throttling;mtk_charger_framework;mtk_chg_type_det;mtk_cm_ipi;mtk_cm_mgr;mtk_cm_mgr_mt6878;mtk_cmdq_drv_ext;mtk_core_ctl;mtk_cpu_power_throttling;mtk_dcm;mtk_dpc;mtk_dramc;mtk_dvfsrc;mtk_dvfsrc_devfreq;mtk_dvfsrc_helper;mtk_dvfsrc_regulator;mtk_dvfsrc_start;mtk_dynamic_loading_throttling;mtk_fpsgo;mtk_gpu_power_throttling;mtk_gpu_qos;mtk_gpufreq_mt6878;mtk_gpufreq_wrapper;mtk_hcp;mtk_heap_debug;mtk_icc_core;mtk_imgsys_cmdq;mtk_imgsys_isp7sp;mtk_imgsys_v4l2;mtk_ioctl_powerhal;mtk_ioctl_touch_boost;mtk_iommu;mtk_ipesys_me;mtk_irtx_pwm;mtk_jpeg;mtk_low_battery_throttling;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_lpm_dbg_mt6878;mtk_lpm_plat_v1;mtk_mbox;mtk_mbox_mailbox;mtk_mbraink;mtk_md_power_throttling;mtk_mdpm;mtk_mmc;mtk_mmc_dbg;mtk_mmdvfs;mtk_mmdvfs_debug;mtk_mmdvfs_ftrace;mtk_mmdvfs_v3;mtk_mminfra_debug;mtk_mminfra_imax;mtk_mml;mtk_mml_mt6878;mtk_pbm;mtk_pd_adapter;mtk_pd_charging;mtk_peak_power_budget;mtk_pep;mtk_pep40;mtk_pep50;mtk_perf_common;mtk_perf_ioctl;mtk_perf_ioctl_magt;mtk_pmic_keys;mtk_pmic_oc_debug;mtk_pmic_wrap;mtk_printk_ctrl;mtk_qos;mtk_scp_audiocommon;mtk_scpsys;mtk_scpsys_bringup;mtk_sec_heap;mtk_smi;mtk_smi_dbg;mtk_soc_offload_common;mtk_sp_spk_amp;mtk_spmi_pmic;mtk_spmi_pmic_adc;mtk_ssc;mtk_ssc_dbg_v2;mtk_swpm;mtk_swpm_cpu_dbg_v6878;mtk_swpm_dbg_common_v1;mtk_swpm_dbg_v6878;mtk_swpm_perf_arm_pmu;mtk_tinysys_ipi;mtk_u_ether;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vmm_isp71_regulator;mtk_vmm_notifier;mtk_vmm_spm;mtk_vow;mtk_wp;mtu3;mux_switch;nfc;nvmem_mt635x_efuse;nvmem_mtk_devinfo;panel_ky_vtdr6115_dphy_cmd;pd_dbg_info;pda_drv_mt6878;phy_mtk_ufs;phy_mtk_xsphy;pidmap;pinctrl_mtk_common_v2_debug;pinctrl_mtk_v2;pmic_lbat_service;pmic_lvsys_notify;pmic_temp;powerhal_cpu_ctrl;ppp_deflate;ppp_generic;pptp;r8152;r8153_ecm;reset_ti_syscon;rfcomm;rfkill;rpmb;rpmb_mtk;rps_perf;rt4831a_drv;rt5133_regulator;rt6160_regulator;rt_pd_manager;rtc_mt6685;rtl8150;sapu;sc851x_charger;sc8571_charger;scheduler;scp;sec;sec_rng;sensorhub;sh366003_fg;slcan;slhc;smpu;snd_soc_audiodsp_common;snd_soc_mt6369;snd_soc_mt6878_afe;snd_soc_mtk_common;snd_soc_mtk_scp_ultra;snd_soc_tfa98xx;soc_temp_lvts;spi_mt65xx;spi_tiny_co5300_lcd;spmi_mtk_mpu;spmi_mtk_pmif;sspm_v3;st21nfc;sub_vcm;system_heap;task_turbo;tcpc_class;tcpc_mt6375;teeperf;thermal_generic_adc;thermal_interface;thermal_trace;timer_mediatek;tinysys_scmi;tipc;tkcore;tkcore_drv;tmem_ffa;touch_boost;trace_mmstat;uarthub_drv;ufs_mediatek_dbg;ufs_mediatek_mod;uload_ind;usb_boost;usb_logger;usb_meta;usb_offload;usbnet;usbserial;vcp;vtskin_temp;widevine_driver;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;wwan;xhci_mtk_hcd_v2;yft_devinfo;yft_tiny2c_usb;yft_tpd_gesture;zram;zsmalloc,366,367,0,1,1,0,1,1,1,1,aw36515;aw36518;aw36518_v2;aw883xx_driver;focaltech_touch_spi_ft3680
__wake_up,0xe2964344,KERNEL_OR_BUILTIN,,0,adsp;aee_aed;apusys;atf_logger;audio_ipi;blocktag;bluetooth;bt_drv_6878;camera_dpe_isp7sp;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccd_rpmsg;cdc_acm;cfg80211;conninfra;connscp;cqhci;drm_display_helper;fingerprint;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ftdi_sio;gps_drv_dl_v051;gps_pwr;gps_scp;gz_ipc_mod;gz_log_mod;hci_uart;hf_manager;hidp;ieee802154;kfifo_buf;mali_kbase_mt6878_r44;mcupm;mddp;mdp_drv_mt6878;mediatek_drm;microarray_fp_tee;mmqos_common;monitor_hang;mt6375_battery;mtk_aie;mtk_bp_thl;mtk_btcvsd;mtk_c2ps;mtk_cam_isp7sp;mtk_ccuv;mtk_charger_framework;mtk_chg_type_det;mtk_cmdq_drv_ext;mtk_dpc;mtk_dynamic_loading_throttling;mtk_fpsgo;mtk_hcp;mtk_imgsys_v4l2;mtk_low_battery_throttling;mtk_mml;mtk_pep50;mtk_soc_offload_common;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vow;pda_drv_mt6878;powerhal_cpu_ctrl;ppp_generic;rfcomm;rfkill;scp;slcan;snd_soc_audiodsp_common;sspm_v3;st21nfc;system_heap;tcpc_class;tkcore;tkcore_drv;touch_boost;ufs_mediatek_mod;usb_offload;usbnet;usbserial;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;wwan;yft_tpd_gesture,88,89,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
_printk,0x92997ed8,KERNEL_OR_BUILTIN,,0,8021q;8250_mtk;adapter_class;adsp;aee_aed;aee_hangdet;aee_rs;apu_top;apusys;arm_dsu_pmu;atf_logger;audio_ipi;aw36515;aw36518;aw36518_v2;aw883xx_driver;blocktag;bluetooth;bootprof;bsd_comp;bt_drv_6878;bus_parity;c2k_usb;cache_parity;camera_af_media;camera_dpe_isp7sp;camera_eeprom_v4l2;can;can_bcm;can_dev;can_gw;can_raw;ccci_auxadc;ccci_ccif;ccci_dpmaif;ccci_fsm_scp;ccci_md_all;ccci_util_lib;ccd_rpmsg;ccmni;cdc_acm;cfg80211;charger_class;charger_cooling;clk_bringup;clk_chk_mt6878;clk_common;clk_disable_unused;clk_fmeter_mt6878;clk_mt6878;clk_mt6878_adsp;clk_mt6878_bus;clk_mt6878_cam;clk_mt6878_ccu;clk_mt6878_img;clk_mt6878_mdpsys;clk_mt6878_mmsys;clk_mt6878_peri;clk_mt6878_vcodec;clk_mt6878_vlp;clkbuf;cmdq_helper_inf;cmdq_platform_mt6878;cmdq_sec_drv;cmdq_test;connadp;connfem;conninfra;connscp;cpudvfs;cpufreq_sugov_ext;cpuqos_v3;cqhci;custom_ldo_wl2868;dbg_error_flag;dbgtop_drm;device_apc_common;device_apc_mt6878;dw9781c;emi;emi_fake_eng;emi_mpu;extcon_mtk_usb;extdev_io_class;ffa_v10;fhctl;fingerprint;flashlight;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;frs;ged;gps_drv_dl_v051;gps_pwr;gps_scp;gpueb;gz_ipc_mod;gz_irq_mod;gz_log_mod;gz_main_mod;gz_trusty_mod;gz_tz_system;gz_virtio_mod;gzvm;hf_manager;hynitron;ieee802154_6lowpan;ieee802154_socket;imgsensor;imgsensor_glue;iommu_debug;iommu_secure;irq_dbg;l2tp_core;l2tp_ppp;last_bus;leds_ln2403;leds_mtk;leds_mtk_disp;leds_rgb_aw2013;log_store;lpm_gov_MHSP;mac80211;mac802154;main2_vcm;main3_vcm;main4_vcm;main_vcm;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mcupm;md_cooling_all;mddp;mdp_drv_mt6878;mediatek_cpufreq_hw;mediatek_drm;mediatek_drm_gateic;mediatek_drm_panel_drv;met;microarray_fp_tee;mmprofile;mmqos_common;monitor_hang;mrdump;mt6369_accdet;mt6375_battery;mt6375_charger;mt6685_core;mt6878_dcm;mt6878_mt6369;mtk_aie;mtk_aie_debug_7sp_2;mtk_battery_oc_throttling;mtk_bp_thl;mtk_btcvsd;mtk_c2ps;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_ccuv;mtk_cg_peak_power_throttling;mtk_charger_algorithm_class;mtk_charger_framework;mtk_cm_ipi;mtk_cm_mgr;mtk_cm_mgr_mt6878;mtk_cmdq_drv_ext;mtk_composite;mtk_core_ctl;mtk_cpu_power_throttling;mtk_dcm;mtk_disp_notify;mtk_disp_sec;mtk_dpc;mtk_dramc;mtk_dvfsrc;mtk_dvfsrc_helper;mtk_dynamic_loading_throttling;mtk_fpsgo;mtk_gpu_power_throttling;mtk_gpu_qos;mtk_gpufreq_mt6878;mtk_gpufreq_wrapper;mtk_hcp;mtk_heap_debug;mtk_icc_core;mtk_imgsys_cmdq;mtk_imgsys_isp7sp;mtk_imgsys_v4l2;mtk_iommu;mtk_ipesys_me;mtk_irtx_pwm;mtk_jpeg;mtk_low_battery_throttling;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_lpm_dbg_mt6878;mtk_lpm_plat_v1;mtk_mbox;mtk_mbox_mailbox;mtk_mbraink;mtk_md_power_throttling;mtk_mdpm;mtk_mmc;mtk_mmc_dbg;mtk_mmdvfs;mtk_mmdvfs_debug;mtk_mmdvfs_v3;mtk_mmdvfs_v3_start;mtk_mminfra_debug;mtk_mminfra_imax;mtk_mml;mtk_mml_mt6878;mtk_pbm;mtk_pd_charging;mtk_peak_power_budget;mtk_pep;mtk_pep40;mtk_pep50;mtk_perf_common;mtk_pmic_keys;mtk_pmic_oc_debug;mtk_printk_ctrl;mtk_pwm;mtk_qos;mtk_scp_audiocommon;mtk_scp_ultra;mtk_scpsys;mtk_scpsys_bringup;mtk_sec_heap;mtk_smi;mtk_smi_dbg;mtk_soc_offload_common;mtk_socinfo;mtk_ssc;mtk_ssc_dbg_v2;mtk_swpm;mtk_swpm_cpu_dbg_v6878;mtk_swpm_dbg_v6878;mtk_swpm_perf_arm_pmu;mtk_tinysys_ipi;mtk_u_ether;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vmm_isp71_regulator;mtk_vmm_notifier;mtk_vmm_spm;mtk_vow;mtk_wdt;mtk_wp;nfc;nvmem_mtk_devinfo;panel_ky_vtdr6115_dphy_cmd;pd_chk_mt6878;pd_dbg_info;pda_drv_mt6878;pidmap;pinctrl_mtk_common_v2_debug;pmic_lbat_service;pmic_temp;powerhal_cpu_ctrl;ppp_deflate;ppp_generic;ppp_mppe;pptp;pwm_mtk_disp;regulator_vibrator;rpmb;rpmb_mtk;rt4831a_drv;rtc_mt6685;sapu;sc851x_charger;sc8571_charger;scheduler;scp;sec;sec_rng;sensorhub;sh366003_fg;slcan;smpu;smpu_hook_v1;snd_soc_audiodsp_common;snd_soc_mt6369;snd_soc_mt6878_afe;snd_soc_mtk_common;snd_soc_mtk_scp_ultra;snd_soc_tfa98xx;soc_temp_lvts;spi_mt65xx;spi_tiny_co5300_lcd;spmi_mtk_pmif;sspm_v3;st21nfc;sub_vcm;system_heap;task_turbo;tcpc_class;tcpci_late_sync;teeperf;thermal_interface;thermal_trace;tinysys_scmi;tipc;tkcore;tkcore_drv;tmem_ffa;touch_boost;trace_mmstat;tui_common;uarthub_drv;ufs_mediatek_dbg;ufs_mediatek_mod;usb_boost;usb_meta;usb_offload;usbserial;vcan;vcp;widevine_driver;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;yft_devinfo;yft_gpio_keys;yft_tiny2c_usb;yft_tpd_gesture;zram;zsmalloc,332,333,0,1,1,0,1,1,1,1,aw36515;aw36518;aw36518_v2;aw883xx_driver;focaltech_touch_spi_ft3680
_raw_spin_lock_irqsave,0x34db050b,KERNEL_OR_BUILTIN,,0,8250_mtk;adsp;aee_aed;apusys;arm_dsu_pmu;audio_ipi;blocktag;bluetooth;bt_drv_6878;c2k_usb;camera_dpe_isp7sp;can_dev;ccci_ccif;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccmni;cdc_acm;cfg80211;clk_chk_mt6878;clk_common;clk_fmeter_mt6878;clkbuf;cmdq_sec_drv;connadp;conninfra;connscp;cpufreq_sugov_ext;cqhci;device_apc_common;emi;fhctl;focaltech_touch_spi_ft3680;ftdi_sio;ged;gps_drv_dl_v051;gpueb;gz_irq_mod;gz_trusty_mod;gzvm;hci_uart;hf_manager;i2c_mt65xx;ieee802154;iommu_debug;mac80211;mali_kbase_mt6878_r44;mcupm;mddp;mdp_drv_mt6878;mediatek_drm;mediatek_drm_panel_drv;met;mrdump;mt6375_battery;mtk_btcvsd;mtk_cam_isp7sp;mtk_charger_framework;mtk_cm_mgr_mt6878;mtk_cmdq_drv_ext;mtk_core_ctl;mtk_dpc;mtk_dvfsrc;mtk_fpsgo;mtk_gpufreq_wrapper;mtk_hcp;mtk_heap_debug;mtk_imgsys_v4l2;mtk_iommu;mtk_jpeg;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_lpm_dbg_mt6878;mtk_mbox;mtk_mbraink;mtk_mmc;mtk_mmc_dbg;mtk_mmdvfs_debug;mtk_mml;mtk_peak_power_budget;mtk_perf_common;mtk_pwm;mtk_rpmsg_mbox;mtk_scpsys;mtk_smi;mtk_smi_dbg;mtk_soc_offload_common;mtk_ssc;mtk_swpm_dbg_v6878;mtk_sync;mtk_tinysys_ipi;mtk_u_ether;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vow;mtk_wdt;mtu3;pd_chk_mt6878;pinctrl_mtk_v2;r8152;rfcomm;rfkill;rtl8150;scheduler;scp;sensorhub;snd_soc_audiodsp_common;spmi_mtk_pmif;sspm_v3;st21nfc;system_heap;task_turbo;tcpc_class;tmem_ffa;touch_boost;trace_mmstat;ufs_mediatek_dbg;ufs_mediatek_mod;usb_meta;usbnet;usbserial;vcp;wlan_drv_gen4m_6878;wwan;xhci_mtk_hcd_v2;yft_gpio_keys,130,131,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
_raw_spin_unlock_irqrestore,0xd35cce70,KERNEL_OR_BUILTIN,,0,8250_mtk;adsp;aee_aed;aee_hangdet;apusys;arm_dsu_pmu;audio_ipi;blocktag;bluetooth;bt_drv_6878;c2k_usb;camera_dpe_isp7sp;can_dev;ccci_ccif;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccmni;cdc_acm;cfg80211;clk_chk_mt6878;clk_common;clk_fmeter_mt6878;clkbuf;cmdq_sec_drv;connadp;conninfra;connscp;cpufreq_sugov_ext;cqhci;device_apc_common;emi;fhctl;focaltech_touch_spi_ft3680;ftdi_sio;ged;gps_drv_dl_v051;gpueb;gz_irq_mod;gz_trusty_mod;gzvm;hci_uart;hf_manager;i2c_mt65xx;ieee802154;iommu_debug;mac80211;mali_kbase_mt6878_r44;mcupm;mddp;mdp_drv_mt6878;mediatek_drm;mediatek_drm_panel_drv;met;mrdump;mt6375_battery;mtk_btcvsd;mtk_c2ps;mtk_cam_isp7sp;mtk_charger_framework;mtk_cm_mgr_mt6878;mtk_cmdq_drv_ext;mtk_core_ctl;mtk_dpc;mtk_dvfsrc;mtk_fpsgo;mtk_gpufreq_wrapper;mtk_hcp;mtk_heap_debug;mtk_imgsys_v4l2;mtk_iommu;mtk_jpeg;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_lpm_dbg_mt6878;mtk_mbox;mtk_mbraink;mtk_mmc;mtk_mmc_dbg;mtk_mmdvfs_debug;mtk_mml;mtk_peak_power_budget;mtk_perf_common;mtk_pwm;mtk_rpmsg_mbox;mtk_scpsys;mtk_smi;mtk_smi_dbg;mtk_soc_offload_common;mtk_ssc;mtk_swpm_dbg_v6878;mtk_sync;mtk_tinysys_ipi;mtk_u_ether;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vow;mtk_wdt;mtu3;pd_chk_mt6878;pinctrl_mtk_v2;r8152;rfcomm;rfkill;rtl8150;scheduler;scp;sensorhub;snd_soc_audiodsp_common;spmi_mtk_pmif;sspm_v3;st21nfc;system_heap;task_turbo;tcpc_class;tmem_ffa;touch_boost;trace_mmstat;ufs_mediatek_dbg;ufs_mediatek_mod;usb_meta;usbnet;usbserial;vcp;wlan_drv_gen4m_6878;wwan;xhci_mtk_hcd_v2;yft_gpio_keys,132,133,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
