symbol,crc,provider_kind,provider_modules,provider_module_count,consumer_modules,consumer_module_count,import_record_count,in_kernel_base,in_kernel_mtk,in_kernel_nothing,in_device_base,in_device_mtk,in_device_mtk_union,in_kernel_nothing_union,in_any_published_nothing_list,selected_consumers
gpio_to_desc,0x0ec43f6f,KERNEL_OR_BUILTIN,,0,aw36515;aw36518;aw36518_v2;aw883xx_driver;ccci_md_all;connfem;conninfra;custom_ldo_wl2868;extcon_mtk_usb;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;hynitron;leds_ln2403;leds_rgb_aw2013;mt6369_accdet;pinctrl_mtk_common_v2_debug;sc851x_charger;sc8571_charger;snd_soc_tfa98xx;spi_tiny_co5300_lcd;yft_devinfo;yft_gpio_keys;yft_tiny2c_usb,23,23,0,1,0,0,1,1,1,1,aw36515;aw36518;aw36518_v2;aw883xx_driver;focaltech_touch_spi_ft3680
gpiod_direction_input,0xff3802dc,KERNEL_OR_BUILTIN,,0,focaltech_touch_spi_ft3680;hynitron;mediatek_drm_panel_drv;spi_tiny_co5300_lcd;st21nfc;yft_devinfo,6,6,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
gpiod_direction_output_raw,0x1aadfa2a,KERNEL_OR_BUILTIN,,0,extcon_mtk_usb;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;hynitron;leds_rgb_aw2013;mt6369_accdet;snd_soc_tfa98xx;spi_tiny_co5300_lcd,8,8,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
gpiod_set_raw_value,0x8dae9ed0,KERNEL_OR_BUILTIN,,0,aw36515;aw36518;aw36518_v2;custom_ldo_wl2868;extcon_mtk_usb;fmradio_drv_connac2x;leds_ln2403;mt6369_accdet;yft_tiny2c_usb,9,9,0,1,0,0,1,1,1,1,aw36515;aw36518;aw36518_v2
gpiod_set_raw_value_cansleep,0x2db93e29,KERNEL_OR_BUILTIN,,0,aw883xx_driver,1,1,0,0,0,0,0,0,0,0,aw883xx_driver
gpiod_to_irq,0xe46623a3,KERNEL_OR_BUILTIN,,0,aw883xx_driver;extcon_mtk_usb;focaltech_touch_spi_ft3680;hci_uart;hynitron;mtk_mmc;sc851x_charger;sc8571_charger;spi_tiny_co5300_lcd;st21nfc;yft_gpio_keys,11,11,0,1,0,0,1,1,1,1,aw883xx_driver;focaltech_touch_spi_ft3680
i2c_del_driver,0xfee5be94,KERNEL_OR_BUILTIN,,0,aw36515;aw36518;aw36518_v2;camera_eeprom_v4l2;custom_ldo_wl2868;dw9781c;hynitron;imgsensor;leds_rgb_aw2013;main2_vcm;main3_vcm;main4_vcm;main_vcm;mediatek_drm_gateic;mt6338_core;mt6375;mtk_sp_spk_amp;rt4831a_drv;rt5133_regulator;rt6160_regulator;sc851x_charger;sc8571_charger;sh366003_fg;snd_soc_tfa98xx;st21nfc;sub_vcm,26,26,0,1,0,0,1,1,1,1,aw36515;aw36518;aw36518_v2
i2c_register_driver,0x50f5d94e,KERNEL_OR_BUILTIN,,0,aw36515;aw36518;aw36518_v2;camera_eeprom_v4l2;custom_ldo_wl2868;dw9781c;hynitron;imgsensor;leds_rgb_aw2013;main2_vcm;main3_vcm;main4_vcm;main_vcm;mediatek_drm_gateic;mt6338_core;mt6375;mtk_sp_spk_amp;rt4831a_drv;rt5133_regulator;rt6160_regulator;sc851x_charger;sc8571_charger;sh366003_fg;snd_soc_tfa98xx;st21nfc;sub_vcm;yft_tiny2c_usb,27,27,0,1,0,0,1,1,1,1,aw36515;aw36518;aw36518_v2
i2c_transfer,0xaf50d612,KERNEL_OR_BUILTIN,,0,aw883xx_driver;camera_eeprom_v4l2;custom_ldo_wl2868;drm_display_helper;dw9781c;imgsensor;mt6375;sh366003_fg;snd_soc_tfa98xx;yft_tiny2c_usb,10,10,0,1,0,0,1,1,1,1,aw883xx_driver
i2c_transfer_buffer_flags,0x51f60267,KERNEL_OR_BUILTIN,,0,aw883xx_driver;hynitron;main2_vcm;main3_vcm;main4_vcm;main_vcm;mediatek_drm_gateic;mt6375;rt4831a_drv;snd_soc_tfa98xx;st21nfc;sub_vcm,12,12,0,1,0,0,1,1,1,1,aw883xx_driver
init_timer_key,0x79cf5987,KERNEL_OR_BUILTIN,,0,adsp;aee_hangdet;apusys;aw883xx_driver;bluetooth;bt_drv_6878;c2k_usb;can;can_dev;ccci_ccif;ccci_dpmaif;ccci_md_all;ccmni;cdc_acm;cfg80211;cmdq_sec_drv;cmdq_test;conninfra;extcon_mtk_usb;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;gps_drv_dl_v051;hci_uart;hidp;imgsensor;load_track;mac80211;mali_kbase_mt6878_r44;mcupm;mddp;mdp_drv_mt6878;mediatek_drm;met;mmqos_common;mt6363_regulator;mt6369_accdet;mt6369_regulator;mt6375_charger;mtk_c2ps;mtk_cam_isp7sp;mtk_cg_peak_power_throttling;mtk_cm_mgr;mtk_cm_mgr_mt6878;mtk_cmdq_drv_ext;mtk_dpc;mtk_dynamic_loading_throttling;mtk_iommu;mtk_jpeg;mtk_low_battery_throttling;mtk_lpm_dbg_common_v2;mtk_mmc;mtk_pbm;mtk_swpm_dbg_v6878;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;nfc;pmic_lbat_service;r8152;rfcomm;rfkill;scp;sensorhub;sh366003_fg;snd_soc_tfa98xx;spi_tiny_co5300_lcd;spmi_mtk_mpu;sspm_v3;tcpc_class;tcpc_mt6375;thermal_trace;tipc;tmem_ffa;trace_mmstat;ufs_mediatek_mod;usb_meta;usbnet;vcp;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2;yft_gpio_keys,81,82,0,1,0,0,1,1,1,1,aw883xx_driver;focaltech_touch_spi_ft3680
init_wait_entry,0xfe487975,KERNEL_OR_BUILTIN,,0,adsp;apusys;atf_logger;audio_ipi;bluetooth;bt_drv_6878;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccd_rpmsg;cfg80211;conninfra;connscp;cqhci;drm_display_helper;fingerprint;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;gps_drv_dl_v051;gz_ipc_mod;hci_uart;hf_manager;hidp;ieee802154;mali_kbase_mt6878_r44;mddp;mdp_drv_mt6878;mediatek_drm;microarray_fp_tee;mmqos_common;monitor_hang;mt6375_battery;mtk_aie;mtk_bp_thl;mtk_btcvsd;mtk_c2ps;mtk_cam_isp7sp;mtk_ccuv;mtk_charger_framework;mtk_chg_type_det;mtk_cmdq_drv_ext;mtk_dpc;mtk_dynamic_loading_throttling;mtk_fpsgo;mtk_hcp;mtk_imgsys_v4l2;mtk_low_battery_throttling;mtk_mml;mtk_pep50;mtk_soc_offload_common;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vow;pda_drv_mt6878;powerhal_cpu_ctrl;rfkill;scp;slcan;snd_soc_audiodsp_common;system_heap;tcpc_class;tcpc_mt6375;tkcore;touch_boost;usbserial;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;wwan;yft_tpd_gesture,71,72,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
input_allocate_device,0x2c85b85e,KERNEL_OR_BUILTIN,,0,focaltech_touch_spi_ft3680;hidp;hynitron;microarray_fp_tee;snd_soc_tfa98xx,5,5,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
input_event,0x4d18d895,KERNEL_OR_BUILTIN,,0,focaltech_touch_spi_ft3680;hidp;hynitron;microarray_fp_tee;mtk_pmic_keys;snd_soc_tfa98xx;yft_gpio_keys,7,7,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
input_free_device,0x58fd3714,KERNEL_OR_BUILTIN,,0,focaltech_touch_spi_ft3680;hynitron;microarray_fp_tee;snd_soc_tfa98xx,4,4,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
input_mt_init_slots,0xf24483b2,KERNEL_OR_BUILTIN,,0,focaltech_touch_spi_ft3680,1,1,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
input_mt_report_slot_state,0xe83a2318,KERNEL_OR_BUILTIN,,0,focaltech_touch_spi_ft3680,1,1,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
input_register_device,0x7ce217c7,KERNEL_OR_BUILTIN,,0,focaltech_touch_spi_ft3680;hidp;hynitron;microarray_fp_tee;mtk_pmic_keys;snd_soc_tfa98xx;yft_gpio_keys,7,7,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
input_set_abs_params,0xf28ecabf,KERNEL_OR_BUILTIN,,0,focaltech_touch_spi_ft3680;hynitron,2,2,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
input_set_capability,0xcbcf985f,KERNEL_OR_BUILTIN,,0,focaltech_touch_spi_ft3680;hynitron;mtk_pmic_keys;yft_gpio_keys,4,4,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
input_unregister_device,0xd8654f13,KERNEL_OR_BUILTIN,,0,focaltech_touch_spi_ft3680;hidp;snd_soc_tfa98xx,3,3,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
irq_set_irq_wake,0xce2840e7,KERNEL_OR_BUILTIN,,0,8250_mtk;adsp;bt_drv_6878;ccci_ccif;ccci_dpmaif;ccci_md_all;clk_common;focaltech_touch_spi_ft3680;gpueb;hci_uart;hynitron;microarray_fp_tee;mt6375;mt6375_auxadc;mt6375_battery;mtk_lpm_plat_v1;mtk_mmc;mtk_pmic_keys;mtk_scp_audiocommon;mtk_spmi_pmic;mtk_uart_apdma;rtc_mt6685;sc851x_charger;sc8571_charger;scp;snd_soc_audiodsp_common;snd_soc_mt6878_afe;spmi_mtk_pmif;st21nfc;vcp;wlan_drv_gen4m_6878;yft_gpio_keys,32,32,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
irq_to_desc,0xf14251ad,KERNEL_OR_BUILTIN,,0,aee_hangdet;focaltech_touch_spi_ft3680;irq_dbg;mt6375_battery;mtk_lpm;mtk_lpm_plat_v1;ufs_mediatek_mod,7,7,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
jiffies,0x15ba50a6,KERNEL_OR_BUILTIN,,0,aee_aed;aee_hangdet;apusys;ax88179_178a;bluetooth;c2k_usb;can;ccci_ccif;ccci_dpmaif;ccmni;cfg80211;cmdq_sec_drv;cmdq_test;conninfra;cpufreq_sugov_ext;drm_display_helper;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;gps_drv_dl_v051;hci_uart;hidp;l2tp_core;mac80211;mac802154;mali_kbase_mt6878_r44;mcupm;mddp;mediatek_drm;mmqos_common;mt6369_accdet;mtk_c2ps;mtk_cam_isp7sp;mtk_cg_peak_power_throttling;mtk_cm_mgr_mt6878;mtk_cmdq_drv_ext;mtk_dpc;mtk_dynamic_loading_throttling;mtk_iommu;mtk_low_battery_throttling;mtk_lpm_dbg_common_v2;mtk_mmc;mtk_pmic_wrap;mtk_scpsys;mtk_swpm_dbg_v6878;mtk_u_ether;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;nfc;pd_dbg_info;pda_drv_mt6878;ppp_generic;r8152;rfcomm;rtc_mt6685;rtl8150;sapu;scheduler;scp;sensorhub;slcan;spmi_mtk_mpu;sspm_v3;tcpc_class;tipc;ufs_mediatek_mod;usbnet;usbserial;vcp;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2;zram,74,75,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
jiffies_to_msecs,0x37befc70,KERNEL_OR_BUILTIN,,0,bluetooth;ccci_md_all;ccmni;cdc_acm;cfg80211;conninfra;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;hci_uart;l2tp_ppp;mac80211;mali_kbase_mt6878_r44;mmqos_common;mt6369_accdet;mtk_lpm_dbg_common_v2;mtk_scpsys;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vow;rtc_mt6685;sapu;tipc;usbserial;wlan_drv_gen4m_6878,25,26,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
kfree,0x037a0cba,KERNEL_OR_BUILTIN,,0,8021q;adapter_class;adsp;aee_aed;aee_hangdet;aee_rs;apu_top;apusys;aqc111;asix;atf_logger;aw883xx_driver;ax88179_178a;blocktag;bluetooth;bootprof;bsd_comp;bt_drv_6878;btbcm;btqca;c2k_usb;cache_parity;camera_af_media;camera_dpe_isp7sp;camera_eeprom_v4l2;can;can_bcm;can_raw;ccci_ccif;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccd_rpmsg;ccmni;cdc_acm;cdc_ncm;cfg80211;charger_class;clk_common;cmdq_sec_drv;connadp;connfem;conninfra;connscp;cpufreq_sugov_ext;custom_ldo_wl2868;device_apc_common;drm_display_helper;drm_dma_helper;emi;emi_fake_eng;extcon_mtk_usb;extdev_io_class;ffa_v10;fhctl;flashlight;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ftdi_sio;ged;gps_drv_dl_v051;gps_pwr;gps_scp;gz_ipc_mod;gz_irq_mod;gz_log_mod;gz_main_mod;gz_tz_system;gz_virtio_mod;gzvm;hci_uart;hf_manager;hidp;hynitron;i2c_mt65xx;ieee802154;ieee802154_6lowpan;imgsensor;imgsensor_glue;iommu_debug;irq_dbg;kfifo_buf;l2tp_core;l2tp_ppp;leds_mtk;load_track;log_store;mac80211;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;mcupm;md_cooling_all;mddp;mdp_drv_mt6878;mediatek_cpufreq_hw;mediatek_drm;mediatek_drm_gateic;mediatek_drm_panel_drv;met;microarray_fp_tee;mmprofile;monitor_hang;mrdump;mt6375_battery;mtk_aie;mtk_battery_oc_throttling;mtk_c2ps;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_ccuv;mtk_cg_peak_power_throttling;mtk_charger_algorithm_class;mtk_cm_mgr;mtk_cmdq_drv_ext;mtk_composite;mtk_cpu_power_throttling;mtk_fpsgo;mtk_gpu_hal;mtk_gpu_power_throttling;mtk_gpufreq_mt6878;mtk_hcp;mtk_heap_debug;mtk_icc_core;mtk_imgsys_v4l2;mtk_ioctl_powerhal;mtk_iommu;mtk_jpeg;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_lpm_dbg_mt6878;mtk_mbraink;mtk_md_power_throttling;mtk_mmdvfs_debug;mtk_mmdvfs_v3;mtk_mml;mtk_pbm;mtk_perf_common;mtk_perf_ioctl;mtk_perf_ioctl_magt;mtk_rpmsg_mbox;mtk_sec_heap;mtk_socinfo;mtk_swpm;mtk_swpm_dbg_v6878;mtk_sync;mtk_tinysys_ipi;mtk_u_ether;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtu3;mux_switch;nfc;pd_dbg_info;pinctrl_mtk_v2;pmic_lbat_service;pmic_temp;powerhal_cpu_ctrl;ppp_deflate;ppp_generic;ppp_mppe;r8152;rfcomm;rfkill;rpmb;rpmb_mtk;rps_perf;rt4831a_drv;rt5133_regulator;rtl8150;scheduler;scp;sensorhub;slhc;snd_soc_audiodsp_common;snd_soc_mt6369;snd_soc_mt6878_afe;snd_soc_mtk_common;snd_soc_tfa98xx;soc_temp_lvts;spi_mt65xx;sspm_v3;st21nfc;system_heap;tcpc_class;thermal_interface;tipc;tkcore;tkcore_drv;tmem_ffa;touch_boost;ufs_mediatek_dbg;ufs_mediatek_mod;uload_ind;usb_boost;usb_meta;usb_offload;usbnet;usbserial;vcp;wlan_drv_gen4m_6878;wwan;xhci_mtk_hcd_v2;yft_devinfo;zram;zsmalloc,210,211,0,1,1,0,1,1,1,1,aw883xx_driver;focaltech_touch_spi_ft3680
kmalloc_caches,0x0f15b38a,KERNEL_OR_BUILTIN,,0,8021q;adapter_class;adsp;aee_aed;aee_rs;apu_top;apusys;aqc111;asix;atf_logger;aw883xx_driver;ax88179_178a;blocktag;bluetooth;bootprof;bsd_comp;bt_drv_6878;btbcm;c2k_usb;cache_parity;camera_af_media;camera_dpe_isp7sp;camera_eeprom_v4l2;can;can_bcm;ccci_ccif;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccd_rpmsg;ccmni;cdc_acm;cdc_ncm;cfg80211;charger_class;clk_common;cmdq_sec_drv;cmdq_test;connadp;conninfra;connscp;cpufreq_sugov_ext;custom_ldo_wl2868;drm_display_helper;drm_dma_helper;emi;extcon_mtk_usb;extdev_io_class;ffa_v10;fhctl;flashlight;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ftdi_sio;ged;gps_drv_dl_v051;gps_pwr;gps_scp;gz_ipc_mod;gz_irq_mod;gz_log_mod;gz_main_mod;gz_tz_system;gz_virtio_mod;gzvm;hci_uart;hf_manager;hynitron;ieee802154;imgsensor;imgsensor_glue;iommu_debug;irq_dbg;kfifo_buf;l2tp_core;leds_ln2403;leds_mtk;load_track;mac80211;mac802154;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;mddp;mdp_drv_mt6878;mediatek_cpufreq_hw;mediatek_drm;mediatek_drm_panel_drv;met;microarray_fp_tee;mmprofile;mmqos_common;monitor_hang;mrdump;mt6375_battery;mtk_aie;mtk_battery_oc_throttling;mtk_c2ps;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_charger_algorithm_class;mtk_cmdq_drv_ext;mtk_composite;mtk_cpu_power_throttling;mtk_fpsgo;mtk_gpu_hal;mtk_gpufreq_mt6878;mtk_hcp;mtk_heap_debug;mtk_icc_core;mtk_imgsys_v4l2;mtk_iommu;mtk_jpeg;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_lpm_dbg_mt6878;mtk_mbraink;mtk_mmdvfs;mtk_mmdvfs_debug;mtk_mmdvfs_v3;mtk_mminfra_debug;mtk_mml;mtk_pbm;mtk_perf_common;mtk_perf_ioctl;mtk_rpmsg_mbox;mtk_sec_heap;mtk_socinfo;mtk_swpm;mtk_swpm_dbg_v6878;mtk_sync;mtk_u_ether;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtu3;mux_switch;nfc;pmic_lbat_service;powerhal_cpu_ctrl;ppp_deflate;ppp_generic;ppp_mppe;r8152;rfcomm;rfkill;rpmb;rpmb_mtk;rtl8150;scheduler;sensorhub;slhc;snd_soc_audiodsp_common;snd_soc_mtk_common;snd_soc_tfa98xx;spi_mt65xx;spi_tiny_co5300_lcd;system_heap;task_turbo;tcpc_class;tipc;tkcore;tmem_ffa;touch_boost;ufs_mediatek_mod;uload_ind;usb_boost;usb_logger;usb_meta;usb_offload;usbnet;usbserial;vcp;wlan_drv_gen4m_6878;wwan;xhci_mtk_hcd_v2;yft_devinfo;yft_tiny2c_usb;zram;zsmalloc,183,184,0,1,1,0,1,1,1,1,aw883xx_driver;focaltech_touch_spi_ft3680
kmalloc_large,0x9ed12e20,KERNEL_OR_BUILTIN,,0,aee_aed;aee_hangdet;apusys;blocktag;bt_drv_6878;camera_dpe_isp7sp;can;ccci_ccif;emi_fake_eng;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;gz_log_mod;gz_main_mod;hidp;mac80211;mali_kbase_mt6878_r44;mediatek_drm;mediatek_drm_panel_drv;microarray_fp_tee;monitor_hang;mrdump;mtk_aie;mtk_ccuv;mtk_fpsgo;mtk_heap_debug;mtk_mmc_dbg;mtk_smi_dbg;mtk_vcu;pidmap;snd_soc_mt6369;snd_soc_mt6878_afe;snd_soc_mtk_common;snd_soc_tfa98xx;tipc;ufs_mediatek_dbg;wlan_drv_gen4m_6878,36,36,0,1,0,0,0,0,1,1,focaltech_touch_spi_ft3680
kmalloc_trace,0xb78e7543,KERNEL_OR_BUILTIN,,0,8021q;adapter_class;adsp;aee_aed;aee_rs;apu_top;apusys;aqc111;asix;atf_logger;aw883xx_driver;ax88179_178a;blocktag;bluetooth;bootprof;bsd_comp;bt_drv_6878;btbcm;c2k_usb;cache_parity;camera_af_media;camera_dpe_isp7sp;camera_eeprom_v4l2;can;can_bcm;ccci_ccif;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccd_rpmsg;ccmni;cdc_acm;cdc_ncm;cfg80211;charger_class;clk_common;cmdq_sec_drv;cmdq_test;connadp;conninfra;connscp;cpufreq_sugov_ext;custom_ldo_wl2868;drm_display_helper;drm_dma_helper;emi;extcon_mtk_usb;extdev_io_class;ffa_v10;fhctl;flashlight;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ftdi_sio;ged;gps_drv_dl_v051;gps_pwr;gps_scp;gz_ipc_mod;gz_irq_mod;gz_log_mod;gz_main_mod;gz_tz_system;gz_virtio_mod;gzvm;hci_uart;hf_manager;hynitron;ieee802154;imgsensor;imgsensor_glue;iommu_debug;irq_dbg;kfifo_buf;l2tp_core;leds_ln2403;leds_mtk;load_track;mac80211;mac802154;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;mddp;mdp_drv_mt6878;mediatek_cpufreq_hw;mediatek_drm;mediatek_drm_panel_drv;met;microarray_fp_tee;mmprofile;mmqos_common;monitor_hang;mrdump;mt6375_battery;mtk_aie;mtk_battery_oc_throttling;mtk_c2ps;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_charger_algorithm_class;mtk_cmdq_drv_ext;mtk_composite;mtk_cpu_power_throttling;mtk_fpsgo;mtk_gpu_hal;mtk_gpufreq_mt6878;mtk_hcp;mtk_heap_debug;mtk_icc_core;mtk_imgsys_v4l2;mtk_iommu;mtk_jpeg;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_lpm_dbg_mt6878;mtk_mbraink;mtk_mmdvfs;mtk_mmdvfs_debug;mtk_mmdvfs_v3;mtk_mminfra_debug;mtk_mml;mtk_pbm;mtk_perf_common;mtk_perf_ioctl;mtk_rpmsg_mbox;mtk_sec_heap;mtk_socinfo;mtk_swpm;mtk_swpm_dbg_v6878;mtk_sync;mtk_u_ether;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtu3;mux_switch;nfc;pmic_lbat_service;powerhal_cpu_ctrl;ppp_deflate;ppp_generic;ppp_mppe;r8152;rfcomm;rfkill;rpmb;rpmb_mtk;rtl8150;scheduler;sensorhub;slhc;snd_soc_audiodsp_common;snd_soc_mtk_common;snd_soc_tfa98xx;spi_mt65xx;spi_tiny_co5300_lcd;system_heap;task_turbo;tcpc_class;tipc;tkcore;tmem_ffa;touch_boost;ufs_mediatek_mod;uload_ind;usb_boost;usb_logger;usb_meta;usb_offload;usbnet;usbserial;vcp;wlan_drv_gen4m_6878;wwan;xhci_mtk_hcd_v2;yft_devinfo;yft_tiny2c_usb;zram;zsmalloc,183,184,0,1,1,0,0,0,1,1,aw883xx_driver;focaltech_touch_spi_ft3680
kstrtoint,0x8c8569cb,KERNEL_OR_BUILTIN,,0,adsp;apu_top;apusys;aw883xx_driver;bt_drv_6878;cpuqos_v3;extcon_mtk_usb;flashlight;ged;mali_kbase_mt6878_r44;mddp;mdp_drv_mt6878;met;mmqos_common;mt6369_accdet;mt6375_battery;mtk_cam_isp7sp;mtk_cg_peak_power_throttling;mtk_charger_framework;mtk_fpsgo;mtk_gpu_qos;mtk_lpm_dbg_common_v2;mtk_mdpm;mtk_mmdvfs;mtk_mmdvfs_v3;mtk_mml;mtk_pbm;mtk_peak_power_budget;mtk_qos;mtk_scp_audiocommon;mtk_smi_dbg;mtu3;phy_mtk_xsphy;powerhal_cpu_ctrl;thermal_interface;touch_boost;usb_meta;wlan_drv_gen4m_6878;zram,39,39,0,1,0,0,1,1,1,1,aw883xx_driver
kstrtouint,0x3b6c41ea,KERNEL_OR_BUILTIN,,0,adsp;aee_aed;apusys;aw883xx_driver;camera_eeprom_v4l2;ccci_dpmaif;conninfra;cpufreq_sugov_ext;flashlight;fmradio_drv_connac2x;ftdi_sio;ged;gpueb;imgsensor;mali_kbase_mt6878_r44;mcupm;mediatek_drm;met;mmqos_common;mt6375_battery;mtk_cam_isp7sp;mtk_charger_framework;mtk_cmdq_drv_ext;mtk_core_ctl;mtk_dvfsrc_helper;mtk_gpufreq_wrapper;mtk_lpm_dbg_common_v2;mtk_mmdvfs_v3;mtk_mminfra_debug;mtk_perf_common;mtk_scp_audiocommon;mtk_ssc_dbg_v2;mtk_swpm_cpu_dbg_v6878;mtk_swpm_dbg_common_v1;mtk_swpm_dbg_v6878;mtk_vow;mtu3;mux_switch;phy_mtk_xsphy;pinctrl_mtk_v2;pmic_lbat_service;scheduler;slcan;snd_soc_mt6369;sspm_v3;task_turbo;thermal_trace;ufs_mediatek_mod;usb_logger;vcp;wlan_drv_gen4m_6878,51,51,0,1,0,0,1,1,1,1,aw883xx_driver
ktime_get_with_offset,0xc4f0da12,KERNEL_OR_BUILTIN,,0,bluetooth;focaltech_touch_spi_ft3680;gps_drv_dl_v051;hf_manager;imgsensor;mac80211;mediatek_drm;mt6375_auxadc;mt6375_battery;mtk_aie;mtk_cam_isp7sp;mtk_charger_framework;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_mml;mtk_mml_mt6878;mtk_pep50;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;nfc;scheduler;scp;sensorhub;snd_soc_tfa98xx;spi_tiny_co5300_lcd;st21nfc;wlan_drv_gen4m_6878,27,28,0,1,0,0,1,1,1,1,focaltech_touch_spi_ft3680
media_entity_pads_init,0xd2c7eba4,KERNEL_OR_BUILTIN,,0,aw36515;aw36518;aw36518_v2;camera_af_media;dw9781c;imgsensor;main2_vcm;main3_vcm;main4_vcm;main_vcm;mtk_cam_isp7sp;mtk_composite;mtk_imgsys_v4l2;sub_vcm,14,14,0,1,0,0,1,1,1,1,aw36515;aw36518;aw36518_v2
