Adaptive_module_bypass	cpufreq_sugov_ext	vendor_dlkm/lib/modules/cpufreq_sugov_ext.ko
add_external_subdrv_entry	imgsensor_glue	vendor_dlkm/lib/modules/imgsensor-glue.ko
adpf_register_callback	powerhal_cpu_ctrl	vendor_dlkm/lib/modules/powerhal_cpu_ctrl.ko
adpf_unregister_callback	powerhal_cpu_ctrl	vendor_dlkm/lib/modules/powerhal_cpu_ctrl.ko
adsp_task_get_latency_support	snd_soc_audiodsp_common	vendor_dlkm/lib/modules/snd-soc-audiodsp-common.ko
afe_pcm_ipi_to_dsp	snd_soc_audiodsp_common	vendor_dlkm/lib/modules/snd-soc-audiodsp-common.ko
after_md_sleep_status	mtk_lpm_dbg_common_v2	vendor_dlkm/lib/modules/mtk-lpm-dbg-common-v2.ko
aie_vb2_common_vm_ops	mtk_aie	vendor_dlkm/lib/modules/mtk_aie.ko
aie_vb2_create_framevec	mtk_aie	vendor_dlkm/lib/modules/mtk_aie.ko
aie_vb2_dc_get_contiguous_size	mtk_aie	vendor_dlkm/lib/modules/mtk_aie.ko
aie_vb2_destroy_framevec	mtk_aie	vendor_dlkm/lib/modules/mtk_aie.ko
aie_vb2_dma_contig_memops	mtk_aie	vendor_dlkm/lib/modules/mtk_aie.ko
aie_vb2_dma_contig_set_max_seg_size	mtk_aie	vendor_dlkm/lib/modules/mtk_aie.ko
aie_vb2_vmalloc_memops	mtk_aie	vendor_dlkm/lib/modules/mtk_aie.ko
allocate_working_buffer_helper	mtk_hcp	vendor_dlkm/lib/modules/mtk_hcp.ko
alloc_candev_mqs	can_dev	system_dlkm/lib/modules/can-dev.ko
alloc_can_err_skb	can_dev	system_dlkm/lib/modules/can-dev.ko
alloc_canfd_skb	can_dev	system_dlkm/lib/modules/can-dev.ko
alloc_can_skb	can_dev	system_dlkm/lib/modules/can-dev.ko
alloc_canxl_skb	can_dev	system_dlkm/lib/modules/can-dev.ko
alloc_inst_rawbulk	c2k_usb	vendor_dlkm/lib/modules/c2k_usb.ko
aov_notify_register	mtk_aie	vendor_dlkm/lib/modules/mtk_aie.ko
aov_recovery_cb	apusys	vendor_dlkm/lib/modules/apusys.ko
apu_boot_host	apu_top	vendor_dlkm/lib/modules/apu_top.ko
apu_cmd_qos_end	apusys	vendor_dlkm/lib/modules/apusys.ko
apu_cmd_qos_start	apusys	vendor_dlkm/lib/modules/apusys.ko
apu_cmd_qos_suspend	apusys	vendor_dlkm/lib/modules/apusys.ko
apu_device_power_off	apu_top	vendor_dlkm/lib/modules/apu_top.ko
apu_device_power_on	apu_top	vendor_dlkm/lib/modules/apu_top.ko
apu_device_power_suspend	apu_top	vendor_dlkm/lib/modules/apu_top.ko
apu_device_set_opp	apu_top	vendor_dlkm/lib/modules/apu_top.ko
apu_get_power_info	apu_top	vendor_dlkm/lib/modules/apu_top.ko
apu_get_power_on_status	apu_top	vendor_dlkm/lib/modules/apu_top.ko
apummu_set_init_info	apusys	vendor_dlkm/lib/modules/apusys.ko
apu_power_callback_device_register	apu_top	vendor_dlkm/lib/modules/apu_top.ko
apu_power_callback_device_unregister	apu_top	vendor_dlkm/lib/modules/apu_top.ko
apu_power_device_register	apu_top	vendor_dlkm/lib/modules/apu_top.ko
apu_power_device_unregister	apu_top	vendor_dlkm/lib/modules/apu_top.ko
apu_power_drv_exit	apu_top	vendor_dlkm/lib/modules/apu_top.ko
apu_power_drv_init	apu_top	vendor_dlkm/lib/modules/apu_top.ko
apu_power_reg_dump	apu_top	vendor_dlkm/lib/modules/apu_top.ko
apupw_get_tag	apu_top	vendor_dlkm/lib/modules/apu_top.ko
apu_qos_set_vcore	apu_top	vendor_dlkm/lib/modules/apu_top.ko
apusys_boost_value_to_opp	apu_top	vendor_dlkm/lib/modules/apu_top.ko
apusys_get_ceiling_opp	apu_top	vendor_dlkm/lib/modules/apu_top.ko
apusys_get_opp	apu_top	vendor_dlkm/lib/modules/apu_top.ko
apusys_opp_to_freq	apu_top	vendor_dlkm/lib/modules/apu_top.ko
apusys_power_check	apu_top	vendor_dlkm/lib/modules/apu_top.ko
arc4_crypt	libarc4	system_dlkm/lib/modules/libarc4.ko
arc4_setkey	libarc4	system_dlkm/lib/modules/libarc4.ko
arch_get_cluster_cpus	mtk_core_ctl	vendor_dlkm/lib/modules/mtk_core_ctl.ko
arch_get_cluster_id	mtk_core_ctl	vendor_dlkm/lib/modules/mtk_core_ctl.ko
arch_get_nr_clusters	mtk_core_ctl	vendor_dlkm/lib/modules/mtk_core_ctl.ko
audio_get_dsp_id	audio_ipi	vendor_dlkm/lib/modules/audio_ipi.ko
audio_recv_ipi_buf_from_dsp	audio_ipi	vendor_dlkm/lib/modules/audio_ipi.ko
audio_send_ipi_buf_to_dsp	audio_ipi	vendor_dlkm/lib/modules/audio_ipi.ko
audio_send_ipi_msg	audio_ipi	vendor_dlkm/lib/modules/audio_ipi.ko
audio_set_dsp_afe	snd_soc_audiodsp_common	vendor_dlkm/lib/modules/snd-soc-audiodsp-common.ko
audio_task_register_callback	audio_ipi	vendor_dlkm/lib/modules/audio_ipi.ko
aw883xx_i2c_probe	aw883xx_driver	vendor_dlkm/lib/modules/aw883xx_driver.ko
aw883xx_i2c_remove	aw883xx_driver	vendor_dlkm/lib/modules/aw883xx_driver.ko
BaseAddrAPMIXEDSYS	met	vendor_dlkm/lib/modules/met.ko
