symbol,crc,provider_kind,provider_modules,provider_module_count,consumer_modules,consumer_module_count,import_record_count,in_kernel_base,in_kernel_mtk,in_kernel_nothing,in_device_base,in_device_mtk,in_device_mtk_union,in_kernel_nothing_union,in_any_published_nothing_list,selected_consumers,nothing_name_status,crc_status
of_graph_get_remote_port_parent,0x0c4e3667,KERNEL_OR_BUILTIN,,0,mediatek_drm;panel_ky_vtdr6115_dphy_cmd,2,2,0,1,0,0,1,1,1,1,panel_ky_vtdr6115_dphy_cmd,PUBLISHED_KMI_NAME,UNPROVEN
of_match_device,0x54ad2b23,KERNEL_OR_BUILTIN,,0,connfem;hynitron;mediatek_drm;mt6315_regulator;mt6369_accdet;mtk_dpc;mtk_pmic_keys;rt4831a_drv;ufs_mediatek_mod,9,9,0,1,0,0,1,1,1,1,hynitron,PUBLISHED_KMI_NAME,UNPROVEN
of_match_node,0x4fcce10a,KERNEL_OR_BUILTIN,,0,clkbuf;fhctl;mediatek_drm;mtk_cg_peak_power_throttling;mtk_dvfsrc_helper;mtk_dvfsrc_regulator;mtk_emi;mtk_pmic_wrap;mtk_vmm_isp71_regulator;sc8571_charger;spi_mt65xx;uarthub_drv,12,12,0,1,0,0,1,1,1,1,sc8571_charger,PUBLISHED_KMI_NAME,UNPROVEN
of_property_read_string,0x000c9569,KERNEL_OR_BUILTIN,,0,adsp;aee_aed;apu_top;apusys;aw883xx_driver;backlight_cooling;bt_drv_6878;ccd_rpmsg;clk_common;clkbuf;conninfra;extcon_mtk_usb;fhctl;gz_virtio_mod;imgsensor;last_bus;lpm_gov_MHSP;mali_kbase_mt6878_r44;mediatek_drm;mediatek_drm_panel_drv;met;mrdump;mt6375_charger;mtk_cam_isp7sp;mtk_charger_framework;mtk_chg_type_det;mtk_cm_mgr;mtk_irtx_pwm;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_mml;mtk_pd_adapter;mtk_socinfo;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vmm_notifier;regulator_vibrator;sc8571_charger;scp;sec_rng;smpu;snd_soc_mt6878_afe;system_heap;tcpc_class;vcp;wlan_drv_gen4m_6878;yft_devinfo,48,48,0,1,0,0,1,1,1,1,sc8571_charger;yft_devinfo,PUBLISHED_KMI_NAME,UNPROVEN
of_property_read_variable_u32_array,0x94a3f9c7,KERNEL_OR_BUILTIN,,0,8250_mtk;adsp;aee_hangdet;apu_top;apusys;aw36515;aw36518;aw36518_v2;aw883xx_driver;board_temp;bootprof;cache_parity;camera_dpe_isp7sp;can_dev;ccci_ccif;ccci_dpmaif;ccci_fsm_scp;ccci_md_all;ccci_util_lib;charger_cooling;clk_bringup;clk_common;clkbuf;cmdq_sec_drv;cmdq_test;connfem;conninfra;connscp;cpufreq_sugov_ext;cpuqos_v3;dbgtop_drm;emi;emi_fake_eng;emi_mpu;extcon_mtk_usb;fhctl;flashlight;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ged;gps_drv_dl_v051;gpueb;gz_irq_mod;gz_log_mod;gz_trusty_mod;gz_virtio_mod;hci_uart;hynitron;i2c_mt65xx;imgsensor;last_bus;leds_rgb_aw2013;log_store;lpm_gov_MHSP;mali_kbase_mt6878_r44;mali_prot_alloc_mt6878_r44;mcupm;mdp_drv_mt6878;mediatek_drm;mediatek_drm_gateic;mediatek_drm_panel_drv;met;mmqos_common;monitor_hang;mrdump;mt6315_regulator;mt6363_regulator;mt6369_accdet;mt6369_regulator;mt6375_auxadc;mt6375_battery;mt6375_charger;mt6878_mt6369;mtk_aie;mtk_battery_oc_throttling;mtk_bp_thl;mtk_btcvsd;mtk_cam_isp7sp;mtk_ccuv;mtk_charger_framework;mtk_chg_type_det;mtk_cm_ipi;mtk_cm_mgr;mtk_cm_mgr_mt6878;mtk_cmdq_drv_ext;mtk_cpu_power_throttling;mtk_disp_sec;mtk_dpc;mtk_dramc;mtk_dvfsrc;mtk_dvfsrc_helper;mtk_dynamic_loading_throttling;mtk_fpsgo;mtk_gpu_power_throttling;mtk_gpu_qos;mtk_gpufreq_mt6878;mtk_gpufreq_wrapper;mtk_imgsys_cmdq;mtk_imgsys_isp7sp;mtk_imgsys_v4l2;mtk_iommu;mtk_irtx_pwm;mtk_jpeg;mtk_low_battery_throttling;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_mbox_mailbox;mtk_md_power_throttling;mtk_mmc;mtk_mmdvfs;mtk_mmdvfs_debug;mtk_mmdvfs_v3;mtk_mminfra_debug;mtk_mminfra_imax;mtk_mml;mtk_pd_adapter;mtk_pd_charging;mtk_peak_power_budget;mtk_pep;mtk_pep40;mtk_pep50;mtk_perf_common;mtk_pmic_keys;mtk_pwm;mtk_qos;mtk_scp_audiocommon;mtk_scpsys;mtk_scpsys_bringup;mtk_smi;mtk_smi_dbg;mtk_sp_spk_amp;mtk_spmi_pmic_adc;mtk_ssc;mtk_uart_apdma;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vmm_isp71_regulator;mtk_vmm_notifier;mtu3;panel_ky_vtdr6115_dphy_cmd;pda_drv_mt6878;phy_mtk_ufs;pinctrl_mtk_v2;pmic_lbat_service;pmic_lvsys_notify;reboot_mode;regulator_vibrator;reset_ti_syscon;rt4831a_drv;rt5133_regulator;rt_pd_manager;rtc_mt6685;sapu;sc851x_charger;sc8571_charger;scheduler;scp;smpu;snd_soc_audiodsp_common;snd_soc_mt6369;snd_soc_mt6878_afe;snd_soc_mtk_common;snd_soc_mtk_scp_ultra;soc_temp_lvts;spmi_mtk_mpu;spmi_mtk_pmif;sspm_v3;st21nfc;syscon_reboot_mode;system_heap;tcpc_class;teeperf;thermal_generic_adc;thermal_interface;tmem_ffa;uarthub_drv;ufs_mediatek_mod;usb_offload;vcp;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2,182,182,0,1,0,0,1,1,1,1,hynitron;panel_ky_vtdr6115_dphy_cmd;sc851x_charger;sc8571_charger,PUBLISHED_KMI_NAME,UNPROVEN
of_reserved_mem_lookup,0x5bf2bc8d,KERNEL_OR_BUILTIN,,0,adsp;atf_logger;ccci_dpmaif;cmdq_sec_drv;conninfra;gps_drv_dl_v051;gz_log_mod;mali_kbase_mt6878_r44;mcupm;mrdump;mtk_btcvsd;scp;sspm_v3;tkcore_drv;tmem_ffa;vcp;wlan_drv_gen4m_6878,17,17,0,1,0,0,1,1,1,1,tkcore_drv,PUBLISHED_KMI_NAME,UNPROVEN
pfn_is_map_memory,0x6da467cb,KERNEL_OR_BUILTIN,,0,ccci_util_lib;gz_ipc_mod;mmprofile;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;tkcore,6,6,0,1,0,0,1,1,1,1,tkcore,PUBLISHED_KMI_NAME,UNPROVEN
pinctrl_lookup_state,0xfcab557c,KERNEL_OR_BUILTIN,,0,connfem;conninfra;fingerprint;gps_drv_dl_v051;imgsensor;leds_ln2403;main2_vcm;main3_vcm;main4_vcm;main_vcm;mediatek_drm;mediatek_drm_panel_drv;mt6369_accdet;mtk_mmc;snd_soc_mt6878_afe;spi_tiny_co5300_lcd;sub_vcm,17,17,0,1,0,0,1,1,1,1,fingerprint;leds_ln2403;spi_tiny_co5300_lcd,PUBLISHED_KMI_NAME,UNPROVEN
pinctrl_select_state,0x92ee9662,KERNEL_OR_BUILTIN,,0,connfem;conninfra;fingerprint;gps_drv_dl_v051;imgsensor;leds_ln2403;main2_vcm;main3_vcm;main4_vcm;main_vcm;mediatek_drm;mediatek_drm_panel_drv;mt6369_accdet;mtk_mmc;snd_soc_mt6878_afe;spi_tiny_co5300_lcd;sub_vcm,17,17,0,1,0,0,1,1,1,1,fingerprint;leds_ln2403;spi_tiny_co5300_lcd,PUBLISHED_KMI_NAME,UNPROVEN
platform_driver_unregister,0xe1b15563,KERNEL_OR_BUILTIN,,0,8250_mtk;apu_top;apusys;arm_dsu_pmu;atf_logger;backlight_cooling;board_temp;bus_parity;cache_parity;camera_af_media;camera_dpe_isp7sp;charger_cooling;clk_bringup;clk_chk_mt6878;clk_common;clk_dbg_mt6878;clk_disable_unused;clk_fmeter_mt6878;clk_mt6878;clk_mt6878_adsp;clk_mt6878_bus;clk_mt6878_cam;clk_mt6878_ccu;clk_mt6878_img;clk_mt6878_mdpsys;clk_mt6878_mmsys;clk_mt6878_peri;clk_mt6878_vcodec;clk_mt6878_vlp;clkbuf;cmdq_test;connfem;conninfra;connscp;cpuqos_v3;dbg_error_flag;device_apc_mt6878;emi_fake_eng;extcon_mtk_usb;fhctl;fingerprint;flashlight;fmradio_drv_connac2x;ged;gps_drv_dl_v051;gpueb;gz_irq_mod;gz_log_mod;gz_main_mod;gz_trusty_mod;gz_tz_system;gz_virtio_mod;gzvm;hci_uart;i2c_mt65xx;iommu_debug;iommu_secure;last_bus;leds_ln2403;leds_mtk_disp;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;mali_prot_alloc_mt6878_r44;md_cooling_all;mdp_drv_mt6878;mediatek_cpufreq_hw;mediatek_drm;mediatek_drm_gateic;mediatek_drm_panel_drv;mmqos_mt6878;mt6315_regulator;mt6363_regulator;mt6369_accdet;mt6369_regulator;mt6375_adc;mt6375_auxadc;mt6375_battery;mt6375_charger;mt6685_audclk;mt6878_mt6369;mtk_aie;mtk_aie_debug_7sp_2;mtk_battery_oc_throttling;mtk_bp_thl;mtk_btcvsd;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_ccuv;mtk_cg_peak_power_throttling;mtk_charger_framework;mtk_chg_type_det;mtk_cm_mgr_mt6878;mtk_composite;mtk_cpu_power_throttling;mtk_disp_sec;mtk_dvfsrc;mtk_dvfsrc_devfreq;mtk_dvfsrc_helper;mtk_dvfsrc_regulator;mtk_dvfsrc_start;mtk_dynamic_loading_throttling;mtk_emi;mtk_fpsgo;mtk_gpu_power_throttling;mtk_gpufreq_mt6878;mtk_gpufreq_wrapper;mtk_hcp;mtk_imgsys_cmdq;mtk_imgsys_isp7sp;mtk_imgsys_v4l2;mtk_iommu;mtk_ipesys_me;mtk_irtx_pwm;mtk_jpeg;mtk_low_battery_throttling;mtk_lpm_dbg_common_v2;mtk_md_power_throttling;mtk_mdpm;mtk_mmc;mtk_mmdvfs;mtk_mmdvfs_debug;mtk_mmdvfs_v3_start;mtk_mminfra_debug;mtk_mminfra_imax;mtk_pbm;mtk_pd_adapter;mtk_pd_charging;mtk_peak_power_budget;mtk_pep;mtk_pep40;mtk_pep50;mtk_pm_domain_disable_unused;mtk_pmic_keys;mtk_pmic_oc_debug;mtk_pmic_wrap;mtk_pwm;mtk_qos;mtk_scp_audiocommon;mtk_scpsys;mtk_scpsys_bringup;mtk_scpsys_mt6878;mtk_sec_heap;mtk_soc_offload_common;mtk_spmi_pmic_adc;mtk_uart_apdma;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vmm_isp71_regulator;mtk_vmm_notifier;mtk_vmm_spm;mtk_wdt;mtu3;mux_switch;nvmem_mt635x_efuse;nvmem_mtk_devinfo;pd_chk_mt6878;pda_drv_mt6878;phy_mtk_ufs;phy_mtk_xsphy;pinctrl_mt6363;pmic_lbat_service;pmic_lvsys_notify;pmic_temp;pwm_mtk_disp;regulator_vibrator;reset_ti_syscon;rt_pd_manager;rtc_mt6685;sapu;scheduler;scp;sec;sec_rng;snd_soc_audiodsp_common;snd_soc_mt6369;snd_soc_mt6878_afe;snd_soc_mtk_scp_ultra;soc_temp_lvts;spi_mt65xx;spmi_mtk_mpu;spmi_mtk_pmif;syscon_reboot_mode;system_heap;tcpc_mt6375;teeperf;thermal_generic_adc;thermal_interface;timer_mediatek;tkcore_drv;tmem_ffa;uarthub_drv;ufs_mediatek_mod;usb_logger;usb_meta;usb_offload;vcp;vtskin_temp;widevine_driver;wifi_cooling;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2;yft_devinfo;yft_gpio_keys;yft_tiny2c_usb;yft_tpd_gesture,206,206,0,1,0,0,1,1,1,1,fingerprint;leds_ln2403;tkcore_drv;yft_devinfo;yft_gpio_keys;yft_tiny2c_usb;yft_tpd_gesture,PUBLISHED_KMI_NAME,UNPROVEN
pm_relax,0xf28b90d8,KERNEL_OR_BUILTIN,,0,mt6375_adc;mt6375_auxadc;mtk_pep50;mtu3;tcpc_class;tcpc_mt6375;yft_gpio_keys,7,7,0,1,0,0,1,1,1,1,yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
pm_stay_awake,0xe088ef99,KERNEL_OR_BUILTIN,,0,mt6375_adc;mt6375_auxadc;mtk_pep50;mtu3;tcpc_class;tcpc_mt6375;yft_gpio_keys,7,7,0,1,0,0,1,1,1,1,yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
pm_wakeup_dev_event,0x2fc1eba5,KERNEL_OR_BUILTIN,,0,hynitron;yft_gpio_keys,2,2,0,1,0,0,1,1,1,1,hynitron;yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
pm_wakeup_ws_event,0x43b33a8d,KERNEL_OR_BUILTIN,,0,bt_drv_6878;ccci_md_all;ccmni;focaltech_touch_spi_ft3680;microarray_fp_tee;mt6369_accdet;mtk_vow;sensorhub;st21nfc;usb_boost;wlan_drv_gen4m_6878,11,11,0,1,0,0,1,1,1,1,microarray_fp_tee,PUBLISHED_KMI_NAME,UNPROVEN
power_supply_changed,0xdf24b749,KERNEL_OR_BUILTIN,,0,charger_cooling;imgsensor;mt6375_auxadc;mt6375_battery;mt6375_charger;mtk_charger_framework;sc8571_charger,7,7,0,1,0,0,1,1,1,1,sc8571_charger,PUBLISHED_KMI_NAME,UNPROVEN
power_supply_get_by_name,0x60e98d99,KERNEL_OR_BUILTIN,,0,aw883xx_driver;ccci_md_all;charger_cooling;extcon_mtk_usb;imgsensor;leds_rgb_aw2013;mt6375_auxadc;mt6375_battery;mt6375_charger;mtk_cg_peak_power_throttling;mtk_charger_framework;mtk_dynamic_loading_throttling;mtk_low_battery_throttling;mtk_mbraink;mtk_pbm;mtk_pd_charging;mtk_peak_power_budget;mtk_pep;mtk_pep40;mtk_pep50;mtk_perf_common;mtk_spmi_pmic_adc;mtu3;sh366003_fg;tcpc_class,25,25,0,1,0,0,1,1,1,1,sh366003_fg,PUBLISHED_KMI_NAME,UNPROVEN
power_supply_get_drvdata,0xcf81c81f,KERNEL_OR_BUILTIN,,0,mt6375_battery;mt6375_charger;mtk_charger_framework;mtk_pd_charging;mtk_pep;mtk_pep40;mtk_pep50;sc8571_charger;sh366003_fg,9,9,0,1,0,0,1,1,1,1,sc8571_charger;sh366003_fg,PUBLISHED_KMI_NAME,UNPROVEN
power_supply_get_property,0xd351924c,KERNEL_OR_BUILTIN,,0,aw883xx_driver;ccci_md_all;extcon_mtk_usb;leds_rgb_aw2013;mt6375_auxadc;mt6375_battery;mt6375_charger;mtk_bp_thl;mtk_cg_peak_power_throttling;mtk_charger_framework;mtk_dynamic_loading_throttling;mtk_low_battery_throttling;mtk_mbraink;mtk_pbm;mtk_pd_charging;mtk_peak_power_budget;mtk_pep;mtk_pep40;mtk_pep50;mtk_perf_common;mtk_spmi_pmic_adc;sh366003_fg;tcpc_class,23,23,0,1,0,0,1,1,1,1,sh366003_fg,PUBLISHED_KMI_NAME,UNPROVEN
power_supply_unregister,0x931aa919,KERNEL_OR_BUILTIN,,0,sc8571_charger,1,1,0,0,0,0,0,0,0,0,sc8571_charger,EXPORTED_BUT_UNLISTED,UNPROVEN
preempt_schedule,0x43b0c9c3,KERNEL_OR_BUILTIN,,0,ccci_util_lib;cmdq_sec_drv;ged;gz_ipc_mod;gz_trusty_mod;gz_tz_system;hci_uart;lpm_gov_MHSP;mac80211;met;mrdump;mtk_c2ps;mtk_cmdq_drv_ext;mtk_fpsgo;mtk_lpm_plat_v1;mtk_sec_heap;scheduler;tipc;tkcore;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2;zram;zsmalloc,23,23,0,1,1,0,1,1,1,1,tkcore,PUBLISHED_KMI_NAME,UNPROVEN
prepare_to_wait,0xd5fd90f1,KERNEL_OR_BUILTIN,,0,tkcore_drv,1,1,0,0,0,0,0,0,0,0,tkcore_drv,EXPORTED_BUT_UNLISTED,UNPROVEN
prepare_to_wait_event,0x8c26d495,KERNEL_OR_BUILTIN,,0,adsp;apusys;atf_logger;audio_ipi;bluetooth;bt_drv_6878;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccd_rpmsg;cfg80211;conninfra;connscp;cqhci;drm_display_helper;fingerprint;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;gps_drv_dl_v051;gz_ipc_mod;hci_uart;hf_manager;hidp;ieee802154;mali_kbase_mt6878_r44;mddp;mdp_drv_mt6878;mediatek_drm;microarray_fp_tee;mmqos_common;monitor_hang;mt6375_battery;mtk_aie;mtk_bp_thl;mtk_btcvsd;mtk_c2ps;mtk_cam_isp7sp;mtk_ccuv;mtk_charger_framework;mtk_chg_type_det;mtk_cmdq_drv_ext;mtk_dpc;mtk_dynamic_loading_throttling;mtk_fpsgo;mtk_hcp;mtk_imgsys_v4l2;mtk_low_battery_throttling;mtk_mml;mtk_pep50;mtk_soc_offload_common;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vow;pda_drv_mt6878;powerhal_cpu_ctrl;rfkill;scp;slcan;snd_soc_audiodsp_common;system_heap;tcpc_class;tcpc_mt6375;tkcore;touch_boost;usbserial;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;wwan;yft_tpd_gesture,71,72,0,1,0,0,1,1,1,1,fingerprint;microarray_fp_tee;tkcore;yft_tpd_gesture,PUBLISHED_KMI_NAME,UNPROVEN
proc_create,0x0524767b,KERNEL_OR_BUILTIN,,0,aee_aed;apusys;atf_logger;blocktag;bootprof;bt_drv_6878;c2ps_perf_ioctl;ccci_dpmaif;ccci_md_all;ccci_util_lib;clk_common;conninfra;cpuqos_v3;device_apc_common;fmradio_drv_connac2x;ged;gps_drv_dl_v051;gpueb;log_store;mali_kbase_mt6878_r44;mdp_drv_mt6878;mediatek_drm;met;mmprofile;mmqos_common;mrdump;mtk_cmdq_drv_ext;mtk_core_ctl;mtk_gpu_qos;mtk_gpufreq_wrapper;mtk_hcp;mtk_ioctl_powerhal;mtk_ioctl_touch_boost;mtk_mdpm;mtk_mmc_dbg;mtk_mmdvfs_debug;mtk_pbm;mtk_peak_power_budget;mtk_perf_ioctl;mtk_perf_ioctl_magt;mtk_printk_ctrl;pidmap;powerhal_cpu_ctrl;scheduler;scp;sec;sec_rng;teeperf;touch_boost;uarthub_drv;ufs_mediatek_dbg;uload_ind;vcp;yft_devinfo,54,54,0,1,0,0,1,1,1,1,yft_devinfo,PUBLISHED_KMI_NAME,UNPROVEN
proc_create_data,0x7ae3018a,KERNEL_OR_BUILTIN,,0,apusys;cpudvfs;extcon_mtk_usb;focaltech_touch_spi_ft3680;gz_log_mod;hf_manager;iommu_debug;mtk_battery_oc_throttling;mtk_cam_isp7sp;mtk_charger_framework;mtk_heap_debug;mtk_lpm;mtk_swpm;mux_switch;phy_mtk_xsphy;pinctrl_mtk_common_v2_debug;tkcore;usb_logger;xhci_mtk_hcd_v2,19,19,0,1,0,0,1,1,1,1,tkcore,PUBLISHED_KMI_NAME,UNPROVEN
proc_mkdir,0x1e39ba1c,KERNEL_OR_BUILTIN,,0,aee_aed;apusys;atf_logger;blocktag;c2ps_perf_ioctl;cpudvfs;cpufreq_sugov_ext;cpuqos_v3;extcon_mtk_usb;gpueb;iommu_debug;mali_kbase_mt6878_r44;mdp_drv_mt6878;mediatek_drm;met;mmprofile;mmqos_common;mrdump;mtk_battery_oc_throttling;mtk_cam_isp7sp;mtk_charger_framework;mtk_cmdq_drv_ext;mtk_core_ctl;mtk_gpu_qos;mtk_gpufreq_wrapper;mtk_hcp;mtk_heap_debug;mtk_ioctl_powerhal;mtk_ioctl_touch_boost;mtk_lpm;mtk_mdpm;mtk_mmdvfs_debug;mtk_pbm;mtk_peak_power_budget;mtk_perf_ioctl;mtk_perf_ioctl_magt;mtk_swpm;mux_switch;phy_mtk_xsphy;pinctrl_mtk_common_v2_debug;powerhal_cpu_ctrl;scheduler;scp;tkcore;touch_boost;uload_ind;usb_logger;vcp;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2,50,50,0,1,0,0,1,1,1,1,tkcore,PUBLISHED_KMI_NAME,UNPROVEN
proc_remove,0xce01cfc4,KERNEL_OR_BUILTIN,,0,8021q;apusys;blocktag;bt_drv_6878;conninfra;focaltech_touch_spi_ft3680;gps_drv_dl_v051;gz_log_mod;log_store;mediatek_drm;met;mmprofile;mtk_cam_isp7sp;mtk_hcp;mtk_heap_debug;mtk_lpm;mtk_printk_ctrl;mtk_swpm;mux_switch;phy_mtk_xsphy;pidmap;tkcore;uarthub_drv;usb_logger;xhci_mtk_hcd_v2,25,25,0,1,0,0,1,1,1,1,tkcore,PUBLISHED_KMI_NAME,UNPROVEN
put_device,0xc0052169,KERNEL_OR_BUILTIN,,0,apu_top;bluetooth;camera_dpe_isp7sp;ccd_rpmsg;cfg80211;ffa_v10;hidp;ieee802154;mali_kbase_mt6878_r44;mediatek_drm;mtk_aie;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_jpeg;mtu3;nfc;rfcomm;rfkill;rpmb;spi_mt65xx;spmi_mtk_pmif;tkcore;usbserial;wwan,24,25,0,1,0,0,1,1,1,1,tkcore,PUBLISHED_KMI_NAME,UNPROVEN
queue_delayed_work_on,0xbf57e89e,KERNEL_OR_BUILTIN,,0,adsp;apu_top;apusys;aw883xx_driver;bluetooth;bt_drv_6878;c2k_usb;can_dev;ccci_md_all;ccmni;cdc_acm;cfg80211;cpuqos_v3;extcon_mtk_usb;focaltech_touch_spi_ft3680;hci_uart;load_track;mac80211;mali_kbase_mt6878_r44;mdp_drv_mt6878;met;mmqos_common;mrdump;mt6363_regulator;mt6369_regulator;mt6375_charger;mtk_cm_mgr;mtk_cm_mgr_mt6878;mtk_gpu_qos;mtk_jpeg;mtk_perf_common;pd_dbg_info;pmic_lbat_service;r8152;rfkill;sensorhub;sh366003_fg;snd_soc_tfa98xx;spi_tiny_co5300_lcd;tcpc_class;tcpc_mt6375;tipc;tmem_ffa;trace_mmstat;ufs_mediatek_mod;usb_meta;wlan_drv_gen4m_6878,47,48,0,1,0,0,1,1,1,1,sh366003_fg;spi_tiny_co5300_lcd,PUBLISHED_KMI_NAME,UNPROVEN
queue_work_on,0x732ac580,KERNEL_OR_BUILTIN,,0,8250_mtk;adsp;aee_aed;aee_hangdet;apu_top;apusys;blocktag;bluetooth;bt_drv_6878;btsdio;bus_parity;c2k_usb;cache_parity;camera_dpe_isp7sp;ccci_ccif;ccci_fsm_scp;ccci_md_all;cfg80211;cmdq_sec_drv;connadp;conninfra;connscp;dbg_error_flag;drm_display_helper;dw9781c;emi_mpu;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ged;gpueb;gzvm;hci_uart;hidp;hynitron;l2tp_core;mac80211;mac802154;mali_kbase_mt6878_r44;mcupm;mddp;mdp_drv_mt6878;mediatek_drm;microarray_fp_tee;mt6369_accdet;mt6375_auxadc;mt6375_battery;mt6375_charger;mtk_aie;mtk_bp_thl;mtk_cam_isp7sp;mtk_cg_peak_power_throttling;mtk_cmdq_drv_ext;mtk_core_ctl;mtk_fpsgo;mtk_imgsys_v4l2;mtk_low_battery_throttling;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_mbraink;mtk_mmc;mtk_mmdvfs_debug;mtk_mmdvfs_v3;mtk_mml;mtk_peak_power_budget;mtk_swpm_dbg_v6878;mtk_u_ether;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtu3;nfc;phy_mtk_xsphy;regulator_vibrator;rfkill;rtc_mt6685;scheduler;scp;sensorhub;slcan;smpu;sspm_v3;st21nfc;tcpc_class;tipc;touch_boost;uarthub_drv;ufs_mediatek_mod;usb_boost;usb_meta;usbnet;usbserial;vcp;wlan_drv_gen4m_6878;zsmalloc,94,95,0,1,0,0,1,1,1,1,hynitron;microarray_fp_tee,PUBLISHED_KMI_NAME,UNPROVEN
refcount_warn_saturate,0x0296695f,KERNEL_OR_BUILTIN,,0,apusys;bluetooth;camera_dpe_isp7sp;can;can_bcm;can_dev;can_raw;ccd_rpmsg;cdc_acm;cfg80211;cpufreq_sugov_ext;cpuqos_v3;drm_display_helper;drm_dma_helper;ged;gz_ipc_mod;hidp;ieee802154;ieee802154_6lowpan;ieee802154_socket;l2tp_core;l2tp_ppp;mac802154;mali_kbase_mt6878_r44;mddp;mdp_drv_mt6878;mediatek_drm;monitor_hang;mtk_aie;mtk_c2ps;mtk_cam_isp7sp;mtk_fpsgo;mtk_hcp;mtk_heap_debug;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_mbraink;mtk_mml;mtk_rpmsg_mbox;mtk_sync;mtk_vcodec_common;mtk_vcodec_dec_v1;nfc;ppp_generic;pptp;rfcomm;sapu;scheduler;task_turbo;tipc;tkcore;usb_offload;usbserial;vcan;wlan_drv_gen4m_6878,55,56,0,1,0,0,1,1,1,1,tkcore,PUBLISHED_KMI_NAME,UNPROVEN
regmap_bulk_read,0xed962ff1,KERNEL_OR_BUILTIN,,0,extdev_io_class;mt6375;mt6375_battery;mt6375_charger;mtk_battery_oc_throttling;mtk_spmi_pmic_adc;nvmem_mt635x_efuse;pmic_lbat_service;rt5133_regulator;rtc_mt6685;sc8571_charger;tcpc_mt6375,12,12,0,1,0,0,1,1,1,1,sc8571_charger,PUBLISHED_KMI_NAME,UNPROVEN
regmap_field_read,0xa5b6f19f,KERNEL_OR_BUILTIN,,0,mt6375_charger;sc8571_charger,2,2,0,1,0,0,1,1,1,1,sc8571_charger,PUBLISHED_KMI_NAME,UNPROVEN
regmap_field_update_bits_base,0xc2bd74e5,KERNEL_OR_BUILTIN,,0,mt6375_charger;sc851x_charger;sc8571_charger,3,3,0,1,0,0,1,1,1,1,sc851x_charger;sc8571_charger,PUBLISHED_KMI_NAME,UNPROVEN
regmap_read,0xe4fcaad8,KERNEL_OR_BUILTIN,,0,aw36515;aw36518;aw36518_v2;ccci_dpmaif;ccci_md_all;clk_chk_mt6878;clk_common;clkbuf;conninfra;gps_drv_dl_v051;leds_rgb_aw2013;log_store;mt6315_regulator;mt6338_core;mt6363_regulator;mt6369_accdet;mt6369_regulator;mt6375;mt6375_adc;mt6375_auxadc;mt6375_battery;mt6375_charger;mt6878_mt6369;mtk_battery_oc_throttling;mtk_charger_framework;mtk_dvfsrc_helper;mtk_dynamic_loading_throttling;mtk_iommu;mtk_pmic_keys;mtk_scpsys;mtk_spmi_pmic;mtk_spmi_pmic_adc;mtu3;nvmem_mt635x_efuse;phy_mtk_xsphy;pinctrl_mtk_v2;pmic_lbat_service;pmic_temp;reset_ti_syscon;rt5133_regulator;rt6160_regulator;rtc_mt6685;sc851x_charger;sc8571_charger;scp;snd_soc_audiodsp_common;snd_soc_mt6369;snd_soc_mt6878_afe;snd_soc_mtk_common;snd_soc_mtk_scp_ultra;snd_soc_tfa98xx,51,51,0,1,0,0,1,1,1,1,sc851x_charger;sc8571_charger,PUBLISHED_KMI_NAME,UNPROVEN
