symbol,crc,provider_kind,provider_modules,provider_module_count,consumer_modules,consumer_module_count,import_record_count,in_kernel_base,in_kernel_mtk,in_kernel_nothing,in_device_base,in_device_mtk,in_device_mtk_union,in_kernel_nothing_union,in_any_published_nothing_list,selected_consumers,nothing_name_status,crc_status
add_cpu,0x7eb808d0,KERNEL_OR_BUILTIN,,0,tkcore_drv,1,1,0,0,0,0,0,0,0,0,tkcore_drv,EXPORTED_BUT_UNLISTED,UNPROVEN
alloc_chrdev_region,0xe3ec2f2b,KERNEL_OR_BUILTIN,,0,apusys;bt_drv_6878;camera_dpe_isp7sp;camera_eeprom_v4l2;ccci_md_all;ccci_util_lib;connfem;conninfra;connscp;flashlight;fmradio_drv_connac2x;gps_drv_dl_v051;gps_pwr;gps_scp;gz_ipc_mod;mdp_drv_mt6878;microarray_fp_tee;mt6369_accdet;mt6375_battery;mtk_ccd_remoteproc;mtk_ccuv;mtk_hcp;mtk_mbraink;mtk_vcu;pda_drv_mt6878;rpmb_mtk;teeperf;widevine_driver;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2,30,30,0,1,0,0,1,1,1,1,microarray_fp_tee,PUBLISHED_KMI_NAME,UNPROVEN
alloc_workqueue,0x49cd25ed,KERNEL_OR_BUILTIN,,0,8250_mtk;adsp;aee_hangdet;apusys;aw883xx_driver;blocktag;bluetooth;bt_drv_6878;c2k_usb;camera_dpe_isp7sp;ccci_ccif;ccci_md_all;ccmni;cfg80211;cmdq_sec_drv;cpuqos_v3;drm_display_helper;dw9781c;extcon_mtk_usb;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ged;gpueb;gzvm;hci_uart;hynitron;l2tp_core;load_track;mac80211;mac802154;mali_kbase_mt6878_r44;mcupm;mdp_drv_mt6878;mediatek_drm;microarray_fp_tee;mt6369_accdet;mt6375_charger;mtk_aie;mtk_cmdq_drv_ext;mtk_fpsgo;mtk_hcp;mtk_imgsys_v4l2;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_mbraink;mtk_mmdvfs_debug;mtk_mmdvfs_v3;mtk_mml;mtk_swpm;mtk_swpm_dbg_v6878;mtk_u_ether;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtu3;phy_mtk_xsphy;pmic_lbat_service;regulator_vibrator;scp;sensorhub;snd_soc_tfa98xx;sspm_v3;st21nfc;tcpc_class;tipc;tmem_ffa;touch_boost;uarthub_drv;ufs_mediatek_mod;usb_boost;vcp,70,71,0,1,0,0,1,1,1,1,hynitron;microarray_fp_tee,PUBLISHED_KMI_NAME,UNPROVEN
alt_cb_patch_nops,0x1348649e,KERNEL_OR_BUILTIN,,0,6lowpan;8021q;8250_mtk;adsp;aee_aed;aee_hangdet;aee_rs;apu_top;apusys;arm_dsu_pmu;atf_logger;audio_ipi;aw36515;aw36518;aw36518_v2;aw883xx_driver;blocktag;bluetooth;bootprof;bt_drv_6878;btbcm;btqca;btsdio;c2ps_perf_ioctl;cache_parity;camera_dpe_isp7sp;camera_eeprom_v4l2;can;can_bcm;can_dev;can_raw;ccci_ccif;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccd_rpmsg;ccmni;cdc_acm;cdc_ether;cdc_ncm;cfg80211;clk_common;cmdq_sec_drv;cmdq_test;connfem;conninfra;connscp;cpudvfs;cpufreq_sugov_ext;cpuqos_v3;custom_ldo_wl2868;device_apc_common;drm_display_helper;drm_dma_helper;dw9781c;emi;fhctl;flashlight;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ftdi_sio;ged;gps_drv_dl_v051;gps_pwr;gps_scp;gpueb;gz_ipc_mod;gz_log_mod;gz_main_mod;gz_trusty_mod;gz_tz_system;gz_virtio_mod;gzvm;hbt;hci_uart;hf_manager;hidp;i2c_mt65xx;ieee802154;ieee802154_6lowpan;ieee802154_socket;imgsensor;iommu_debug;l2tp_core;l2tp_ppp;log_store;mac80211;mac802154;main2_vcm;main3_vcm;main4_vcm;main_vcm;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;mcupm;md_cooling_all;mddp;mdp_drv_mt6878;mediatek_cpufreq_hw;mediatek_drm;mediatek_drm_gateic;microarray_fp_tee;mmprofile;mmqos_common;monitor_hang;mrdump;mt6369_accdet;mt6375;mt6375_battery;mt6375_charger;mt6878_mt6369;mtk_aie;mtk_btcvsd;mtk_c2ps;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_ccuv;mtk_charger_framework;mtk_chg_type_det;mtk_cmdq_drv_ext;mtk_core_ctl;mtk_dpc;mtk_dvfsrc_start;mtk_fpsgo;mtk_gpu_qos;mtk_gpufreq_wrapper;mtk_hcp;mtk_heap_debug;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_ioctl_powerhal;mtk_ioctl_touch_boost;mtk_iommu;mtk_jpeg;mtk_lpm;mtk_lpm_plat_v1;mtk_mbraink;mtk_mdpm;mtk_mmc;mtk_mmc_dbg;mtk_mmdvfs_v3;mtk_mminfra_debug;mtk_mml;mtk_pbm;mtk_peak_power_budget;mtk_perf_common;mtk_perf_ioctl;mtk_perf_ioctl_magt;mtk_printk_ctrl;mtk_pwm;mtk_rpmsg_mbox;mtk_scp_audiocommon;mtk_sec_heap;mtk_smi;mtk_smi_dbg;mtk_soc_offload_common;mtk_ssc;mtk_swpm;mtk_sync;mtk_tinysys_ipi;mtk_u_ether;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vow;mtk_wdt;mtu3;mux_switch;nfc;pda_drv_mt6878;phy_mtk_xsphy;pidmap;pinctrl_mtk_common_v2_debug;powerhal_cpu_ctrl;ppp_generic;pppox;pptp;r8152;rfcomm;rfkill;rpmb_mtk;rtc_mt6685;rtl8150;sapu;scheduler;scp;sec;sensorhub;slcan;snd_soc_audiodsp_common;snd_soc_mt6369;snd_soc_mtk_common;snd_soc_mtk_scp_ultra;snd_soc_tfa98xx;spi_tiny_co5300_lcd;sspm_v3;st21nfc;sub_vcm;system_heap;task_turbo;tcpc_class;tcpc_mt6375;teeperf;thermal_interface;tipc;tkcore;tkcore_drv;tmem_ffa;touch_boost;uarthub_drv;ufs_mediatek_dbg;ufs_mediatek_mod;uload_ind;usb_logger;usb_offload;usbnet;usbserial;vcan;vcp;widevine_driver;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;wwan;xhci_mtk_hcd_v2;yft_tpd_gesture;zram;zsmalloc,231,232,0,1,1,0,0,0,1,1,custom_ldo_wl2868;microarray_fp_tee;spi_tiny_co5300_lcd;tkcore;tkcore_drv;yft_tpd_gesture,PUBLISHED_KMI_NAME,UNPROVEN
anon_inode_getfd,0x70e6fa2e,KERNEL_OR_BUILTIN,,0,ged;gzvm;mali_kbase_mt6878_r44;tkcore,4,4,0,1,0,0,1,1,1,1,tkcore,PUBLISHED_KMI_NAME,UNPROVEN
arm64_use_ng_mappings,0xaf56600a,KERNEL_OR_BUILTIN,,0,8250_mtk;adsp;aee_aed;apu_top;apusys;atf_logger;bt_drv_6878;ccci_dpmaif;ccci_md_all;ccci_util_lib;clk_chk_mt6878;clk_common;cmdq_sec_drv;cmdq_test;conninfra;connscp;cpudvfs;cpufreq_sugov_ext;cpuqos_v3;emi;emi_fake_eng;fmradio_drv_connac2x;ged;gps_drv_dl_v051;gpueb;gz_virtio_mod;i2c_mt65xx;last_bus;log_store;mali_kbase_mt6878_r44;mcupm;mediatek_cpufreq_hw;mediatek_drm;met;mmqos_common;mrdump;mtk_aie;mtk_btcvsd;mtk_cam_isp7sp;mtk_cg_peak_power_throttling;mtk_cm_mgr_mt6878;mtk_cmdq_drv_ext;mtk_dpc;mtk_gpufreq_wrapper;mtk_imgsys_cmdq;mtk_lpm_dbg_common_v2;mtk_mmc;mtk_mmdvfs_debug;mtk_mminfra_debug;mtk_mminfra_imax;mtk_perf_common;mtk_scpsys;mtk_smi;mtk_uart_apdma;mtk_vmm_notifier;scheduler;scp;sspm_v3;system_heap;thermal_interface;tkcore;uarthub_drv;usb_offload;vcp;wlan_drv_gen4m_6878,65,65,0,1,1,0,1,1,1,1,tkcore,PUBLISHED_KMI_NAME,UNPROVEN
autoremove_wake_function,0xad73041f,KERNEL_OR_BUILTIN,,0,ccci_md_all;mddp;tkcore_drv,3,3,0,1,0,0,1,1,1,1,tkcore_drv,PUBLISHED_KMI_NAME,UNPROVEN
bitmap_alloc,0x020dbf27,KERNEL_OR_BUILTIN,,0,yft_gpio_keys,1,1,0,1,0,0,0,0,1,1,yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
bitmap_free,0xca21ebd3,KERNEL_OR_BUILTIN,,0,apusys;mac80211;yft_gpio_keys,3,3,0,1,0,0,1,1,1,1,yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
bitmap_parselist,0x1b015d25,KERNEL_OR_BUILTIN,,0,yft_gpio_keys,1,1,0,0,0,0,0,0,0,0,yft_gpio_keys,EXPORTED_BUT_UNLISTED,UNPROVEN
bitmap_zalloc,0x2688ec10,KERNEL_OR_BUILTIN,,0,apusys;mac80211;yft_gpio_keys,3,3,0,1,0,0,1,1,1,1,yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
cancel_delayed_work_sync,0xf8beca97,KERNEL_OR_BUILTIN,,0,apu_top;apusys;aw883xx_driver;bluetooth;bt_drv_6878;can_dev;cdc_acm;cfg80211;focaltech_touch_spi_ft3680;mac80211;mali_kbase_mt6878_r44;met;mmqos_common;mt6375_charger;mtk_pbm;r8152;rfkill;snd_soc_tfa98xx;tcpc_class;tcpc_mt6375;thermal_trace;tipc;tmem_ffa;trace_mmstat;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2;yft_gpio_keys,27,28,0,1,0,0,1,1,1,1,yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
cdev_add,0xf27a67e1,KERNEL_OR_BUILTIN,,0,apusys;bt_drv_6878;camera_dpe_isp7sp;camera_eeprom_v4l2;ccci_md_all;ccci_util_lib;connadp;connfem;conninfra;connscp;flashlight;fmradio_drv_connac2x;gps_drv_dl_v051;gps_pwr;gps_scp;gz_ipc_mod;mdp_drv_mt6878;microarray_fp_tee;mt6375_battery;mtk_ccd_remoteproc;mtk_ccuv;mtk_hcp;mtk_mbraink;mtk_vcu;pda_drv_mt6878;rpmb_mtk;sec;teeperf;widevine_driver;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2,31,31,0,1,0,0,1,1,1,1,microarray_fp_tee,PUBLISHED_KMI_NAME,UNPROVEN
cdev_alloc,0x00198a28,KERNEL_OR_BUILTIN,,0,apusys;camera_dpe_isp7sp;flashlight;mdp_drv_mt6878;microarray_fp_tee;mt6375_battery;mtk_vcu;pda_drv_mt6878;widevine_driver,9,9,0,1,0,0,1,1,1,1,microarray_fp_tee,PUBLISHED_KMI_NAME,UNPROVEN
cdev_del,0x61ee3bf2,KERNEL_OR_BUILTIN,,0,apusys;bt_drv_6878;camera_dpe_isp7sp;ccci_util_lib;connadp;connfem;conninfra;connscp;flashlight;fmradio_drv_connac2x;gps_drv_dl_v051;gps_pwr;gps_scp;gz_ipc_mod;mdp_drv_mt6878;microarray_fp_tee;mtk_ccd_remoteproc;mtk_ccuv;mtk_hcp;mtk_mbraink;mtk_vcu;pda_drv_mt6878;rpmb_mtk;sec;teeperf;widevine_driver;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2,28,28,0,1,0,0,1,1,1,1,microarray_fp_tee,PUBLISHED_KMI_NAME,UNPROVEN
class_create_file_ns,0x7f96615d,KERNEL_OR_BUILTIN,,0,aw883xx_driver;camera_eeprom_v4l2;extcon_mtk_usb;flashlight;panel_ky_vtdr6115_dphy_cmd;sc8571_charger;sh366003_fg;tcpc_class;yft_devinfo,9,9,0,0,0,0,0,0,0,0,panel_ky_vtdr6115_dphy_cmd;sc8571_charger;sh366003_fg;yft_devinfo,EXPORTED_BUT_UNLISTED,UNPROVEN
class_destroy,0xd5fc0938,KERNEL_OR_BUILTIN,,0,adapter_class;apusys;bluetooth;bt_drv_6878;c2k_usb;camera_dpe_isp7sp;camera_eeprom_v4l2;charger_class;connadp;connfem;conninfra;connscp;extdev_io_class;flashlight;fmradio_drv_connac2x;gps_drv_dl_v051;gps_pwr;gps_scp;gz_ipc_mod;hf_manager;mdp_drv_mt6878;mt6369_accdet;mtk_ccd_remoteproc;mtk_cg_peak_power_throttling;mtk_charger_algorithm_class;mtk_hcp;mtk_vcu;panel_ky_vtdr6115_dphy_cmd;pda_drv_mt6878;ppp_generic;rpmb_mtk;sec;tcpc_class;teeperf;usb_meta;widevine_driver;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;wwan,39,40,0,1,0,0,1,1,1,1,panel_ky_vtdr6115_dphy_cmd,PUBLISHED_KMI_NAME,UNPROVEN
class_find_device,0x6af5a23e,KERNEL_OR_BUILTIN,,0,adapter_class;charger_class;ieee802154;mtk_charger_algorithm_class;nfc;rpmb;tcpc_class;tkcore;wwan,9,9,0,1,0,0,1,1,1,1,tkcore,PUBLISHED_KMI_NAME,UNPROVEN
class_remove_file_ns,0xe11eda7f,KERNEL_OR_BUILTIN,,0,aw883xx_driver;flashlight;yft_devinfo,3,3,0,0,0,0,0,0,0,0,yft_devinfo,EXPORTED_BUT_UNLISTED,UNPROVEN
clk_disable,0xb6e6d99d,KERNEL_OR_BUILTIN,,0,8250_mtk;camera_dpe_isp7sp;ccci_ccif;ccci_dpmaif;ccci_fsm_scp;clk_common;clk_disable_unused;cmdq_sec_drv;cmdq_test;device_apc_common;hci_uart;i2c_mt65xx;imgsensor;mali_kbase_mt6878_r44;mdp_drv_mt6878;mediatek_drm;mtk_cam_isp7sp;mtk_ccuv;mtk_cmdq_drv_ext;mtk_iommu;mtk_mmc;mtk_mmdvfs;mtk_mminfra_debug;mtk_mml;mtk_pmic_wrap;mtk_pwm;mtk_scpsys;mtk_smi;mtk_uart_apdma;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vmm_isp71_regulator;pda_drv_mt6878;phy_mtk_xsphy;pwm_mtk_disp;scp;snd_soc_mt6878_afe;spi_mt65xx;spmi_mtk_pmif;tkcore;uarthub_drv;ufs_mediatek_mod;vcp,43,43,0,1,0,0,1,1,1,1,tkcore,PUBLISHED_KMI_NAME,UNPROVEN
clk_enable,0x815588a6,KERNEL_OR_BUILTIN,,0,8250_mtk;camera_dpe_isp7sp;ccci_ccif;ccci_dpmaif;ccci_fsm_scp;clk_bringup;clk_common;clk_disable_unused;cmdq_sec_drv;cmdq_test;device_apc_common;hci_uart;i2c_mt65xx;imgsensor;mali_kbase_mt6878_r44;mdp_drv_mt6878;mediatek_drm;mtk_cam_isp7sp;mtk_ccuv;mtk_cmdq_drv_ext;mtk_iommu;mtk_mmc;mtk_mmdvfs;mtk_mminfra_debug;mtk_mml;mtk_pmic_wrap;mtk_pwm;mtk_scpsys;mtk_smi;mtk_uart_apdma;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vmm_isp71_regulator;pda_drv_mt6878;phy_mtk_xsphy;pwm_mtk_disp;scp;snd_soc_mt6878_afe;spi_mt65xx;spmi_mtk_pmif;tkcore;uarthub_drv;ufs_mediatek_mod;vcp,44,44,0,1,0,0,1,1,1,1,tkcore,PUBLISHED_KMI_NAME,UNPROVEN
clk_prepare,0x7c9a7371,KERNEL_OR_BUILTIN,,0,8250_mtk;camera_dpe_isp7sp;ccci_ccif;ccci_dpmaif;ccci_fsm_scp;clk_bringup;clk_common;clk_disable_unused;cmdq_sec_drv;cmdq_test;device_apc_common;hci_uart;i2c_mt65xx;imgsensor;mali_kbase_mt6878_r44;mdp_drv_mt6878;mediatek_drm;mtk_cam_isp7sp;mtk_ccuv;mtk_cmdq_drv_ext;mtk_iommu;mtk_mmc;mtk_mmdvfs;mtk_mminfra_debug;mtk_mml;mtk_pmic_wrap;mtk_pwm;mtk_scpsys;mtk_smi;mtk_uart_apdma;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vmm_isp71_regulator;pda_drv_mt6878;phy_mtk_xsphy;pwm_mtk_disp;scp;snd_soc_mt6878_afe;spi_mt65xx;spmi_mtk_pmif;tkcore;uarthub_drv;ufs_mediatek_mod;vcp,44,44,0,1,0,0,1,1,1,1,tkcore,PUBLISHED_KMI_NAME,UNPROVEN
clk_unprepare,0xb077e70a,KERNEL_OR_BUILTIN,,0,8250_mtk;camera_dpe_isp7sp;ccci_ccif;ccci_dpmaif;ccci_fsm_scp;clk_bringup;clk_common;clk_disable_unused;cmdq_sec_drv;cmdq_test;device_apc_common;hci_uart;i2c_mt65xx;imgsensor;mali_kbase_mt6878_r44;mdp_drv_mt6878;mediatek_drm;mtk_cam_isp7sp;mtk_ccuv;mtk_cmdq_drv_ext;mtk_iommu;mtk_mmc;mtk_mmdvfs;mtk_mminfra_debug;mtk_mml;mtk_pmic_wrap;mtk_pwm;mtk_scpsys;mtk_smi;mtk_uart_apdma;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vmm_isp71_regulator;pda_drv_mt6878;phy_mtk_xsphy;pwm_mtk_disp;scp;snd_soc_mt6878_afe;spi_mt65xx;spmi_mtk_pmif;tkcore;uarthub_drv;ufs_mediatek_mod;vcp,44,44,0,1,0,0,1,1,1,1,tkcore,PUBLISHED_KMI_NAME,UNPROVEN
complete,0xa6257a2f,KERNEL_OR_BUILTIN,,0,adsp;aee_aed;apu_top;apusys;bluetooth;bt_drv_6878;camera_dpe_isp7sp;cmdq_test;conninfra;connscp;fmradio_drv_connac2x;gps_drv_dl_v051;gz_ipc_mod;gz_trusty_mod;gz_tz_system;gz_virtio_mod;hci_uart;i2c_mt65xx;mali_kbase_mt6878_r44;mddp;met;mt6375_charger;mtk_cam_isp7sp;mtk_cmdq_drv_ext;mtk_imgsys_v4l2;mtk_mml;mtk_tinysys_ipi;rtc_mt6685;sapu;scp;sensorhub;spi_mt65xx;tkcore;tkcore_drv;ufs_mediatek_mod;vcp;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;xhci_mtk_hcd_v2,39,40,0,1,0,0,1,1,1,1,tkcore;tkcore_drv,PUBLISHED_KMI_NAME,UNPROVEN
cpu_hwcaps,0x79e4c52b,KERNEL_OR_BUILTIN,,0,8021q;adsp;aee_aed;aee_rs;apu_top;apusys;atf_logger;audio_ipi;aw883xx_driver;blocktag;bluetooth;bootprof;bt_drv_6878;c2ps_perf_ioctl;camera_dpe_isp7sp;camera_eeprom_v4l2;can_dev;can_raw;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccmni;clk_common;cmdq_test;connfem;conninfra;connscp;cpudvfs;cpuqos_v3;custom_ldo_wl2868;device_apc_common;dw9781c;fhctl;flashlight;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ftdi_sio;ged;gps_drv_dl_v051;gps_pwr;gps_scp;gpueb;gz_log_mod;gz_main_mod;gzvm;hbt;hf_manager;hidp;ieee802154_socket;imgsensor;l2tp_ppp;log_store;main2_vcm;main3_vcm;main4_vcm;main_vcm;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mcupm;md_cooling_all;mddp;mdp_drv_mt6878;mediatek_drm;microarray_fp_tee;mmprofile;monitor_hang;mrdump;mt6375_battery;mt6878_mt6369;mtk_btcvsd;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_ccuv;mtk_charger_framework;mtk_core_ctl;mtk_dpc;mtk_gpu_qos;mtk_gpufreq_wrapper;mtk_hcp;mtk_heap_debug;mtk_imgsys_v4l2;mtk_ioctl_powerhal;mtk_ioctl_touch_boost;mtk_lpm;mtk_mbraink;mtk_mdpm;mtk_mmc_dbg;mtk_mml;mtk_pbm;mtk_peak_power_budget;mtk_perf_ioctl;mtk_perf_ioctl_magt;mtk_printk_ctrl;mtk_scp_audiocommon;mtk_soc_offload_common;mtk_swpm;mtk_vcodec_dec_v1;mtk_vcu;mtk_vow;mtu3;mux_switch;nfc;pda_drv_mt6878;phy_mtk_xsphy;pidmap;pinctrl_mtk_common_v2_debug;powerhal_cpu_ctrl;ppp_generic;pppox;pptp;rfcomm;rfkill;rpmb_mtk;rtc_mt6685;sapu;scheduler;scp;sec;slcan;snd_soc_audiodsp_common;snd_soc_mt6369;snd_soc_mtk_common;snd_soc_mtk_scp_ultra;snd_soc_tfa98xx;spi_tiny_co5300_lcd;sspm_v3;st21nfc;sub_vcm;teeperf;thermal_interface;tipc;tkcore;touch_boost;uarthub_drv;ufs_mediatek_dbg;ufs_mediatek_mod;usb_logger;usb_offload;vcp;widevine_driver;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2;wwan;xhci_mtk_hcd_v2;yft_tpd_gesture,145,146,0,1,1,0,1,1,1,1,custom_ldo_wl2868;microarray_fp_tee;spi_tiny_co5300_lcd;tkcore;yft_tpd_gesture,PUBLISHED_KMI_NAME,UNPROVEN
cpu_topology,0x0de6d465,KERNEL_OR_BUILTIN,,0,cpufreq_sugov_ext;lpm_gov_MHSP;mtk_c2ps;mtk_cg_peak_power_throttling;mtk_core_ctl;mtk_lpm_dbg_common_v2;mtk_perf_ioctl_magt;scheduler;task_turbo;tkcore,10,10,0,1,0,0,1,1,1,1,tkcore,PUBLISHED_KMI_NAME,UNPROVEN
cpus_read_lock,0xa04f945a,KERNEL_OR_BUILTIN,,0,met;tkcore_drv,2,2,0,1,0,0,1,1,1,1,tkcore_drv,PUBLISHED_KMI_NAME,UNPROVEN
cpus_read_unlock,0x18fb2caf,KERNEL_OR_BUILTIN,,0,met;tkcore_drv,2,2,0,1,0,0,1,1,1,1,tkcore_drv,PUBLISHED_KMI_NAME,UNPROVEN
delayed_work_timer_fn,0x253af43d,KERNEL_OR_BUILTIN,,0,adsp;apu_top;apusys;aw883xx_driver;bluetooth;bt_drv_6878;c2k_usb;can_dev;ccci_md_all;ccmni;cdc_acm;cfg80211;cpuqos_v3;extcon_mtk_usb;focaltech_touch_spi_ft3680;hci_uart;load_track;mac80211;mali_kbase_mt6878_r44;mdp_drv_mt6878;met;mmqos_common;mrdump;mt6363_regulator;mt6369_regulator;mt6375_charger;mtk_cm_mgr;mtk_cm_mgr_mt6878;mtk_core_ctl;mtk_gpu_qos;mtk_jpeg;mtk_mmc;mtk_pbm;mtk_perf_common;pd_dbg_info;pmic_lbat_service;r8152;rfkill;sensorhub;sh366003_fg;snd_soc_tfa98xx;spi_tiny_co5300_lcd;tcpc_class;tcpc_mt6375;thermal_trace;tipc;tmem_ffa;trace_mmstat;ufs_mediatek_mod;usb_meta;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2;yft_gpio_keys,53,54,0,1,0,0,1,1,1,1,sh366003_fg;spi_tiny_co5300_lcd;yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
destroy_workqueue,0x8c03d20c,KERNEL_OR_BUILTIN,,0,apusys;aw883xx_driver;bluetooth;bt_drv_6878;c2k_usb;camera_dpe_isp7sp;cfg80211;cpuqos_v3;drm_display_helper;dw9781c;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ged;gzvm;hci_uart;l2tp_core;load_track;mac80211;mac802154;mali_kbase_mt6878_r44;mdp_drv_mt6878;mediatek_drm;microarray_fp_tee;mt6369_accdet;mt6375_charger;mtk_aie;mtk_cmdq_drv_ext;mtk_fpsgo;mtk_hcp;mtk_imgsys_v4l2;mtk_lpm_dbg_common_v2;mtk_mbraink;mtk_mml;mtk_swpm;mtk_u_ether;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtu3;scp;sensorhub;snd_soc_tfa98xx;st21nfc;tipc;vcp,44,45,0,1,0,0,1,1,1,1,microarray_fp_tee,PUBLISHED_KMI_NAME,UNPROVEN
device_create,0x6bc6324b,KERNEL_OR_BUILTIN,,0,apusys;bt_drv_6878;c2k_usb;camera_dpe_isp7sp;camera_eeprom_v4l2;ccci_md_all;ccci_util_lib;connadp;connfem;conninfra;connscp;flashlight;fmradio_drv_connac2x;gps_drv_dl_v051;gps_pwr;gps_scp;gz_ipc_mod;gz_main_mod;hf_manager;mdp_drv_mt6878;mediatek_drm;microarray_fp_tee;mt6375_battery;mtk_ccd_remoteproc;mtk_ccuv;mtk_cg_peak_power_throttling;mtk_hcp;mtk_vcu;pda_drv_mt6878;ppp_generic;rpmb_mtk;sec;teeperf;usb_boost;usb_meta;widevine_driver;wlan_drv_gen4m_6878;wmt_chrdev_wifi_connac2,38,38,0,1,0,0,1,1,1,1,microarray_fp_tee,PUBLISHED_KMI_NAME,UNPROVEN
device_create_file,0xe25f59ab,KERNEL_OR_BUILTIN,,0,aw36515;aw36518;aw36518_v2;c2k_usb;cdc_acm;extcon_mtk_usb;flashlight;gpueb;gz_main_mod;gz_trusty_mod;imgsensor;leds_ln2403;leds_mtk;mcupm;mediatek_drm;met;mt6375_battery;mt6375_charger;mtk_bp_thl;mtk_cam_isp7sp;mtk_charger_framework;mtk_low_battery_throttling;mtk_mbraink;mtk_pep50;mtk_pwm;mtk_scp_audiocommon;mtk_vow;pmic_lbat_service;rfcomm;sc851x_charger;sc8571_charger;spi_mt65xx;sspm_v3;tinysys_scmi;tkcore;usb_boost;usb_meta;yft_devinfo;yft_tiny2c_usb,39,39,0,1,0,0,1,1,1,1,leds_ln2403;sc851x_charger;sc8571_charger;tkcore;yft_devinfo;yft_tiny2c_usb,PUBLISHED_KMI_NAME,UNPROVEN
device_get_child_node_count,0xd337280d,KERNEL_OR_BUILTIN,,0,leds_mtk_disp;yft_gpio_keys,2,2,0,1,0,0,1,1,1,1,yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
device_get_next_child_node,0xe570c27d,KERNEL_OR_BUILTIN,,0,leds_mtk_disp;yft_gpio_keys,2,2,0,1,0,0,1,1,1,1,yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
device_match_name,0x4291b3e0,KERNEL_OR_BUILTIN,,0,ieee802154;tkcore,2,2,0,1,0,0,0,0,1,1,tkcore,PUBLISHED_KMI_NAME,UNPROVEN
device_property_present,0xd4b590ed,KERNEL_OR_BUILTIN,,0,hci_uart;mt6375_charger;phy_mtk_xsphy;rt6160_regulator;st21nfc;tcpc_mt6375;yft_gpio_keys,7,7,0,1,0,0,1,1,1,1,yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
device_property_read_string,0x4f49d69f,KERNEL_OR_BUILTIN,,0,hci_uart;mtu3;phy_mtk_xsphy;tcpc_mt6375;yft_gpio_keys,5,5,0,1,0,0,1,1,1,1,yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
device_remove_file,0x17678b2a,KERNEL_OR_BUILTIN,,0,c2k_usb;cdc_acm;flashlight;gz_main_mod;gz_trusty_mod;imgsensor;leds_ln2403;leds_mtk;mediatek_drm;met;mt6375_charger;mtk_cam_isp7sp;mtk_mbraink;mtk_pwm;tkcore;usb_boost;yft_devinfo;yft_tiny2c_usb,18,18,0,1,0,0,1,1,1,1,leds_ln2403;tkcore;yft_devinfo;yft_tiny2c_usb,PUBLISHED_KMI_NAME,UNPROVEN
device_set_wakeup_capable,0x490c3055,KERNEL_OR_BUILTIN,,0,conninfra;hci_uart;mt6375_adc;mt6375_auxadc;mtk_pep50;mtk_spmi_pmic;mtu3;rtc_mt6685;tcpc_class;tcpc_mt6375;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2;yft_gpio_keys,13,13,0,1,0,0,1,1,1,1,yft_gpio_keys,PUBLISHED_KMI_NAME,UNPROVEN
