symbol,crc,provider_kind,provider_modules,provider_module_count,consumer_modules,consumer_module_count,import_record_count,in_kernel_base,in_kernel_mtk,in_kernel_nothing,in_device_base,in_device_mtk,in_device_mtk_union,in_kernel_nothing_union,in_any_published_nothing_list,required_stock_crc,exact_gki_crc,exact_gki_crc_status
device_show_bool,0xe3983df5,KERNEL_OR_BUILTIN,,0,apusys,1,1,0,1,0,0,1,1,1,1,0xe3983df5,0xe3983df5,MATCH
device_store_bool,0xde719222,KERNEL_OR_BUILTIN,,0,apusys,1,1,0,1,0,0,1,1,1,1,0xde719222,0xde719222,MATCH
device_unregister,0xd6b17cf1,KERNEL_OR_BUILTIN,,0,adapter_class;bluetooth;charger_class;extdev_io_class;ffa_v10;mtk_charger_algorithm_class;mtk_mbraink;tcpc_class;wwan,9,10,0,1,0,0,1,1,1,1,0xd6b17cf1,0xd6b17cf1,MATCH
device_wakeup_disable,0x1c7ea990,KERNEL_OR_BUILTIN,,0,conninfra;hci_uart;mtu3;tcpc_mt6375;xhci_mtk_hcd_v2;yft_gpio_keys,6,6,0,1,0,0,0,0,1,1,0x1c7ea990,0x1c7ea990,MATCH
device_wakeup_enable,0x088b197f,KERNEL_OR_BUILTIN,,0,conninfra;hci_uart;mt6375_adc;mt6375_auxadc;mtk_pep50;mtk_spmi_pmic;mtu3;rtc_mt6685;tcpc_class;tcpc_mt6375;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2;yft_gpio_keys,13,13,0,1,0,0,0,0,1,1,0x088b197f,0x088b197f,MATCH
devm_add_action,0xe6fe2896,KERNEL_OR_BUILTIN,,0,extdev_io_class;industrialio_triggered_buffer;mt6375_auxadc;xhci_mtk_hcd_v2;yft_gpio_keys,5,5,0,1,0,0,1,1,1,1,0xe6fe2896,0xe6fe2896,MATCH
devm_backlight_device_register,0x55da2bd9,KERNEL_OR_BUILTIN,,0,drm_display_helper,1,1,0,1,0,0,0,0,1,1,0x55da2bd9,0x55da2bd9,MATCH
devm_blk_crypto_profile_init,0x9318bcc8,KERNEL_OR_BUILTIN,,0,cqhci,1,1,0,1,0,0,0,0,1,1,0x9318bcc8,0x9318bcc8,MATCH
devm_clk_bulk_get,0xeef0516b,KERNEL_OR_BUILTIN,,0,mtk_aie;mtk_imgsys_v4l2;mtk_ipesys_me;mtk_jpeg;phy_mtk_ufs,5,5,0,1,0,0,1,1,1,1,0xeef0516b,0xeef0516b,MATCH
devm_clk_bulk_get_optional,0xcf5dcde7,KERNEL_OR_BUILTIN,,0,mtk_mmc;mtu3;xhci_mtk_hcd_v2,3,3,0,1,0,0,1,1,1,1,0xcf5dcde7,0xcf5dcde7,MATCH
devm_clk_get,0xa25d3c67,KERNEL_OR_BUILTIN,,0,8250_mtk;camera_dpe_isp7sp;ccci_ccif;ccci_dpmaif;ccci_fsm_scp;ccci_md_all;clk_common;cmdq_sec_drv;cmdq_test;device_apc_common;hci_uart;i2c_mt65xx;imgsensor;mdp_drv_mt6878;mediatek_drm;mmqos_common;mtk_cam_isp7sp;mtk_ccuv;mtk_cmdq_drv_ext;mtk_imgsys_cmdq;mtk_iommu;mtk_jpeg;mtk_mmc;mtk_mmdvfs;mtk_mmdvfs_v3;mtk_mminfra_debug;mtk_mml;mtk_pmic_wrap;mtk_pwm;mtk_scpsys;mtk_smi;mtk_uart_apdma;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vmm_isp71_regulator;mtk_vmm_notifier;pda_drv_mt6878;phy_mtk_xsphy;pwm_mtk_disp;scp;snd_soc_mt6878_afe;soc_temp_lvts;spi_mt65xx;spmi_mtk_pmif;uarthub_drv;ufs_mediatek_mod;vcp,47,47,0,1,0,0,1,1,1,1,0xa25d3c67,0xa25d3c67,MATCH
devm_clk_get_optional,0x8d6f4569,KERNEL_OR_BUILTIN,,0,hci_uart;mtk_mmc,2,2,0,1,0,0,1,1,1,1,0x8d6f4569,0x8d6f4569,MATCH
devm_clk_put,0x2f220db3,KERNEL_OR_BUILTIN,,0,hci_uart,1,1,0,1,0,0,1,1,1,1,0x2f220db3,0x2f220db3,MATCH
devm_clk_register,0x5878b0aa,KERNEL_OR_BUILTIN,,0,mediatek_drm,1,1,0,1,0,0,1,1,1,1,0x5878b0aa,0x5878b0aa,MATCH
devm_devfreq_add_device,0x83ab22d6,KERNEL_OR_BUILTIN,,0,apu_top;mtk_dvfsrc_devfreq,2,2,0,1,0,0,1,1,1,1,0x83ab22d6,0x83ab22d6,MATCH
devm_devfreq_register_notifier,0xde16c4ef,KERNEL_OR_BUILTIN,,0,apu_top,1,1,0,1,0,0,1,1,1,1,0xde16c4ef,0xde16c4ef,MATCH
devm_devfreq_remove_device,0x79fa057d,KERNEL_OR_BUILTIN,,0,apu_top,1,1,0,1,0,0,1,1,1,1,0x79fa057d,0x79fa057d,MATCH
devm_devfreq_unregister_notifier,0x4e144aab,KERNEL_OR_BUILTIN,,0,apu_top,1,1,0,1,0,0,1,1,1,1,0x4e144aab,0x4e144aab,MATCH
devm_extcon_dev_allocate,0x791836df,KERNEL_OR_BUILTIN,,0,extcon_mtk_usb;mediatek_drm,2,2,0,1,0,0,1,1,1,1,0x791836df,0x791836df,MATCH
devm_extcon_dev_register,0xd0e76d8f,KERNEL_OR_BUILTIN,,0,extcon_mtk_usb;mediatek_drm,2,2,0,1,0,0,1,1,1,1,0xd0e76d8f,0xd0e76d8f,MATCH
devm_extcon_register_notifier,0x1f9c8229,KERNEL_OR_BUILTIN,,0,mtu3,1,1,0,1,0,0,1,1,1,1,0x1f9c8229,0x1f9c8229,MATCH
devm_free_irq,0xaa6e7490,KERNEL_OR_BUILTIN,,0,aw883xx_driver;hci_uart;mtk_ccuv;mtk_iommu;st21nfc,5,5,0,1,0,0,1,1,1,1,0xaa6e7490,0xaa6e7490,MATCH
devm_fwnode_gpiod_get_index,0x92ce209d,KERNEL_OR_BUILTIN,,0,yft_gpio_keys,1,1,0,0,0,0,0,0,0,0,0x92ce209d,0x92ce209d,MATCH
devm_gpio_request_one,0xc4a21586,KERNEL_OR_BUILTIN,,0,aw36515;aw36518;aw36518_v2;aw883xx_driver;yft_gpio_keys,5,5,0,1,0,0,1,1,1,1,0xc4a21586,0xc4a21586,MATCH
devm_gpiochip_add_data_with_key,0xda8fe327,KERNEL_OR_BUILTIN,,0,rt5133_regulator,1,1,0,1,0,0,1,1,1,1,0xda8fe327,0xda8fe327,MATCH
devm_gpiod_get,0x66e8ab95,KERNEL_OR_BUILTIN,,0,custom_ldo_wl2868;extcon_mtk_usb;mediatek_drm_gateic;panel_ky_vtdr6115_dphy_cmd;rt4831a_drv;st21nfc,6,6,0,1,0,0,1,1,1,1,0x66e8ab95,0x66e8ab95,MATCH
devm_gpiod_get_index,0x37498737,KERNEL_OR_BUILTIN,,0,mediatek_drm_gateic;mediatek_drm_panel_drv;mtk_mmc,3,3,0,1,0,0,1,1,1,1,0x37498737,0x37498737,MATCH
devm_gpiod_get_optional,0xe17397b0,KERNEL_OR_BUILTIN,,0,can_dev;hci_uart;rt5133_regulator;rt6160_regulator,4,4,0,1,0,0,1,1,1,1,0xe17397b0,0xe17397b0,MATCH
devm_gpiod_put,0xa8cb2b21,KERNEL_OR_BUILTIN,,0,custom_ldo_wl2868;mediatek_drm_gateic;mediatek_drm_panel_drv;panel_ky_vtdr6115_dphy_cmd;rt4831a_drv;st21nfc,6,6,0,1,0,0,1,1,1,1,0xa8cb2b21,0xa8cb2b21,MATCH
devm_hwrng_register,0x9b4c1e3d,KERNEL_OR_BUILTIN,,0,sec_rng,1,1,0,1,0,0,1,1,1,1,0x9b4c1e3d,0x9b4c1e3d,MATCH
devm_i2c_new_dummy_device,0x2cc383ae,KERNEL_OR_BUILTIN,,0,mt6375,1,1,0,1,0,0,1,1,1,1,0x2cc383ae,0x2cc383ae,MATCH
devm_iio_channel_get,0xf9e3414e,KERNEL_OR_BUILTIN,,0,connfem;mt6369_accdet;mt6375_auxadc;mt6375_battery;mtk_dynamic_loading_throttling;pmic_temp;snd_soc_mt6369;thermal_generic_adc,8,8,0,1,0,0,1,1,1,1,0xf9e3414e,0xf9e3414e,MATCH
devm_iio_channel_get_all,0xa33a8bc2,KERNEL_OR_BUILTIN,,0,mt6375_charger;tcpc_mt6375,2,2,0,1,0,0,1,1,1,1,0xa33a8bc2,0xa33a8bc2,MATCH
devm_iio_device_alloc,0xfb1c3e17,KERNEL_OR_BUILTIN,,0,mt6375_adc;mt6375_auxadc;mtk_spmi_pmic_adc,3,3,0,1,0,0,1,1,1,1,0xfb1c3e17,0xfb1c3e17,MATCH
devm_input_allocate_device,0x3819137b,KERNEL_OR_BUILTIN,,0,mtk_pmic_keys;yft_gpio_keys,2,2,0,1,0,0,1,1,1,1,0x3819137b,0x3819137b,MATCH
devm_ioremap,0xfb2db23b,KERNEL_OR_BUILTIN,,0,8250_mtk;adsp;cmdq_sec_drv;cqhci;gps_drv_dl_v051;gpueb;mali_prot_alloc_mt6878_r44;mcupm;mtk_ccuv;mtk_dvfsrc_helper;mtk_gpufreq_mt6878;mtk_mbox_mailbox;mtk_smi_dbg;mtk_vmm_spm;phy_mtk_xsphy,15,15,0,1,0,0,1,1,1,1,0xfb2db23b,0xfb2db23b,MATCH
devm_ioremap_resource,0x39f72cab,KERNEL_OR_BUILTIN,,0,apusys;board_temp;clk_mt6878;emi_mpu;i2c_mt65xx;mcupm;mediatek_drm;mtk_aie;mtk_cam_isp7sp;mtk_cm_mgr;mtk_cmdq_drv_ext;mtk_dpc;mtk_dramc;mtk_dvfsrc;mtk_iommu;mtk_jpeg;mtk_mbox;mtk_mbox_mailbox;mtk_mmc;mtk_mminfra_debug;mtk_peak_power_budget;mtk_pmic_wrap;mtk_qos;mtk_scpsys;mtk_smi;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;phy_mtk_xsphy;scp;snd_soc_mt6878_afe;soc_temp_lvts;spmi_mtk_mpu;spmi_mtk_pmif;sspm_v3;thermal_interface;vcp;xhci_mtk_hcd_v2,37,37,0,1,0,0,1,1,1,1,0x39f72cab,0x39f72cab,MATCH
devm_ioremap_wc,0x58e6491a,KERNEL_OR_BUILTIN,,0,apusys,1,1,0,1,0,0,1,1,1,1,0x58e6491a,0x58e6491a,MATCH
devm_iounmap,0x61df24fa,KERNEL_OR_BUILTIN,,0,mali_prot_alloc_mt6878_r44,1,1,0,1,0,0,1,1,1,1,0x61df24fa,0x61df24fa,MATCH
devm_kasprintf,0x2d6c1ace,KERNEL_OR_BUILTIN,,0,arm_dsu_pmu;extdev_io_class;mtk_charger_framework;rt5133_regulator,4,4,0,1,0,0,1,1,1,1,0x2d6c1ace,0x2d6c1ace,MATCH
devm_kfree,0x8177f433,KERNEL_OR_BUILTIN,,0,8250_mtk;apu_top;apusys;aw883xx_driver;bt_drv_6878;emi_mpu;gz_ipc_mod;gz_trusty_mod;mali_prot_alloc_mt6878_r44;mediatek_drm;mmqos_common;mt6369_accdet;mtk_cam_isp7sp;mtk_hcp;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_ipesys_me;mtk_mml;mtk_vcu;nfc;reboot_mode;sapu;sc851x_charger;sc8571_charger;smpu;tcpc_class;thermal_interface;tkcore;tkcore_drv;ufs_mediatek_mod,30,30,0,1,0,0,1,1,1,1,0x8177f433,0x8177f433,MATCH
devm_kmalloc,0xd50f026e,KERNEL_OR_BUILTIN,,0,8250_mtk;adsp;apu_top;apusys;arm_dsu_pmu;asix;aw36515;aw36518;aw36518_v2;aw883xx_driver;backlight_cooling;board_temp;bt_drv_6878;btbcm;btsdio;bus_parity;cache_parity;camera_af_media;camera_eeprom_v4l2;ccci_dpmaif;charger_cooling;cmdq_sec_drv;cmdq_test;cqhci;dbg_error_flag;dbgtop_drm;drm_display_helper;dw9781c;emi;emi_fake_eng;emi_mpu;extcon_mtk_usb;extdev_io_class;gz_ipc_mod;gz_trusty_mod;hci_uart;i2c_mt65xx;imgsensor;iommu_debug;leds_mtk_disp;leds_rgb_aw2013;main2_vcm;main3_vcm;main4_vcm;main_vcm;mali_prot_alloc_mt6878_r44;md_cooling_all;mediatek_cpufreq_hw;mediatek_drm;mmqos_common;mt6315_regulator;mt6338_core;mt6369_accdet;mt6375;mt6375_battery;mt6375_charger;mt6685_audclk;mtk_aie;mtk_battery_oc_throttling;mtk_bp_thl;mtk_btcvsd;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_charger_framework;mtk_chg_type_det;mtk_cm_mgr;mtk_cm_mgr_mt6878;mtk_cmdq_drv_ext;mtk_composite;mtk_dramc;mtk_dvfsrc;mtk_dvfsrc_devfreq;mtk_dvfsrc_helper;mtk_emi;mtk_gpu_power_throttling;mtk_hcp;mtk_imgsys_cmdq;mtk_imgsys_v4l2;mtk_iommu;mtk_ipesys_me;mtk_irtx_pwm;mtk_jpeg;mtk_low_battery_throttling;mtk_mbox_mailbox;mtk_mmc;mtk_mmdvfs;mtk_mml;mtk_panel_ext;mtk_pd_adapter;mtk_pd_charging;mtk_pep;mtk_pep40;mtk_pep50;mtk_pmic_keys;mtk_pmic_oc_debug;mtk_pmic_wrap;mtk_qos;mtk_scpsys;mtk_sec_heap;mtk_smi;mtk_spmi_pmic;mtk_spmi_pmic_adc;mtk_uart_apdma;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vmm_isp71_regulator;mtk_wdt;mtu3;nvmem_mt635x_efuse;nvmem_mtk_devinfo;panel_ky_vtdr6115_dphy_cmd;phy_mtk_ufs;phy_mtk_xsphy;pinctrl_mtk_v2;pmic_lvsys_notify;pmic_temp;pwm_mtk_disp;reboot_mode;regulator_vibrator;reset_ti_syscon;rt4831a_drv;rt5133_regulator;rt6160_regulator;rt_pd_manager;rtc_mt6685;sapu;sc851x_charger;sc8571_charger;sec_rng;sh366003_fg;smpu;snd_soc_audiodsp_common;snd_soc_mt6369;snd_soc_mt6878_afe;snd_soc_mtk_common;snd_soc_mtk_scp_ultra;snd_soc_tfa98xx;soc_temp_lvts;spi_mt65xx;spmi_mtk_mpu;spmi_mtk_pmif;st21nfc;sub_vcm;syscon_reboot_mode;system_heap;tcpc_class;tcpc_mt6375;thermal_generic_adc;thermal_interface;tinysys_scmi;tkcore;tkcore_drv;ufs_mediatek_mod;usb_offload;vcp;vtskin_temp;wifi_cooling;xhci_mtk_hcd_v2;yft_gpio_keys,160,160,0,1,0,0,1,1,1,1,0xd50f026e,0xd50f026e,MATCH
devm_kmemdup,0x9ec5e35d,KERNEL_OR_BUILTIN,,0,extdev_io_class,1,1,0,0,0,0,0,0,0,0,0x9ec5e35d,0x9ec5e35d,MATCH
devm_kstrdup,0x7a08ba5b,KERNEL_OR_BUILTIN,,0,ufs_mediatek_mod,1,1,0,1,0,0,0,0,1,1,0x7a08ba5b,0x7a08ba5b,MATCH
devm_led_classdev_register_ext,0x9c6e5a8d,KERNEL_OR_BUILTIN,,0,leds_mtk;leds_rgb_aw2013;regulator_vibrator,3,3,0,1,0,0,1,1,1,1,0x9c6e5a8d,0x9c6e5a8d,MATCH
devm_led_classdev_unregister,0xcfe9ef77,KERNEL_OR_BUILTIN,,0,leds_mtk;regulator_vibrator,2,2,0,1,0,0,1,1,1,1,0xcfe9ef77,0xcfe9ef77,MATCH
devm_mbox_controller_register,0x2dd8f071,KERNEL_OR_BUILTIN,,0,mtk_mbox_mailbox,1,1,0,1,0,0,1,1,1,1,0x2dd8f071,0x2dd8f071,MATCH
devm_mfd_add_devices,0x4453e522,KERNEL_OR_BUILTIN,,0,mt6338_core;mt6685_core;mtk_spmi_pmic,3,3,0,1,0,0,1,1,1,1,0x4453e522,0x4453e522,MATCH
devm_nvmem_cell_get,0xf28fdfd2,KERNEL_OR_BUILTIN,,0,pmic_temp,1,1,0,1,0,0,1,1,1,1,0xf28fdfd2,0xf28fdfd2,MATCH
devm_nvmem_device_get,0x159083e3,KERNEL_OR_BUILTIN,,0,mt6369_accdet;pmic_temp;snd_soc_mt6369,3,3,0,1,0,0,1,1,1,1,0x159083e3,0x159083e3,MATCH
devm_nvmem_register,0x0a4ecd3d,KERNEL_OR_BUILTIN,,0,nvmem_mt635x_efuse;nvmem_mtk_devinfo,2,2,0,1,0,0,1,1,1,1,0x0a4ecd3d,0x0a4ecd3d,MATCH
devm_of_icc_get,0xd17d3ad9,KERNEL_OR_BUILTIN,,0,mtk_dvfsrc_helper,1,1,0,1,0,0,0,0,1,1,0xd17d3ad9,0xd17d3ad9,MATCH
devm_of_phy_get_by_index,0x6e34ead3,KERNEL_OR_BUILTIN,,0,mtu3;ufs_mediatek_mod,2,2,0,1,0,0,1,1,1,1,0x6e34ead3,0x6e34ead3,MATCH
devm_of_platform_populate,0x117417f3,KERNEL_OR_BUILTIN,,0,mt6375;mtk_dvfsrc;mtk_spmi_pmic;rt6160_regulator,4,4,0,1,0,0,1,1,1,1,0x117417f3,0x117417f3,MATCH
devm_phy_create,0xf8132783,KERNEL_OR_BUILTIN,,0,mediatek_drm;phy_mtk_ufs;phy_mtk_xsphy,3,3,0,1,0,0,1,1,1,1,0xf8132783,0xf8132783,MATCH
devm_phy_get,0x7984325f,KERNEL_OR_BUILTIN,,0,mediatek_drm,1,1,0,1,0,0,1,1,1,1,0x7984325f,0x7984325f,MATCH
devm_pinctrl_get,0x1e78d642,KERNEL_OR_BUILTIN,,0,connfem;conninfra;dw9781c;fingerprint;gps_drv_dl_v051;imgsensor;leds_ln2403;main2_vcm;main3_vcm;main4_vcm;main_vcm;mediatek_drm;mediatek_drm_panel_drv;mt6369_accdet;mtk_mmc;snd_soc_mt6878_afe;spi_tiny_co5300_lcd;sub_vcm,18,18,0,1,0,0,1,1,1,1,0x1e78d642,0x1e78d642,MATCH
devm_pinctrl_put,0x1eb56d31,KERNEL_OR_BUILTIN,,0,connfem;fingerprint;imgsensor,3,3,0,1,0,0,1,1,1,1,0x1eb56d31,0x1eb56d31,MATCH
devm_pinctrl_register_and_init,0x784f5532,KERNEL_OR_BUILTIN,,0,pinctrl_mtk_v2,1,1,0,1,0,0,1,1,1,1,0x784f5532,0x784f5532,MATCH
devm_platform_get_and_ioremap_resource,0xe537bee5,KERNEL_OR_BUILTIN,,0,mtk_mml,1,1,0,1,0,0,1,1,1,1,0xe537bee5,0xe537bee5,MATCH
devm_platform_ioremap_resource,0x326cd4ea,KERNEL_OR_BUILTIN,,0,cpufreq_sugov_ext;dbgtop_drm;mediatek_cpufreq_hw;mtk_mmc;mtk_uart_apdma;mtk_wdt;phy_mtk_ufs;pwm_mtk_disp;spi_mt65xx,9,9,0,1,0,0,1,1,1,1,0x326cd4ea,0x326cd4ea,MATCH
devm_platform_ioremap_resource_byname,0x43daf40e,KERNEL_OR_BUILTIN,,0,mtk_cam_isp7sp;mtu3,2,2,0,1,0,0,1,1,1,1,0x43daf40e,0x43daf40e,MATCH
devm_power_supply_get_by_phandle,0xddd61e77,KERNEL_OR_BUILTIN,,0,extcon_mtk_usb;mt6375_auxadc;mt6375_battery;mtk_charger_framework;mtk_chg_type_det;mtk_low_battery_throttling;mtk_pd_charging;mtk_pep;mtk_pep40;mtk_pep50,10,10,0,1,0,0,1,1,1,1,0xddd61e77,0xddd61e77,MATCH
devm_power_supply_register,0xf58e113b,KERNEL_OR_BUILTIN,,0,mt6375_charger;sc8571_charger;sh366003_fg,3,3,0,1,0,0,1,1,1,1,0xf58e113b,0xf58e113b,MATCH
devm_rc_allocate_device,0x2c14694d,KERNEL_OR_BUILTIN,,0,mtk_irtx_pwm,1,1,0,1,0,0,1,1,1,1,0x2c14694d,0x2c14694d,MATCH
devm_rc_register_device,0xdf90c837,KERNEL_OR_BUILTIN,,0,mtk_irtx_pwm,1,1,0,1,0,0,1,1,1,1,0xdf90c837,0xdf90c837,MATCH
devm_regmap_field_alloc,0x1ef40de7,KERNEL_OR_BUILTIN,,0,mt6375_charger;sc851x_charger;sc8571_charger,3,3,0,1,0,0,1,1,1,1,0x1ef40de7,0x1ef40de7,MATCH
devm_regulator_bulk_get,0x796de6ef,KERNEL_OR_BUILTIN,,0,hci_uart;xhci_mtk_hcd_v2,2,2,0,1,0,0,0,0,1,1,0x796de6ef,0x796de6ef,MATCH
devm_regulator_get,0x12d1b352,KERNEL_OR_BUILTIN,,0,conninfra;dw9781c;main2_vcm;main3_vcm;main4_vcm;main_vcm;mdp_drv_mt6878;mtk_imgsys_cmdq;mtk_irtx_pwm;mtk_mmdvfs;mtk_mmdvfs_debug;mtk_vmm_isp71_regulator;mtk_vmm_spm;mtu3;regulator_vibrator;sub_vcm;ufs_mediatek_mod,17,17,0,1,0,0,1,1,1,1,0x12d1b352,0x12d1b352,MATCH
devm_regulator_get_exclusive,0x881c7bc4,KERNEL_OR_BUILTIN,,0,extcon_mtk_usb;mt6375_auxadc;mtk_spmi_pmic_adc,3,3,0,1,0,0,1,1,1,1,0x881c7bc4,0x881c7bc4,MATCH
devm_regulator_get_optional,0x8bd4129a,KERNEL_OR_BUILTIN,,0,apu_top;ccci_md_all;conninfra;i2c_mt65xx;imgsensor;mdp_drv_mt6878;mediatek_drm;met;mmqos_common;mtk_cam_isp7sp;mtk_dvfsrc_helper;mtk_imgsys_cmdq;mtk_jpeg;mtk_mmc;mtk_mml;mtk_pmic_oc_debug;mtk_scpsys;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;scp;snd_soc_mt6369;ufs_mediatek_mod;usb_boost,23,23,0,1,0,0,1,1,1,1,0x8bd4129a,0x8bd4129a,MATCH
devm_regulator_put,0xe91adbb5,KERNEL_OR_BUILTIN,,0,imgsensor;mtk_mmdvfs_debug,2,2,0,1,0,0,1,1,1,1,0xe91adbb5,0xe91adbb5,MATCH
devm_regulator_register,0x78d8ab06,KERNEL_OR_BUILTIN,,0,mt6315_regulator;mt6363_regulator;mt6369_regulator;mt6375_charger;mtk_dvfsrc_regulator;mtk_vmm_isp71_regulator;rt5133_regulator;rt6160_regulator,8,8,0,1,0,0,1,1,1,1,0x78d8ab06,0x78d8ab06,MATCH
devm_regulator_register_notifier,0x2089c37d,KERNEL_OR_BUILTIN,,0,conninfra;mtk_mmc;mtk_mmdvfs;mtk_pmic_oc_debug;mtk_vmm_spm;regulator_vibrator,6,6,0,1,0,0,1,1,1,1,0x2089c37d,0x2089c37d,MATCH
devm_regulator_unregister_notifier,0x4357bccf,KERNEL_OR_BUILTIN,,0,mtk_mmc;mtk_mmdvfs,2,2,0,1,0,0,1,1,1,1,0x4357bccf,0x4357bccf,MATCH
devm_request_any_context_irq,0xf62dc15f,KERNEL_OR_BUILTIN,,0,yft_gpio_keys,1,1,0,0,0,0,0,0,0,0,0xf62dc15f,0xf62dc15f,MATCH
devm_request_threaded_irq,0x0570ef04,KERNEL_OR_BUILTIN,,0,apusys;arm_dsu_pmu;aw883xx_driver;bus_parity;cache_parity;conninfra;dbg_error_flag;device_apc_common;extcon_mtk_usb;hci_uart;i2c_mt65xx;mediatek_drm;mt6363_regulator;mt6369_accdet;mt6369_regulator;mt6375;mt6375_battery;mt6375_charger;mtk_battery_oc_throttling;mtk_btcvsd;mtk_cam_isp7sp;mtk_ccuv;mtk_cmdq_drv_ext;mtk_dpc;mtk_dvfsrc;mtk_iommu;mtk_jpeg;mtk_mmc;mtk_mminfra_debug;mtk_mml;mtk_pmic_keys;mtk_pmic_oc_debug;mtk_pmic_wrap;mtk_pwm;mtk_spmi_pmic;mtk_vcodec_common;mtk_wdt;mtu3;pmic_lbat_service;pmic_lvsys_notify;rt5133_regulator;rtc_mt6685;sc851x_charger;sc8571_charger;snd_soc_audiodsp_common;snd_soc_mt6878_afe;soc_temp_lvts;spi_mt65xx;spmi_mtk_pmif;st21nfc;tcpc_mt6375;ufs_mediatek_mod,52,52,0,1,0,0,1,1,1,1,0x0570ef04,0x0570ef04,MATCH
devm_reset_controller_register,0x429f44d6,KERNEL_OR_BUILTIN,,0,mtk_wdt;reset_ti_syscon,2,2,0,1,0,0,1,1,1,1,0x429f44d6,0x429f44d6,MATCH
devm_rtc_allocate_device,0x01968f79,KERNEL_OR_BUILTIN,,0,rtc_mt6685,1,1,0,1,0,0,1,1,1,1,0x01968f79,0x01968f79,MATCH
devm_rtc_nvmem_register,0xdff5d1b0,KERNEL_OR_BUILTIN,,0,rtc_mt6685,1,1,0,1,0,0,1,1,1,1,0xdff5d1b0,0xdff5d1b0,MATCH
devm_snd_soc_register_card,0x95ca8c34,KERNEL_OR_BUILTIN,,0,mt6878_mt6369,1,1,0,1,0,0,1,1,1,1,0x95ca8c34,0x95ca8c34,MATCH
devm_snd_soc_register_component,0xc5ff76a4,KERNEL_OR_BUILTIN,,0,mtk_btcvsd;snd_soc_mt6369;snd_soc_mt6878_afe;snd_soc_tfa98xx,4,4,0,1,0,0,1,1,1,1,0xc5ff76a4,0xc5ff76a4,MATCH
devm_spi_register_controller,0xff4c4c85,KERNEL_OR_BUILTIN,,0,spi_mt65xx,1,1,0,1,0,0,1,1,1,1,0xff4c4c85,0xff4c4c85,MATCH
devm_thermal_of_zone_register,0x21c72be8,KERNEL_OR_BUILTIN,,0,board_temp;conninfra;imgsensor;pmic_temp;soc_temp_lvts;thermal_generic_adc;vtskin_temp,7,7,0,1,0,0,0,0,1,1,0x21c72be8,0x21c72be8,MATCH
devm_watchdog_register_device,0x13942ca1,KERNEL_OR_BUILTIN,,0,mtk_wdt,1,1,0,1,0,0,1,1,1,1,0x13942ca1,0x13942ca1,MATCH
devres_add,0xcb9503da,KERNEL_OR_BUILTIN,,0,extdev_io_class;kfifo_buf;reboot_mode,3,3,0,1,0,0,1,1,1,1,0xcb9503da,0xcb9503da,MATCH
devres_free,0xe93e49c3,KERNEL_OR_BUILTIN,,0,extdev_io_class;kfifo_buf;reboot_mode,3,3,0,1,0,0,1,1,1,1,0xe93e49c3,0xe93e49c3,MATCH
devres_release,0xfaf840f5,KERNEL_OR_BUILTIN,,0,reboot_mode,1,1,0,1,0,0,1,1,1,1,0xfaf840f5,0xfaf840f5,MATCH
disable_irq,0x3ce4ca6f,KERNEL_OR_BUILTIN,,0,apusys;camera_dpe_isp7sp;ccci_dpmaif;gps_drv_dl_v051;mdp_drv_mt6878;mediatek_drm;microarray_fp_tee;mt6375;mtk_btcvsd;mtk_cam_isp7sp;mtk_ccuv;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;sc851x_charger;sc8571_charger;spi_tiny_co5300_lcd;tcpc_mt6375;ufs_mediatek_mod;vcp;xhci_mtk_hcd_v2;yft_gpio_keys,22,22,0,1,0,0,1,1,1,1,0x3ce4ca6f,0x3ce4ca6f,MATCH
disable_irq_nosync,0x27bbf221,KERNEL_OR_BUILTIN,,0,apusys;bt_drv_6878;bus_parity;cache_parity;ccci_ccif;ccci_md_all;clk_common;connadp;conninfra;dbg_error_flag;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;gps_drv_dl_v051;gz_irq_mod;hynitron;mt6363_regulator;mt6369_accdet;mt6369_regulator;mt6375_auxadc;mt6375_battery;mtk_battery_oc_throttling;mtk_ccuv;mtk_mmc;rtc_mt6685;scp;st21nfc;vcp;wlan_drv_gen4m_6878;yft_gpio_keys,29,29,0,1,0,0,1,1,1,1,0x27bbf221,0x27bbf221,MATCH
disable_percpu_irq,0xf21e1f9b,KERNEL_OR_BUILTIN,,0,gz_irq_mod;met,2,2,0,1,0,0,1,1,1,1,0xf21e1f9b,0xf21e1f9b,MATCH
