symbol,crc,provider_kind,provider_modules,provider_module_count,consumer_modules,consumer_module_count,import_record_count,in_kernel_base,in_kernel_mtk,in_kernel_nothing,in_device_base,in_device_mtk,in_device_mtk_union,in_kernel_nothing_union,in_any_published_nothing_list,required_stock_crc,exact_gki_crc,exact_gki_crc_status
iounmap,0xedc03953,KERNEL_OR_BUILTIN,,0,8250_mtk;adsp;aee_aed;apu_top;apusys;bt_drv_6878;ccci_md_all;ccci_util_lib;conninfra;connscp;fmradio_drv_connac2x;gps_drv_dl_v051;i2c_mt65xx;last_bus;mali_kbase_mt6878_r44;mdp_drv_mt6878;mediatek_cpufreq_hw;mediatek_drm;met;mtk_aie;mtk_btcvsd;mtk_cg_peak_power_throttling;mtk_imgsys_cmdq;mtk_imgsys_isp7sp;mtk_imgsys_v4l2;mtk_mmc;mtk_mminfra_debug;mtk_smi;mtk_uart_apdma;tkcore;tkcore_drv;uarthub_drv;usb_offload;wlan_drv_gen4m_6878,34,34,0,1,0,0,1,1,1,1,0xedc03953,0xedc03953,MATCH
iov_iter_init,0x07bf1a0c,KERNEL_OR_BUILTIN,,0,ppp_generic,1,1,0,1,0,0,0,0,1,1,0x07bf1a0c,0x07bf1a0c,MATCH
iov_iter_kvec,0xfcf9632e,KERNEL_OR_BUILTIN,,0,bluetooth;tipc,2,3,0,1,0,0,0,0,1,1,0xfcf9632e,0xfcf9632e,MATCH
iov_iter_revert,0x74d40f4e,KERNEL_OR_BUILTIN,,0,bluetooth;can_bcm;can_raw;ieee802154_socket;l2tp_ppp;nfc;rfcomm;tipc,8,9,0,1,1,0,0,0,1,1,0x74d40f4e,0x74d40f4e,MATCH
ip6_dst_hoplimit,0x2574d8a8,KERNEL_OR_BUILTIN,,0,tipc,1,1,0,1,0,0,0,0,1,1,0x2574d8a8,0x2574d8a8,MATCH
ip_local_out,0x81daeed1,KERNEL_OR_BUILTIN,,0,pptp,1,1,0,1,0,0,0,0,1,1,0x81daeed1,0x81daeed1,MATCH
ip_mc_join_group,0xf307233c,KERNEL_OR_BUILTIN,,0,tipc,1,1,0,1,0,0,0,0,1,1,0xf307233c,0xf307233c,MATCH
ip_queue_xmit,0x297b2874,KERNEL_OR_BUILTIN,,0,l2tp_core,1,1,0,1,0,0,0,0,1,1,0x297b2874,0x297b2874,MATCH
ip_route_output_flow,0x63d17c67,KERNEL_OR_BUILTIN,,0,pptp;tipc,2,2,0,1,0,0,0,0,1,1,0x63d17c67,0x63d17c67,MATCH
ip_send_check,0x5089f45f,KERNEL_OR_BUILTIN,,0,pptp,1,1,0,1,0,0,0,0,1,1,0x5089f45f,0x5089f45f,MATCH
ipi_desc_get,0x44654856,KERNEL_OR_BUILTIN,,0,aee_hangdet,1,1,0,1,0,0,0,0,1,1,0x44654856,0x44654856,MATCH
ipv6_dev_find,0xfe50985e,KERNEL_OR_BUILTIN,,0,tipc,1,1,0,1,0,0,0,0,1,1,0xfe50985e,0xfe50985e,MATCH
ipv6_skip_exthdr,0x2fbf103d,KERNEL_OR_BUILTIN,,0,ccmni;mddp,2,2,0,1,0,0,1,1,1,1,0x2fbf103d,0x2fbf103d,MATCH
ipv6_stub,0x69417d20,KERNEL_OR_BUILTIN,,0,tipc,1,1,0,1,0,0,0,0,1,1,0x69417d20,0x69417d20,MATCH
irq_create_mapping_affinity,0x2d52ef9d,KERNEL_OR_BUILTIN,,0,pinctrl_mtk_v2,1,1,0,1,0,0,1,1,1,1,0x2d52ef9d,0x2d52ef9d,MATCH
irq_create_of_mapping,0xe80e5bdd,KERNEL_OR_BUILTIN,,0,gz_irq_mod,1,1,0,1,0,0,1,1,1,1,0xe80e5bdd,0xe80e5bdd,MATCH
irq_dispose_mapping,0x2c7db649,KERNEL_OR_BUILTIN,,0,mt6375;mt6375_auxadc;mt6375_battery,3,3,0,1,0,0,1,1,1,1,0x2c7db649,0x2c7db649,MATCH
irq_domain_remove,0xce5287c1,KERNEL_OR_BUILTIN,,0,mt6375;mt6375_auxadc;mt6375_battery;mtk_spmi_pmic;spmi_mtk_pmif,5,5,0,1,0,0,1,1,1,1,0xce5287c1,0xce5287c1,MATCH
irq_domain_simple_ops,0xfaf21a02,KERNEL_OR_BUILTIN,,0,pinctrl_mtk_v2,1,1,0,1,0,0,1,1,1,1,0xfaf21a02,0xfaf21a02,MATCH
irq_domain_xlate_onetwocell,0xcf6b798d,KERNEL_OR_BUILTIN,,0,mt6375;mt6375_auxadc;mt6375_battery;spmi_mtk_pmif,4,4,0,1,0,0,1,1,1,1,0xcf6b798d,0xcf6b798d,MATCH
irq_domain_xlate_twocell,0x78ba91b9,KERNEL_OR_BUILTIN,,0,mtk_spmi_pmic,1,1,0,1,0,0,1,1,1,1,0x78ba91b9,0x78ba91b9,MATCH
irq_get_irq_data,0x29211c93,KERNEL_OR_BUILTIN,,0,apusys;cache_parity;hci_uart;mali_kbase_mt6878_r44;mt6369_accdet;mtk_lpm;pinctrl_mtk_v2;uarthub_drv;yft_gpio_keys,9,9,0,1,0,0,1,1,1,1,0x29211c93,0x29211c93,MATCH
irq_get_irqchip_state,0x1d222ced,KERNEL_OR_BUILTIN,,0,mtk_uart_apdma;scp;vcp,3,3,0,1,0,0,1,1,1,1,0x1d222ced,0x1d222ced,MATCH
irq_modify_status,0x7522f3ba,KERNEL_OR_BUILTIN,,0,mediatek_drm;mt6369_accdet;mt6375;mt6375_auxadc;mt6375_battery;mtk_mmc;mtk_spmi_pmic;spmi_mtk_pmif,8,8,0,1,0,0,1,1,1,1,0x7522f3ba,0x7522f3ba,MATCH
irq_of_parse_and_map,0xe416cf51,KERNEL_OR_BUILTIN,,0,apusys;bt_drv_6878;bus_parity;cache_parity;camera_dpe_isp7sp;ccci_ccif;ccci_dpmaif;ccci_md_all;connadp;conninfra;dbg_error_flag;device_apc_common;emi_mpu;fingerprint;fmradio_drv_connac2x;mali_kbase_mt6878_r44;mdp_drv_mt6878;mediatek_drm;microarray_fp_tee;mtk_ccuv;mtk_lpm_plat_v1;mtk_pwm;pda_drv_mt6878;pinctrl_mtk_v2;scp;smpu;tkcore_drv;uarthub_drv;vcp;wlan_drv_gen4m_6878;yft_gpio_keys,31,31,0,1,0,0,1,1,1,1,0xe416cf51,0xe416cf51,MATCH
irq_set_affinity,0x135e366e,KERNEL_OR_BUILTIN,,0,arm_dsu_pmu;ufs_mediatek_mod,2,2,0,1,0,0,1,1,1,1,0x135e366e,0x135e366e,MATCH
irq_set_chained_handler_and_data,0x60a51e14,KERNEL_OR_BUILTIN,,0,pinctrl_mtk_v2,1,1,0,1,0,0,1,1,1,1,0x60a51e14,0x60a51e14,MATCH
irq_set_chip,0x734231cf,KERNEL_OR_BUILTIN,,0,mt6375;mt6375_auxadc;mt6375_battery;spmi_mtk_pmif,4,4,0,1,0,0,1,1,1,1,0x734231cf,0x734231cf,MATCH
irq_set_chip_and_handler_name,0xce83d3b0,KERNEL_OR_BUILTIN,,0,mt6375;mtk_spmi_pmic;pinctrl_mtk_v2,3,3,0,1,0,0,1,1,1,1,0xce83d3b0,0xce83d3b0,MATCH
irq_set_chip_data,0x20a789ac,KERNEL_OR_BUILTIN,,0,mt6375;mt6375_auxadc;mt6375_battery;mtk_spmi_pmic;pinctrl_mtk_v2;spmi_mtk_pmif,6,6,0,1,0,0,1,1,1,1,0x20a789ac,0x20a789ac,MATCH
irq_set_irq_type,0x0bc477a2,KERNEL_OR_BUILTIN,,0,ccci_md_all;hynitron;mt6369_accdet;mtk_lpm;st21nfc;yft_gpio_keys,6,6,0,1,0,0,1,1,1,1,0x0bc477a2,0x0bc477a2,MATCH
irq_set_irq_wake,0xce2840e7,KERNEL_OR_BUILTIN,,0,8250_mtk;adsp;bt_drv_6878;ccci_ccif;ccci_dpmaif;ccci_md_all;clk_common;focaltech_touch_spi_ft3680;gpueb;hci_uart;hynitron;microarray_fp_tee;mt6375;mt6375_auxadc;mt6375_battery;mtk_lpm_plat_v1;mtk_mmc;mtk_pmic_keys;mtk_scp_audiocommon;mtk_spmi_pmic;mtk_uart_apdma;rtc_mt6685;sc851x_charger;sc8571_charger;scp;snd_soc_audiodsp_common;snd_soc_mt6878_afe;spmi_mtk_pmif;st21nfc;vcp;wlan_drv_gen4m_6878;yft_gpio_keys,32,32,0,1,0,0,1,1,1,1,0xce2840e7,0xce2840e7,MATCH
irq_set_irqchip_state,0xb88dbfce,KERNEL_OR_BUILTIN,,0,ccci_md_all,1,1,0,1,0,0,0,0,1,1,0xb88dbfce,0xb88dbfce,MATCH
irq_set_parent,0xdc6596fa,KERNEL_OR_BUILTIN,,0,mt6375;mt6375_auxadc;mt6375_battery;spmi_mtk_pmif,4,4,0,1,0,0,1,1,1,1,0xdc6596fa,0xdc6596fa,MATCH
irq_to_desc,0xf14251ad,KERNEL_OR_BUILTIN,,0,aee_hangdet;focaltech_touch_spi_ft3680;irq_dbg;mt6375_battery;mtk_lpm;mtk_lpm_plat_v1;ufs_mediatek_mod,7,7,0,1,0,0,1,1,1,1,0xf14251ad,0xf14251ad,MATCH
irq_work_queue,0x879ace7c,KERNEL_OR_BUILTIN,,0,cpufreq_sugov_ext;scheduler,2,2,0,1,0,0,1,1,1,1,0x879ace7c,0x879ace7c,MATCH
irq_work_queue_on,0x013705c6,KERNEL_OR_BUILTIN,,0,scheduler,1,1,0,1,0,0,0,0,1,1,0x013705c6,0x013705c6,MATCH
irq_work_run,0x541bd60a,KERNEL_OR_BUILTIN,,0,met,1,1,0,1,0,0,1,1,1,1,0x541bd60a,0x541bd60a,MATCH
irq_work_sync,0xf02b8396,KERNEL_OR_BUILTIN,,0,cpufreq_sugov_ext,1,1,0,1,0,0,1,1,1,1,0xf02b8396,0xf02b8396,MATCH
is_dma_buf_file,0xc5ff7b09,KERNEL_OR_BUILTIN,,0,mtk_heap_debug,1,1,0,1,0,0,1,1,1,1,0xc5ff7b09,0xc5ff7b09,MATCH
is_vmalloc_addr,0xc31db0ce,KERNEL_OR_BUILTIN,,0,apusys;ccci_dpmaif;i2c_mt65xx;spi_mt65xx;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2,6,6,0,1,0,0,1,1,1,1,0xc31db0ce,0xc31db0ce,MATCH
iterate_dir,0x2803b5e8,KERNEL_OR_BUILTIN,,0,hbt,1,1,0,1,0,0,1,1,1,1,0x2803b5e8,0x2803b5e8,MATCH
iterate_fd,0x3204fe7a,KERNEL_OR_BUILTIN,,0,mtk_heap_debug,1,1,0,1,0,0,1,1,1,1,0x3204fe7a,0x3204fe7a,MATCH
jiffies,0x15ba50a6,KERNEL_OR_BUILTIN,,0,aee_aed;aee_hangdet;apusys;ax88179_178a;bluetooth;c2k_usb;can;ccci_ccif;ccci_dpmaif;ccmni;cfg80211;cmdq_sec_drv;cmdq_test;conninfra;cpufreq_sugov_ext;drm_display_helper;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;gps_drv_dl_v051;hci_uart;hidp;l2tp_core;mac80211;mac802154;mali_kbase_mt6878_r44;mcupm;mddp;mediatek_drm;mmqos_common;mt6369_accdet;mtk_c2ps;mtk_cam_isp7sp;mtk_cg_peak_power_throttling;mtk_cm_mgr_mt6878;mtk_cmdq_drv_ext;mtk_dpc;mtk_dynamic_loading_throttling;mtk_iommu;mtk_low_battery_throttling;mtk_lpm_dbg_common_v2;mtk_mmc;mtk_pmic_wrap;mtk_scpsys;mtk_swpm_dbg_v6878;mtk_u_ether;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;nfc;pd_dbg_info;pda_drv_mt6878;ppp_generic;r8152;rfcomm;rtc_mt6685;rtl8150;sapu;scheduler;scp;sensorhub;slcan;spmi_mtk_mpu;sspm_v3;tcpc_class;tipc;ufs_mediatek_mod;usbnet;usbserial;vcp;wlan_drv_gen4m_6878;xhci_mtk_hcd_v2;zram,74,75,0,1,0,0,1,1,1,1,0x15ba50a6,0x15ba50a6,MATCH
jiffies_64_to_clock_t,0xb1ddf995,KERNEL_OR_BUILTIN,,0,met,1,1,0,1,0,0,1,1,1,1,0xb1ddf995,0xb1ddf995,MATCH
jiffies_to_msecs,0x37befc70,KERNEL_OR_BUILTIN,,0,bluetooth;ccci_md_all;ccmni;cdc_acm;cfg80211;conninfra;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;hci_uart;l2tp_ppp;mac80211;mali_kbase_mt6878_r44;mmqos_common;mt6369_accdet;mtk_lpm_dbg_common_v2;mtk_scpsys;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtk_vow;rtc_mt6685;sapu;tipc;usbserial;wlan_drv_gen4m_6878,25,26,0,1,0,0,1,1,1,1,0x37befc70,0x37befc70,MATCH
jiffies_to_usecs,0x7f24de73,KERNEL_OR_BUILTIN,,0,mtk_pmic_wrap;mtk_vcodec_dec_v1;tcpc_class;tipc,4,4,0,1,0,0,1,1,1,1,0x7f24de73,0x7f24de73,MATCH
kasan_flag_enabled,0xa6f6226c,KERNEL_OR_BUILTIN,,0,ccci_dpmaif;cfg80211;drm_dma_helper;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;monitor_hang;mtk_mml;mtk_sec_heap;mtk_u_ether;r8152;system_heap;tmem_ffa;ufs_mediatek_mod;zram;zsmalloc,16,16,0,1,1,0,1,1,1,1,0xa6f6226c,0xa6f6226c,MATCH
kasprintf,0xfb384d37,KERNEL_OR_BUILTIN,,0,mediatek_drm;mtk_charger_algorithm_class;mtk_icc_core;system_heap;usb_meta,5,5,0,1,0,0,1,1,1,1,0xfb384d37,0xfb384d37,MATCH
kernel_accept,0x0e131c4a,KERNEL_OR_BUILTIN,,0,rfcomm;tipc,2,2,0,1,0,0,0,0,1,1,0x0e131c4a,0x0e131c4a,MATCH
kernel_bind,0xf28ec505,KERNEL_OR_BUILTIN,,0,l2tp_core;rfcomm,2,2,0,1,0,0,0,0,1,1,0xf28ec505,0xf28ec505,MATCH
kernel_connect,0x6f9153a5,KERNEL_OR_BUILTIN,,0,l2tp_core;rfcomm,2,2,0,1,0,0,0,0,1,1,0x6f9153a5,0x6f9153a5,MATCH
kernel_cpustat,0xc54f8db6,KERNEL_OR_BUILTIN,,0,blocktag;met,2,2,0,1,0,0,1,1,1,1,0xc54f8db6,0xc54f8db6,MATCH
kernel_kobj,0x4ba41360,KERNEL_OR_BUILTIN,,0,apusys;ccci_md_all;ccci_util_lib;charger_cooling;clkbuf;frs;ged;kheaders;mrdump;mtk_c2ps;mtk_cm_mgr;mtk_dvfsrc_helper;mtk_fpsgo;mtk_ssc;thermal_interface;thermal_trace,16,16,0,1,0,0,1,1,1,1,0x4ba41360,0x4ba41360,MATCH
kernel_listen,0x564aa2e8,KERNEL_OR_BUILTIN,,0,rfcomm;tipc,2,2,0,1,0,0,0,0,1,1,0x564aa2e8,0x564aa2e8,MATCH
kernel_param_lock,0x0998aacd,KERNEL_OR_BUILTIN,,0,mac80211,1,1,0,1,0,0,0,0,1,1,0x0998aacd,0x0998aacd,MATCH
kernel_param_unlock,0x323ac5fd,KERNEL_OR_BUILTIN,,0,mac80211,1,1,0,1,0,0,0,0,1,1,0x323ac5fd,0x323ac5fd,MATCH
kernel_power_off,0xf184d189,KERNEL_OR_BUILTIN,,0,mt6375_battery;mtk_charger_framework;mtk_low_battery_throttling,3,3,0,1,0,0,1,1,1,1,0xf184d189,0xf184d189,MATCH
kernel_restart,0x1e7bbcb3,KERNEL_OR_BUILTIN,,0,rtc_mt6685,1,1,0,1,0,0,1,1,1,1,0x1e7bbcb3,0x1e7bbcb3,MATCH
kernel_sendmsg,0xb240b296,KERNEL_OR_BUILTIN,,0,hidp;rfcomm;tipc,3,3,0,1,0,0,0,0,1,1,0xb240b296,0xb240b296,MATCH
kernel_sigaction,0xc0374d9c,KERNEL_OR_BUILTIN,,0,apusys;mddp,2,2,0,1,0,0,1,1,1,1,0xc0374d9c,0xc0374d9c,MATCH
kernel_sock_shutdown,0xbb70ed39,KERNEL_OR_BUILTIN,,0,l2tp_core;tipc,2,2,0,1,0,0,0,0,1,1,0xbb70ed39,0xbb70ed39,MATCH
kernfs_find_and_get_ns,0xd98d9801,KERNEL_OR_BUILTIN,,0,leds_mtk,1,1,0,1,0,0,1,1,1,1,0xd98d9801,0xd98d9801,MATCH
kernfs_notify,0xd295b501,KERNEL_OR_BUILTIN,,0,leds_mtk,1,1,0,1,0,0,1,1,1,1,0xd295b501,0xd295b501,MATCH
kernfs_path_from_node,0x4c8e1979,KERNEL_OR_BUILTIN,,0,aee_hangdet;cpuqos_v3,2,2,0,1,0,0,1,1,1,1,0x4c8e1979,0x4c8e1979,MATCH
kernfs_put,0x68fc7e58,KERNEL_OR_BUILTIN,,0,leds_mtk,1,1,0,1,0,0,1,1,1,1,0x68fc7e58,0x68fc7e58,MATCH
key_create_or_update,0xfe1d2e94,KERNEL_OR_BUILTIN,,0,cfg80211,1,1,0,1,0,0,0,0,1,1,0xfe1d2e94,0xfe1d2e94,MATCH
key_put,0x267f45e1,KERNEL_OR_BUILTIN,,0,cfg80211,1,1,0,1,0,0,0,0,1,1,0x267f45e1,0x267f45e1,MATCH
keyring_alloc,0x6fd638fd,KERNEL_OR_BUILTIN,,0,cfg80211,1,1,0,1,0,0,0,0,1,1,0x6fd638fd,0x6fd638fd,MATCH
kfree,0x037a0cba,KERNEL_OR_BUILTIN,,0,8021q;adapter_class;adsp;aee_aed;aee_hangdet;aee_rs;apu_top;apusys;aqc111;asix;atf_logger;aw883xx_driver;ax88179_178a;blocktag;bluetooth;bootprof;bsd_comp;bt_drv_6878;btbcm;btqca;c2k_usb;cache_parity;camera_af_media;camera_dpe_isp7sp;camera_eeprom_v4l2;can;can_bcm;can_raw;ccci_ccif;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccd_rpmsg;ccmni;cdc_acm;cdc_ncm;cfg80211;charger_class;clk_common;cmdq_sec_drv;connadp;connfem;conninfra;connscp;cpufreq_sugov_ext;custom_ldo_wl2868;device_apc_common;drm_display_helper;drm_dma_helper;emi;emi_fake_eng;extcon_mtk_usb;extdev_io_class;ffa_v10;fhctl;flashlight;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ftdi_sio;ged;gps_drv_dl_v051;gps_pwr;gps_scp;gz_ipc_mod;gz_irq_mod;gz_log_mod;gz_main_mod;gz_tz_system;gz_virtio_mod;gzvm;hci_uart;hf_manager;hidp;hynitron;i2c_mt65xx;ieee802154;ieee802154_6lowpan;imgsensor;imgsensor_glue;iommu_debug;irq_dbg;kfifo_buf;l2tp_core;l2tp_ppp;leds_mtk;load_track;log_store;mac80211;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;mcupm;md_cooling_all;mddp;mdp_drv_mt6878;mediatek_cpufreq_hw;mediatek_drm;mediatek_drm_gateic;mediatek_drm_panel_drv;met;microarray_fp_tee;mmprofile;monitor_hang;mrdump;mt6375_battery;mtk_aie;mtk_battery_oc_throttling;mtk_c2ps;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_ccuv;mtk_cg_peak_power_throttling;mtk_charger_algorithm_class;mtk_cm_mgr;mtk_cmdq_drv_ext;mtk_composite;mtk_cpu_power_throttling;mtk_fpsgo;mtk_gpu_hal;mtk_gpu_power_throttling;mtk_gpufreq_mt6878;mtk_hcp;mtk_heap_debug;mtk_icc_core;mtk_imgsys_v4l2;mtk_ioctl_powerhal;mtk_iommu;mtk_jpeg;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_lpm_dbg_mt6878;mtk_mbraink;mtk_md_power_throttling;mtk_mmdvfs_debug;mtk_mmdvfs_v3;mtk_mml;mtk_pbm;mtk_perf_common;mtk_perf_ioctl;mtk_perf_ioctl_magt;mtk_rpmsg_mbox;mtk_sec_heap;mtk_socinfo;mtk_swpm;mtk_swpm_dbg_v6878;mtk_sync;mtk_tinysys_ipi;mtk_u_ether;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtu3;mux_switch;nfc;pd_dbg_info;pinctrl_mtk_v2;pmic_lbat_service;pmic_temp;powerhal_cpu_ctrl;ppp_deflate;ppp_generic;ppp_mppe;r8152;rfcomm;rfkill;rpmb;rpmb_mtk;rps_perf;rt4831a_drv;rt5133_regulator;rtl8150;scheduler;scp;sensorhub;slhc;snd_soc_audiodsp_common;snd_soc_mt6369;snd_soc_mt6878_afe;snd_soc_mtk_common;snd_soc_tfa98xx;soc_temp_lvts;spi_mt65xx;sspm_v3;st21nfc;system_heap;tcpc_class;thermal_interface;tipc;tkcore;tkcore_drv;tmem_ffa;touch_boost;ufs_mediatek_dbg;ufs_mediatek_mod;uload_ind;usb_boost;usb_meta;usb_offload;usbnet;usbserial;vcp;wlan_drv_gen4m_6878;wwan;xhci_mtk_hcd_v2;yft_devinfo;zram;zsmalloc,210,211,0,1,1,0,1,1,1,1,0x037a0cba,0x037a0cba,MATCH
kfree_const,0xf474fdcb,KERNEL_OR_BUILTIN,,0,bluetooth;mtk_icc_core;reboot_mode,3,4,0,1,0,0,1,1,1,1,0xf474fdcb,0xf474fdcb,MATCH
kfree_sensitive,0xd0760fc0,KERNEL_OR_BUILTIN,,0,bluetooth;camera_af_media;cfg80211;mac80211;mac802154;mtk_composite;ppp_mppe;tipc,8,9,0,1,0,0,1,1,1,1,0xd0760fc0,0xd0760fc0,MATCH
kfree_skb_list_reason,0x441d50a3,KERNEL_OR_BUILTIN,,0,mac80211,1,1,0,1,0,0,0,0,1,1,0x441d50a3,0x441d50a3,MATCH
kfree_skb_partial,0x84305e73,KERNEL_OR_BUILTIN,,0,ccci_dpmaif;tipc,2,2,0,1,0,0,0,0,1,1,0x84305e73,0x84305e73,MATCH
kfree_skb_reason,0x234cc6c0,KERNEL_OR_BUILTIN,,0,asix;bluetooth;bt_drv_6878;btbcm;btqca;btsdio;can;can_bcm;can_dev;can_gw;can_raw;cfg80211;conninfra;frs;hci_uart;hidp;ieee802154;ieee802154_6lowpan;ieee802154_socket;l2tp_core;l2tp_ppp;mac80211;mac802154;mt6375_battery;mtk_mbraink;nfc;ppp_generic;pptp;rfcomm;slcan;thermal_interface;tipc;vcan;wlan_drv_gen4m_6878;wwan,35,36,0,1,0,0,0,0,1,1,0x234cc6c0,0x234cc6c0,MATCH
kimage_vaddr,0xb2ead97c,KERNEL_OR_BUILTIN,,0,mrdump,1,1,0,1,0,0,1,1,1,1,0xb2ead97c,0xb2ead97c,MATCH
kimage_voffset,0xe4bbc1dd,KERNEL_OR_BUILTIN,,0,aee_hangdet;apusys;ccci_dpmaif;ccci_util_lib;cmdq_sec_drv;emi_fake_eng;ffa_v10;gz_log_mod;gz_main_mod;gz_virtio_mod;gzvm;log_store;mali_kbase_mt6878_r44;mediatek_drm;microarray_fp_tee;mmqos_common;mrdump;mtk_hcp;mtk_heap_debug;mtk_iommu;mtk_vcu;snd_soc_mtk_common;tkcore_drv,23,23,0,1,0,0,1,1,1,1,0xe4bbc1dd,0xe4bbc1dd,MATCH
kmalloc_caches,0x0f15b38a,KERNEL_OR_BUILTIN,,0,8021q;adapter_class;adsp;aee_aed;aee_rs;apu_top;apusys;aqc111;asix;atf_logger;aw883xx_driver;ax88179_178a;blocktag;bluetooth;bootprof;bsd_comp;bt_drv_6878;btbcm;c2k_usb;cache_parity;camera_af_media;camera_dpe_isp7sp;camera_eeprom_v4l2;can;can_bcm;ccci_ccif;ccci_dpmaif;ccci_md_all;ccci_util_lib;ccd_rpmsg;ccmni;cdc_acm;cdc_ncm;cfg80211;charger_class;clk_common;cmdq_sec_drv;cmdq_test;connadp;conninfra;connscp;cpufreq_sugov_ext;custom_ldo_wl2868;drm_display_helper;drm_dma_helper;emi;extcon_mtk_usb;extdev_io_class;ffa_v10;fhctl;flashlight;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;ftdi_sio;ged;gps_drv_dl_v051;gps_pwr;gps_scp;gz_ipc_mod;gz_irq_mod;gz_log_mod;gz_main_mod;gz_tz_system;gz_virtio_mod;gzvm;hci_uart;hf_manager;hynitron;ieee802154;imgsensor;imgsensor_glue;iommu_debug;irq_dbg;kfifo_buf;l2tp_core;leds_ln2403;leds_mtk;load_track;mac80211;mac802154;mali_dmabuf_test_mt6878_r44;mali_kbase_mt6878_r44;mali_mgm_mt6878_r44;mddp;mdp_drv_mt6878;mediatek_cpufreq_hw;mediatek_drm;mediatek_drm_panel_drv;met;microarray_fp_tee;mmprofile;mmqos_common;monitor_hang;mrdump;mt6375_battery;mtk_aie;mtk_battery_oc_throttling;mtk_c2ps;mtk_cam_isp7sp;mtk_ccd_remoteproc;mtk_charger_algorithm_class;mtk_cmdq_drv_ext;mtk_composite;mtk_cpu_power_throttling;mtk_fpsgo;mtk_gpu_hal;mtk_gpufreq_mt6878;mtk_hcp;mtk_heap_debug;mtk_icc_core;mtk_imgsys_v4l2;mtk_iommu;mtk_jpeg;mtk_lpm;mtk_lpm_dbg_common_v2;mtk_lpm_dbg_mt6878;mtk_mbraink;mtk_mmdvfs;mtk_mmdvfs_debug;mtk_mmdvfs_v3;mtk_mminfra_debug;mtk_mml;mtk_pbm;mtk_perf_common;mtk_perf_ioctl;mtk_rpmsg_mbox;mtk_sec_heap;mtk_socinfo;mtk_swpm;mtk_swpm_dbg_v6878;mtk_sync;mtk_u_ether;mtk_uart_apdma;mtk_usb_f_rndis;mtk_vcodec_common;mtk_vcodec_dec_v1;mtk_vcodec_enc_v1;mtk_vcu;mtu3;mux_switch;nfc;pmic_lbat_service;powerhal_cpu_ctrl;ppp_deflate;ppp_generic;ppp_mppe;r8152;rfcomm;rfkill;rpmb;rpmb_mtk;rtl8150;scheduler;sensorhub;slhc;snd_soc_audiodsp_common;snd_soc_mtk_common;snd_soc_tfa98xx;spi_mt65xx;spi_tiny_co5300_lcd;system_heap;task_turbo;tcpc_class;tipc;tkcore;tmem_ffa;touch_boost;ufs_mediatek_mod;uload_ind;usb_boost;usb_logger;usb_meta;usb_offload;usbnet;usbserial;vcp;wlan_drv_gen4m_6878;wwan;xhci_mtk_hcd_v2;yft_devinfo;yft_tiny2c_usb;zram;zsmalloc,183,184,0,1,1,0,1,1,1,1,0x0f15b38a,0x0f15b38a,MATCH
kmalloc_large,0x9ed12e20,KERNEL_OR_BUILTIN,,0,aee_aed;aee_hangdet;apusys;blocktag;bt_drv_6878;camera_dpe_isp7sp;can;ccci_ccif;emi_fake_eng;fmradio_drv_connac2x;focaltech_touch_spi_ft3680;gz_log_mod;gz_main_mod;hidp;mac80211;mali_kbase_mt6878_r44;mediatek_drm;mediatek_drm_panel_drv;microarray_fp_tee;monitor_hang;mrdump;mtk_aie;mtk_ccuv;mtk_fpsgo;mtk_heap_debug;mtk_mmc_dbg;mtk_smi_dbg;mtk_vcu;pidmap;snd_soc_mt6369;snd_soc_mt6878_afe;snd_soc_mtk_common;snd_soc_tfa98xx;tipc;ufs_mediatek_dbg;wlan_drv_gen4m_6878,36,36,0,1,0,0,0,0,1,1,0x9ed12e20,0x9ed12e20,MATCH
kmalloc_large_node,0x48d3fa27,KERNEL_OR_BUILTIN,,0,r8152,1,1,0,1,0,0,0,0,1,1,0x48d3fa27,0x48d3fa27,MATCH
kmalloc_node_trace,0x76842b02,KERNEL_OR_BUILTIN,,0,r8152;xhci_mtk_hcd_v2,2,2,0,1,0,0,0,0,1,1,0x76842b02,0x76842b02,MATCH
