module_name,classifications,final_status,evidence_kind,normalized_status,exact_status,nothing_target_hits,nothing_source_hits,mt6878_target_hits,mt6878_source_hits,normalized_target_examples,normalized_source_examples,exact_strong_examples,exact_composite_examples,exact_source_examples
mtk_printk_ctrl,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/mtprintk/Makefile:17:obj-$(CONFIG_MTK_PRINTK) += mtk_printk_ctrl.o,device_modules/drivers/misc/mediatek/mtprintk/mtk_printk_ctrl.c,,,device_modules/drivers/misc/mediatek/mtprintk/mtk_printk_ctrl.c
mtk_pwm,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/pwm/Makefile:30:obj-$(CONFIG_MTK_PWM)	= mtk-pwm.o,device_modules/drivers/misc/mediatek/pwm/mtk_pwm.c,,,device_modules/drivers/misc/mediatek/pwm/mtk_pwm.c
mtk_qos,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/qos/Makefile:10:obj-$(CONFIG_MTK_QOS_FRAMEWORK) += mtk_qos.o,,,,
mtk_rpmsg_mbox,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/rpmsg/Makefile:5:obj-$(CONFIG_RPMSG_MTK)	+= mtk_rpmsg_mbox.o,device_modules/drivers/rpmsg/mtk_rpmsg_mbox.c,,,device_modules/drivers/rpmsg/mtk_rpmsg_mbox.c
mtk_scp_audiocommon,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/sound/soc/mediatek/audio_scp/Makefile:28:obj-$(CONFIG_SND_SOC_MTK_AUDIO_DSP) += mtk-scp-audiocommon.o,,,,
mtk_scp_ultra,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/sound/soc/mediatek/ultrasound/ultra_common/Makefile:7:obj-$(CONFIG_MTK_ULTRASND_PROXIMITY) += mtk-scp-ultra.o,device_modules/sound/soc/mediatek/ultrasound/ultra_common/mtk-scp-ultra.c,,,
mtk_scp_vow,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/sound/soc/mediatek/vow/Makefile:12:obj-$(CONFIG_MTK_VOW_SUPPORT) += mtk-scp-vow.o,device_modules/sound/soc/mediatek/vow/mtk-scp-vow.c,,,
mtk_scpsys,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/soc/mediatek/Makefile:14:obj-$(CONFIG_DEVICE_MODULES_MTK_SCPSYS) += mtk-scpsys.o mtk-pm-domain-disable-unused.o,device_modules/drivers/soc/mediatek/mtk-scpsys.c,,,
mtk_scpsys_bringup,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,6,1,1,0,device_modules/drivers/soc/mediatek/Makefile:18:obj-$(CONFIG_DEVICE_MODULES_MTK_SCPSYS) += mtk-scpsys-mt6878.o mtk-scpsys-bringup.o || device_modules/drivers/soc/mediatek/Makefile:21:obj-$(CONFIG_DEVICE_MODULES_MTK_SCPSYS) += mtk-scpsys-mt6886.o mtk-scpsys-bringup.o || device_modules/drivers/soc/mediatek/Makefile:24:obj-$(CONFIG_DEVICE_MODULES_MTK_SCPSYS) += mtk-scpsys-mt6897.o mtk-scpsys-bringup.o || device_modules/drivers/soc/mediatek/Makefile:27:obj-$(CONFIG_DEVICE_MODULES_MTK_SCPSYS) += mtk-scpsys-mt6983.o mtk-scpsys-bringup.o || device_modules/drivers/soc/mediatek/Makefile:30:obj-$(CONFIG_DEVICE_MODULES_MTK_SCPSYS) += mtk-scpsys-mt6985.o mtk-scpsys-bringup.o,device_modules/drivers/soc/mediatek/mtk-scpsys-bringup.c,,,
mtk_scpsys_mt6878,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,1,1,device_modules/drivers/soc/mediatek/Makefile:18:obj-$(CONFIG_DEVICE_MODULES_MTK_SCPSYS) += mtk-scpsys-mt6878.o mtk-scpsys-bringup.o,device_modules/drivers/soc/mediatek/mtk-scpsys-mt6878.c,,,
mtk_sec_heap,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/dma-buf/heaps/Makefile:20:obj-$(CONFIG_MTK_TRUSTED_MEMORY_SUBSYSTEM)	+= mtk_sec_heap.o,device_modules/drivers/dma-buf/heaps/mtk_sec_heap.c,,,device_modules/drivers/dma-buf/heaps/mtk_sec_heap.c
mtk_slbc,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/slbc/Makefile:28:obj-${CONFIG_MTK_SLBC} += mtk_slbc.o,,,,
mtk_smi,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/memory/Makefile:6:obj-$(CONFIG_DEVICE_MODULES_MTK_SMI)		+= mtk-smi.o,device_modules/drivers/memory/mtk-smi.c,,,
mtk_smi_dbg,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/misc/mediatek/smi/Makefile:7:obj-$(CONFIG_DEVICE_MODULES_MTK_SMI) += mtk-smi-dbg.o,device_modules/drivers/misc/mediatek/smi/mtk-smi-dbg.c,,,
mtk_soc_offload_common,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/sound/soc/mediatek/audio_dsp/Makefile:32:obj-$(CONFIG_SND_SOC_MTK_OFFLOAD) += mtk-soc-offload-common.o,device_modules/sound/soc/mediatek/audio_dsp/mtk-soc-offload-common.c,,,
mtk_socinfo,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/soc/mediatek/Makefile:43:obj-$(CONFIG_MTK_SOCINFO) += mtk-socinfo.o,device_modules/drivers/soc/mediatek/mtk-socinfo.c,,,
mtk_sp_spk_amp,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/sound/soc/mediatek/common/Makefile:25:obj-m += mtk-sp-spk-amp.o,device_modules/sound/soc/mediatek/common/mtk-sp-spk-amp.c,,,
mtk_spmi_pmic,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/mfd/Makefile:12:obj-$(CONFIG_MFD_MTK_SPMI_PMIC)	+= mtk-spmi-pmic.o,device_modules/drivers/mfd/mtk-spmi-pmic.c,,,
mtk_spmi_pmic_adc,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/iio/adc/Makefile:8:obj-$(CONFIG_MEDIATEK_SPMI_PMIC_ADC) += mtk-spmi-pmic-adc.o,device_modules/drivers/iio/adc/mtk-spmi-pmic-adc.c,,,
mtk_ssc,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/ssc/Makefile:15:obj-$(CONFIG_MTK_SSC_MODULE) = mtk-ssc.o,,,,
mtk_ssc_dbg_v2,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
mtk_swpm,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/swpm/Makefile:57:obj-$(CONFIG_MTK_SWPM_MODULE) += mtk-swpm.o,,,,
mtk_swpm_cpu_dbg_v6878,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
mtk_swpm_dbg_common_v1,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
mtk_swpm_dbg_v6878,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
mtk_swpm_perf_arm_pmu,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/swpm/Makefile:61:obj-$(CONFIG_MTK_SWPM_PERF_ARMV8_PMU) += mtk-swpm-perf-arm-pmu.o,,,,
mtk_sync,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,2,2,0,0,device_modules/drivers/gpu/drm/mediatek/dummy_drm/Makefile:24:obj-$(CONFIG_DEVICE_MODULES_DRM_MEDIATEK) += mtk_sync.o || device_modules/drivers/gpu/drm/mediatek/mediatek_v2/Makefile:97:obj-$(CONFIG_DEVICE_MODULES_DRM_MEDIATEK) += mtk_sync.o,device_modules/drivers/gpu/drm/mediatek/dummy_drm/mtk_sync.c || device_modules/drivers/gpu/drm/mediatek/mediatek_v2/mtk_sync.c,,,device_modules/drivers/gpu/drm/mediatek/dummy_drm/mtk_sync.c || device_modules/drivers/gpu/drm/mediatek/mediatek_v2/mtk_sync.c
mtk_tinysys_ipi,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/soc/mediatek/Makefile:11:obj-$(CONFIG_MTK_IPI) += mtk_tinysys_ipi.o,device_modules/drivers/soc/mediatek/mtk_tinysys_ipi.c,,,device_modules/drivers/soc/mediatek/mtk_tinysys_ipi.c
mtk_u_ether,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/usb/usb_rndis/Makefile:10:obj-$(CONFIG_MTK_USB_U_ETHER)	+= mtk_u_ether.o,,,,
mtk_uart_apdma,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/dma/mediatek/Makefile:5:obj-$(CONFIG_DEVICE_MODULES_MTK_UART_APDMA) += mtk-uart-apdma.o,device_modules/drivers/dma/mediatek/mtk-uart-apdma.c,,,
mtk_usb_f_rndis,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/misc/mediatek/usb/usb_rndis/Makefile:11:obj-$(CONFIG_MTK_USB_F_RNDIS)	+= mtk_usb_f_rndis.o,,,,
mtk_vcodec_common,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/media/platform/mtk-vcodec/Makefile:3:obj-$(CONFIG_DEVICE_MODULES_VIDEO_MEDIATEK_VCODEC) += mtk-vcodec-common.o,,,,
mtk_vcodec_dec_v1,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/media/platform/mtk-vcodec/Makefile:30:obj-$(CONFIG_DEVICE_MODULES_VIDEO_MEDIATEK_VCODEC) += mtk-vcodec-dec-v1.o \,,,,
mtk_vcodec_enc_v1,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
mtk_vcu,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/media/platform/mtk-vcu/Makefile:7:obj-$(CONFIG_VIDEO_MEDIATEK_VCU) += mtk-vcu.o,device_modules/drivers/media/platform/mtk-vcu/mtk_vcu.c,,,device_modules/drivers/media/platform/mtk-vcu/mtk_vcu.c
mtk_vmm_isp71_regulator,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/regulator/Makefile:20:obj-$(CONFIG_REGULATOR_MTK_VMM_ISP71) += mtk-vmm-isp71-regulator.o,device_modules/drivers/regulator/mtk-vmm-isp71-regulator.c,,,
mtk_vmm_notifier,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/misc/mediatek/vmm/Makefile:3:obj-$(CONFIG_MTK_VMM_NOTIFIER) += mtk-vmm-notifier.o,device_modules/drivers/misc/mediatek/vmm/mtk-vmm-notifier.c,,,
mtk_vmm_spm,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/misc/mediatek/vmm_spm/Makefile:7:obj-$(CONFIG_MTK_VMM_SPM) += mtk-vmm-spm.o,device_modules/drivers/misc/mediatek/vmm_spm/mtk-vmm-spm.c,,,
mtk_vow,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,2,0,0,0,device_modules/drivers/misc/mediatek/vow/ver01/Makefile:22:obj-$(CONFIG_MTK_VOW_SUPPORT) += mtk-vow.o || device_modules/drivers/misc/mediatek/vow/ver02/Makefile:22:obj-$(CONFIG_MTK_VOW_SUPPORT) += mtk-vow.o,,,,
mtk_wdt,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/watchdog/Makefile:6:obj-$(CONFIG_DEVICE_MODULES_MEDIATEK_WATCHDOG) += mtk_wdt.o,device_modules/drivers/watchdog/mtk_wdt.c,,,device_modules/drivers/watchdog/mtk_wdt.c
mtk_wp,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/mmc/host/Makefile:15:obj-$(CONFIG_DEVICE_MODULES_MMC_MTK_WP)		    += mtk-wp.o,device_modules/drivers/mmc/host/mtk-wp.c,,,
mtu3,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,MENTION_ONLY,1,0,0,0,device_modules/drivers/usb/mtu3/Makefile:13:obj-$(CONFIG_DEVICE_MODULES_USB_MTU3)	+= mtu3.o,,,,
mux_switch,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/typec/mux/Makefile:7:obj-$(CONFIG_MTK_USB_TYPEC_MUX) += mux_switch.o,device_modules/drivers/misc/mediatek/typec/mux/mux_switch.c,,,device_modules/drivers/misc/mediatek/typec/mux/mux_switch.c
nfc,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,MENTION_ONLY,0,0,0,0,,,,,
nhc_dest,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
nhc_fragment,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
nhc_hop,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
nhc_ipv6,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
nhc_mobility,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
nhc_routing,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
nhc_udp,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
nvmem_mt635x_efuse,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/nvmem/Makefile:5:obj-$(CONFIG_MT635X_EFUSE)	+= nvmem-mt635x-efuse.o,,,,
nvmem_mtk_devinfo,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,0,0,device_modules/drivers/nvmem/Makefile:3:obj-$(CONFIG_MTK_DEVINFO)	+= nvmem_mtk-devinfo.o,,,,
pd_chk_mt6878,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,1,0,device_modules/drivers/clk/mediatek/Makefile:176:obj-$(CONFIG_COMMON_CLK_MT6878) += pd-chk-mt6878.o,,,,
pd_dbg_info,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/typec/tcpc/Makefile:24:obj-$(CONFIG_TCPC_CLASS) += tcpc_class.o tcpci_late_sync.o pd_dbg_info.o rt_pd_manager.o,device_modules/drivers/misc/mediatek/typec/tcpc/pd_dbg_info.c,,,device_modules/drivers/misc/mediatek/typec/tcpc/pd_dbg_info.c
pda_drv_mt6878,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,0,1,0,device_modules/drivers/misc/mediatek/cameraisp/pda/Makefile:58:obj-$(CONFIG_MTK_CAMERA_ISP_PDA_SUPPORT) += pda_drv_mt6878.o,,,,
phy_mtk_ufs,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/phy/mediatek/Makefile:13:obj-$(CONFIG_DEVICE_MODULES_PHY_MTK_UFS)              += phy-mtk-ufs.o,device_modules/drivers/phy/mediatek/phy-mtk-ufs.c,,,
phy_mtk_xsphy,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/phy/mediatek/Makefile:14:obj-$(CONFIG_DEVICE_MODULES_PHY_MTK_XSPHY)		+= phy-mtk-xsphy.o,device_modules/drivers/phy/mediatek/phy-mtk-xsphy.c,,,
pidmap,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/pidmap/Makefile:14:obj-$(CONFIG_MTK_PID_MAP)	+= pidmap.o,device_modules/drivers/misc/mediatek/pidmap/pidmap.c,,,device_modules/drivers/misc/mediatek/pidmap/pidmap.c
pinctrl_mt6363,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/pinctrl/mediatek/Makefile:35:obj-$(CONFIG_PINCTRL_MT6363)	+= pinctrl-mt6363.o,device_modules/drivers/pinctrl/mediatek/pinctrl-mt6363.c,,,
pinctrl_mt6878,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,1,1,device_modules/drivers/pinctrl/mediatek/Makefile:41:obj-$(CONFIG_PINCTRL_MT6878)	+= pinctrl-mt6878.o,device_modules/drivers/pinctrl/mediatek/pinctrl-mt6878.c,,,
pinctrl_mtk_common_v2_debug,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,2,1,0,0,device_modules/drivers/pinctrl/mediatek/Makefile:26:obj-y += pinctrl-paris.o pinctrl-mtk-common-v2_debug.o || device_modules/drivers/pinctrl/mediatek/Makefile:29:obj-m += pinctrl-mtk-common-v2_debug.o,device_modules/drivers/pinctrl/mediatek/pinctrl-mtk-common-v2_debug.c,,,
pinctrl_mtk_v2,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,3,0,0,0,device_modules/drivers/pinctrl/mediatek/Makefile:6:obj-m += pinctrl-mtk-v2.o || device_modules/drivers/pinctrl/mediatek/Makefile:8:obj-m += pinctrl-mtk-v2.o || device_modules/drivers/pinctrl/mediatek/Makefile:10:obj-m += pinctrl-mtk-v2.o,,,,
pmic_lbat_service,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/power_throttling/Makefile:13:obj-$(CONFIG_PMIC_LBAT_SERVICE) += pmic_lbat_service.o,device_modules/drivers/misc/mediatek/power_throttling/pmic_lbat_service.c,,,device_modules/drivers/misc/mediatek/power_throttling/pmic_lbat_service.c
pmic_lvsys_notify,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/power_throttling/Makefile:14:obj-$(CONFIG_PMIC_LBAT_SERVICE) += pmic_lvsys_notify.o,device_modules/drivers/misc/mediatek/power_throttling/pmic_lvsys_notify.c,,,device_modules/drivers/misc/mediatek/power_throttling/pmic_lvsys_notify.c
pmic_temp,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/thermal/mediatek/Makefile:14:obj-$(CONFIG_MTK_PMIC_THERMAL) += pmic_temp.o,device_modules/drivers/thermal/mediatek/pmic_temp.c,,,device_modules/drivers/thermal/mediatek/pmic_temp.c
powerhal_cpu_ctrl,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,EXACT_SOURCE_BASENAME,1,1,0,0,device_modules/drivers/misc/mediatek/performance/powerhal_cpu_ctrl/Makefile:20:obj-$(CONFIG_MTK_PERFORMANCE_MODULE) += powerhal_cpu_ctrl.o,device_modules/drivers/misc/mediatek/performance/powerhal_cpu_ctrl/powerhal_cpu_ctrl.c,,,device_modules/drivers/misc/mediatek/performance/powerhal_cpu_ctrl/powerhal_cpu_ctrl.c
ppp_deflate,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
ppp_generic,DIRECT_SOURCE_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
ppp_mppe,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
pppox,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
pptp,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
pwm_mtk_disp,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,normalized Make/Kbuild target,NOTHING_BUILD_TARGET,NO_EXACT_EVIDENCE,1,1,0,0,device_modules/drivers/pwm/Makefile:3:obj-$(CONFIG_DEVICE_MODULES_PWM_MTK_DISP)	+= pwm-mtk-disp.o,device_modules/drivers/pwm/pwm-mtk-disp.c,,,
r8152,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
r8153_ecm,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,exact GKI build artifact,GOOGLE_GKI_ARTIFACT,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
reboot_mode,LIKELY_PLATFORM_MATCH,UNRESOLVED,,UNRESOLVED,NO_EXACT_EVIDENCE,0,0,0,0,,,,,
