relocation_section	offset	info	type	symbol_value	symbol_expression
.rela.text	0x0000000000002a64	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 2154
.rela.text	0x0000000000002a68	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 2154
.rela.text	0x0000000000002a74	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000002a7c	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 20aa
.rela.text	0x0000000000002a80	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 20aa
.rela.text	0x0000000000002a84	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 20f9
.rela.text	0x0000000000002a88	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 20f9
.rela.text	0x0000000000002a94	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000002a9c	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + a82
.rela.text	0x0000000000002aa0	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + a82
.rela.text	0x0000000000002aa4	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + c32
.rela.text	0x0000000000002aa8	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + c32
.rela.text	0x0000000000002ab4	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000002abc	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 20aa
.rela.text	0x0000000000002ac0	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 20aa
.rela.text	0x0000000000002ac4	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 20f9
.rela.text	0x0000000000002ac8	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 20f9
.rela.text	0x0000000000002ad4	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000002adc	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 124
.rela.text	0x0000000000002ae0	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 124
.rela.text	0x0000000000002ae4	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 6f8
.rela.text	0x0000000000002ae8	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 6f8
.rela.text	0x0000000000002af4	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000002afc	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 20aa
.rela.text	0x0000000000002b00	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 20aa
.rela.text	0x0000000000002b04	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 20f9
.rela.text	0x0000000000002b08	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 20f9
.rela.text	0x0000000000002b14	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000002b1c	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 1e6f
.rela.text	0x0000000000002b20	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 1e6f
.rela.text	0x0000000000002b24	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + ad7
.rela.text	0x0000000000002b28	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + ad7
.rela.text	0x0000000000002b34	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000002b3c	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 20aa
.rela.text	0x0000000000002b40	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 20aa
.rela.text	0x0000000000002b44	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 20f9
.rela.text	0x0000000000002b48	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 20f9
.rela.text	0x0000000000002b54	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000002b5c	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 501
.rela.text	0x0000000000002b60	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 501
.rela.text	0x0000000000002b64	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 24a6
.rela.text	0x0000000000002b68	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 24a6
.rela.text	0x0000000000002b74	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000002b7c	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 20aa
.rela.text	0x0000000000002b80	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 20aa
.rela.text	0x0000000000002b84	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 20f9
.rela.text	0x0000000000002b88	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 20f9
.rela.text	0x0000000000002b94	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000002b9c	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 19e1
.rela.text	0x0000000000002ba0	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 19e1
.rela.text	0x0000000000002ba4	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 70e
.rela.text	0x0000000000002ba8	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 70e
.rela.text	0x0000000000002bb4	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000002bc4	000000a100000116	R_AARCH64_LDST8_ABS_LO12_NC	0x0000000000000000	fg_sh366003_log + 0
.rela.text	0x0000000000002bd0	000000a80000011b	R_AARCH64_CALL26	0x0000000000000000	mutex_lock + 0
.rela.text	0x0000000000002bdc	000000b50000011b	R_AARCH64_CALL26	0x0000000000000000	i2c_smbus_read_word_data + 0
.rela.text	0x0000000000002bf4	000000a100000116	R_AARCH64_LDST8_ABS_LO12_NC	0x0000000000000000	fg_sh366003_log + 0
.rela.text	0x0000000000002c04	000000aa0000011b	R_AARCH64_CALL26	0x0000000000000000	mutex_unlock + 0
.rela.text	0x0000000000002c08	000000a100000116	R_AARCH64_LDST8_ABS_LO12_NC	0x0000000000000000	fg_sh366003_log + 0
.rela.text	0x0000000000002c18	000000be00000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	system_wq + 0
.rela.text	0x0000000000002c28	000000be0000011e	R_AARCH64_LDST64_ABS_LO12_NC	0x0000000000000000	system_wq + 0
.rela.text	0x0000000000002c2c	000000bf0000011b	R_AARCH64_CALL26	0x0000000000000000	queue_delayed_work_on + 0
.rela.text	0x0000000000002c64	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 1dd8
.rela.text	0x0000000000002c68	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 1dd8
.rela.text	0x0000000000002c6c	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 4ed
.rela.text	0x0000000000002c70	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 4ed
.rela.text	0x0000000000002c7c	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000002c80	000000a100000116	R_AARCH64_LDST8_ABS_LO12_NC	0x0000000000000000	fg_sh366003_log + 0
.rela.text	0x0000000000002c8c	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 3ae
.rela.text	0x0000000000002c90	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 3ae
.rela.text	0x0000000000002c9c	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 4ed
.rela.text	0x0000000000002ca0	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 4ed
.rela.text	0x0000000000002ce0	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000002ce8	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 1004
.rela.text	0x0000000000002cec	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 1004
.rela.text	0x0000000000002cf0	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 2380
.rela.text	0x0000000000002cf4	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 2380
.rela.text	0x0000000000002cfc	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000002d04	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 20aa
.rela.text	0x0000000000002d08	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 20aa
.rela.text	0x0000000000002d0c	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 20f9
.rela.text	0x0000000000002d10	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 20f9
.rela.text	0x0000000000002d1c	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000002d2c	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 107d
.rela.text	0x0000000000002d30	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 107d
.rela.text	0x0000000000002d34	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 2380
.rela.text	0x0000000000002d38	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 2380
.rela.text	0x0000000000002d40	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000002d48	000000ac0000011b	R_AARCH64_CALL26	0x0000000000000000	__stack_chk_fail + 0
.rela.text	0x0000000000002d80	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 1352
.rela.text	0x0000000000002d84	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 1352
.rela.text	0x0000000000002d90	000000c50000011b	R_AARCH64_CALL26	0x0000000000000000	of_find_node_opts_by_path + 0
.rela.text	0x0000000000002d98	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 2394
.rela.text	0x0000000000002d9c	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 2394
.rela.text	0x0000000000002da0	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 201c
.rela.text	0x0000000000002da4	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 201c
.rela.text	0x0000000000002dac	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000002db0	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 25f
.rela.text	0x0000000000002db4	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 25f
.rela.text	0x0000000000002dbc	000000c50000011b	R_AARCH64_CALL26	0x0000000000000000	of_find_node_opts_by_path + 0
.rela.text	0x0000000000002dc4	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 17e
.rela.text	0x0000000000002dc8	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 17e
.rela.text	0x0000000000002dcc	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 201c
.rela.text	0x0000000000002dd0	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 201c
.rela.text	0x0000000000002ddc	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 190e
.rela.text	0x0000000000002de0	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 190e
.rela.text	0x0000000000002de8	000000c60000011b	R_AARCH64_CALL26	0x0000000000000000	of_get_property + 0
.rela.text	0x0000000000002df0	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 162e
.rela.text	0x0000000000002df4	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 162e
.rela.text	0x0000000000002df8	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 201c
.rela.text	0x0000000000002dfc	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 201c
.rela.text	0x0000000000002e04	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000002e18	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 1a93
.rela.text	0x0000000000002e1c	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 1a93
.rela.text	0x0000000000002e20	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 201c
.rela.text	0x0000000000002e24	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 201c
.rela.text	0x0000000000002e2c	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000002e58	0000009c00000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	g_sm + 0
.rela.text	0x0000000000002e5c	000000a100000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	fg_sh366003_log + 0
.rela.text	0x0000000000002e64	0000009c0000011e	R_AARCH64_LDST64_ABS_LO12_NC	0x0000000000000000	g_sm + 0
.rela.text	0x0000000000002e68	000000a100000116	R_AARCH64_LDST8_ABS_LO12_NC	0x0000000000000000	fg_sh366003_log + 0
.rela.text	0x0000000000002e88	000000a80000011b	R_AARCH64_CALL26	0x0000000000000000	mutex_lock + 0
.rela.text	0x0000000000002e8c	000000a100000116	R_AARCH64_LDST8_ABS_LO12_NC	0x0000000000000000	fg_sh366003_log + 0
.rela.text	0x0000000000002ea8	000000a100000116	R_AARCH64_LDST8_ABS_LO12_NC	0x0000000000000000	fg_sh366003_log + 0
.rela.text	0x0000000000002eb0	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 229
.rela.text	0x0000000000002eb4	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 229
.rela.text	0x0000000000002eb8	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 1ec7
.rela.text	0x0000000000002ebc	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 1ec7
.rela.text	0x0000000000002ec4	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000002ecc	000000a100000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	fg_sh366003_log + 0
.rela.text	0x0000000000002ed0	000000a100000116	R_AARCH64_LDST8_ABS_LO12_NC	0x0000000000000000	fg_sh366003_log + 0
.rela.text	0x0000000000002edc	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 15a4
.rela.text	0x0000000000002ee0	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 15a4
.rela.text	0x0000000000002ee4	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 1ec7
.rela.text	0x0000000000002ee8	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 1ec7
.rela.text	0x0000000000002ef0	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000002ef8	000000a100000116	R_AARCH64_LDST8_ABS_LO12_NC	0x0000000000000000	fg_sh366003_log + 0
.rela.text	0x0000000000002f18	000000a100000116	R_AARCH64_LDST8_ABS_LO12_NC	0x0000000000000000	fg_sh366003_log + 0
.rela.text	0x0000000000002f20	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 1ef2
.rela.text	0x0000000000002f24	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 1ef2
.rela.text	0x0000000000002f2c	000000a00000011b	R_AARCH64_CALL26	0x00000000000000a4	file_decode_process + 0
.rela.text	0x0000000000002f38	000000a70000011b	R_AARCH64_CALL26	0x0000000000000000	msleep + 0
.rela.text	0x0000000000002f3c	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 1ef2
.rela.text	0x0000000000002f40	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 1ef2
.rela.text	0x0000000000002f48	000000a00000011b	R_AARCH64_CALL26	0x00000000000000a4	file_decode_process + 0
.rela.text	0x0000000000002f58	000000a70000011b	R_AARCH64_CALL26	0x0000000000000000	msleep + 0
.rela.text	0x0000000000002f5c	000000a100000116	R_AARCH64_LDST8_ABS_LO12_NC	0x0000000000000000	fg_sh366003_log + 0
.rela.text	0x0000000000002f64	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 1fdb
.rela.text	0x0000000000002f68	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 1fdb
.rela.text	0x0000000000002f6c	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 1ec7
.rela.text	0x0000000000002f70	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 1ec7
.rela.text	0x0000000000002f80	000000a100000116	R_AARCH64_LDST8_ABS_LO12_NC	0x0000000000000000	fg_sh366003_log + 0
.rela.text	0x0000000000002fc0	000000a70000011b	R_AARCH64_CALL26	0x0000000000000000	msleep + 0
.rela.text	0x0000000000002fd4	000000a70000011b	R_AARCH64_CALL26	0x0000000000000000	msleep + 0
.rela.text	0x0000000000002fe8	000000a70000011b	R_AARCH64_CALL26	0x0000000000000000	msleep + 0
.rela.text	0x00000000000030b8	000000a80000011b	R_AARCH64_CALL26	0x0000000000000000	mutex_lock + 0
.rela.text	0x00000000000030c8	000000ad0000011b	R_AARCH64_CALL26	0x0000000000000000	i2c_smbus_write_word_data + 0
.rela.text	0x00000000000030d4	000000aa0000011b	R_AARCH64_CALL26	0x0000000000000000	mutex_unlock + 0
.rela.text	0x00000000000030dc	000000a70000011b	R_AARCH64_CALL26	0x0000000000000000	msleep + 0
.rela.text	0x00000000000030fc	000000a100000116	R_AARCH64_LDST8_ABS_LO12_NC	0x0000000000000000	fg_sh366003_log + 0
.rela.text	0x0000000000003114	000000a80000011b	R_AARCH64_CALL26	0x0000000000000000	mutex_lock + 0
.rela.text	0x0000000000003124	000000ad0000011b	R_AARCH64_CALL26	0x0000000000000000	i2c_smbus_write_word_data + 0
.rela.text	0x0000000000003130	000000aa0000011b	R_AARCH64_CALL26	0x0000000000000000	mutex_unlock + 0
.rela.text	0x0000000000003138	000000a70000011b	R_AARCH64_CALL26	0x0000000000000000	msleep + 0
.rela.text	0x0000000000003150	000000a80000011b	R_AARCH64_CALL26	0x0000000000000000	mutex_lock + 0
.rela.text	0x0000000000003160	000000ad0000011b	R_AARCH64_CALL26	0x0000000000000000	i2c_smbus_write_word_data + 0
.rela.text	0x000000000000316c	000000aa0000011b	R_AARCH64_CALL26	0x0000000000000000	mutex_unlock + 0
.rela.text	0x0000000000003174	000000a70000011b	R_AARCH64_CALL26	0x0000000000000000	msleep + 0
.rela.text	0x00000000000031b8	000000a70000011b	R_AARCH64_CALL26	0x0000000000000000	msleep + 0
.rela.text	0x00000000000031e8	000000a100000116	R_AARCH64_LDST8_ABS_LO12_NC	0x0000000000000000	fg_sh366003_log + 0
.rela.text	0x0000000000003200	000000a100000116	R_AARCH64_LDST8_ABS_LO12_NC	0x0000000000000000	fg_sh366003_log + 0
.rela.text	0x0000000000003228	000000a100000116	R_AARCH64_LDST8_ABS_LO12_NC	0x0000000000000000	fg_sh366003_log + 0
.rela.text	0x0000000000003238	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 2307
.rela.text	0x000000000000323c	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 2307
.rela.text	0x0000000000003240	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 9dd
.rela.text	0x0000000000003244	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 9dd
.rela.text	0x0000000000003250	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000003258	000000aa0000011b	R_AARCH64_CALL26	0x0000000000000000	mutex_unlock + 0
.rela.text	0x0000000000003260	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 22d0
.rela.text	0x0000000000003264	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 22d0
.rela.text	0x0000000000003268	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 1eda
.rela.text	0x000000000000326c	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 1eda
.rela.text	0x0000000000003274	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x000000000000327c	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 827
.rela.text	0x0000000000003280	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 827
.rela.text	0x0000000000003284	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 1ec7
.rela.text	0x0000000000003288	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 1ec7
.rela.text	0x0000000000003290	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x0000000000003298	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 1a38
.rela.text	0x000000000000329c	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 1a38
.rela.text	0x00000000000032a0	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 1ec7
.rela.text	0x00000000000032a4	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 1ec7
.rela.text	0x00000000000032ac	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x00000000000032b4	000000a100000116	R_AARCH64_LDST8_ABS_LO12_NC	0x0000000000000000	fg_sh366003_log + 0
.rela.text	0x00000000000032bc	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + ae3
.rela.text	0x00000000000032c0	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + ae3
.rela.text	0x00000000000032c4	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 1ec7
.rela.text	0x00000000000032c8	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 1ec7
.rela.text	0x00000000000032d4	0000009c0000011e	R_AARCH64_LDST64_ABS_LO12_NC	0x0000000000000000	g_sm + 0
.rela.text	0x00000000000032d8	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + c3f
.rela.text	0x00000000000032dc	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + c3f
.rela.text	0x00000000000032e0	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 1ec7
.rela.text	0x00000000000032e4	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 1ec7
.rela.text	0x00000000000032f4	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x00000000000032fc	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 15fc
.rela.text	0x0000000000003300	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 15fc
.rela.text	0x0000000000003304	0000009800000113	R_AARCH64_ADR_PREL_PG_HI21	0x0000000000000000	.rodata.str1.1 + 1ec7
.rela.text	0x0000000000003308	0000009800000115	R_AARCH64_ADD_ABS_LO12_NC	0x0000000000000000	.rodata.str1.1 + 1ec7
.rela.text	0x0000000000003310	000000ab0000011b	R_AARCH64_CALL26	0x0000000000000000	_printk + 0
.rela.text	0x000000000000331c	000000a100000116	R_AARCH64_LDST8_ABS_LO12_NC	0x0000000000000000	fg_sh366003_log + 0
