sha256	module_name	filename	locations	crc	symbol
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0xf43d4bfe	sysfs_create_group
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0x8be45c3b	wakeup_source_register
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0x94a9d12b	misc_deregister
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0xfb705284	sysfs_remove_file_ns
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0x8c03d20c	destroy_workqueue
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0x0bc477a2	irq_set_irq_type
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0x0570ef04	devm_request_threaded_irq
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0xf1d806db	sysfs_remove_group
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0xb511937b	wakeup_source_unregister
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0xc4f0da12	ktime_get_with_offset
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0xf0d7ec79	gpiod_get_value
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0x732ac580	queue_work_on
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0x51f60267	i2c_transfer_buffer_flags
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0x88db9f48	__check_object_size
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0x1348649e	alt_cb_patch_nops
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0x4b0a3f52	gic_nonsecure_priorities
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0x9a85eebb	__arch_copy_to_user
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0xdcb764ad	memset
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0x79e4c52b	cpu_hwcaps
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0x5dc263fd	memdup_user
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0x037a0cba	kfree
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0x34db050b	_raw_spin_lock_irqsave
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0x27bbf221	disable_irq_nosync
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0xfcec0987	enable_irq
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0xd35cce70	_raw_spin_unlock_irqrestore
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0xaa6e7490	devm_free_irq
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0x43b33a8d	pm_wakeup_ws_event
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0xe2964344	__wake_up
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0x96848186	scnprintf
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0x3854774b	kstrtoll
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0xc2c193d2	__stack_chk_fail
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0xce2840e7	irq_set_irq_wake
5c5945457f8e3f37744c95a98075278134a328590d27e00d38dd8de8261078e8	st21nfc	st21nfc.ko	vendor_boot_platform	0xea759d7f	module_layout
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0x92997ed8	_printk
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0xc2c193d2	__stack_chk_fail
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0x85608491	request_firmware_direct
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0xc6d09aa9	release_firmware
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0x4829a47e	memcpy
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0xdcb764ad	memset
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0x894c433a	__platform_driver_register
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0xe3ec2f2b	alloc_chrdev_region
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0x13f8371b	__class_create
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0x6bc6324b	device_create
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0x7d3657fd	cdev_init
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0xf27a67e1	cdev_add
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0xc2569e41	device_destroy
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0xd5fc0938	class_destroy
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0x6091b333	unregister_chrdev_region
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0x61ee3bf2	cdev_del
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0xe1b15563	platform_driver_unregister
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0x54ad2b23	of_match_device
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0xb1bf4b3e	of_device_get_match_data
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0x88db9f48	__check_object_size
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0x1348649e	alt_cb_patch_nops
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0x4b0a3f52	gic_nonsecure_priorities
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0x9a85eebb	__arch_copy_to_user
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0x79e4c52b	cpu_hwcaps
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0x2be0c009	__arch_copy_from_user
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0x9166fada	strncpy
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0xa916b694	strnlen
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0xcbd4898c	fortify_panic
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0x7d68eebb	param_ops_uint
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0xbb183429	param_ops_charp
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0xb1777b47	param_ops_string
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0x96b29254	strncasecmp
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0xeb233a45	__kmalloc
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0x037a0cba	kfree
6373afa19d09289400c8a1ae3ab8bf1edb1ba354fa92d16003285e4b79771710	connfem	connfem.ko	vendor_dlkm	0xa3308a92	of_get_child_by_name
