module_name,normalized_name,classifications,status,nothing_target_hits,nothing_source_hits,mt6878_target_hits,mt6878_source_hits,target_examples,source_examples
gz_main_mod,gz_main_mod,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/geniezone/Makefile:51:obj-$(CONFIG_MTK_GZ_MAIN) += gz_main_mod.o,
gz_trusty_mod,gz_trusty_mod,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/geniezone/gz-trusty/Makefile:9:obj-$(CONFIG_MTK_ENABLE_GENIEZONE) += gz_trusty_mod.o,
gz_tz_system,gz_tz_system,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/geniezone/Makefile:57:obj-$(CONFIG_MTK_GZ_TZ_SYSTEM) += gz_tz_system.o,
gz_virtio_mod,gz_virtio_mod,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/geniezone/gz-trusty/Makefile:18:obj-$(CONFIG_MTK_GZ_VIRTIO) += gz_virtio_mod.o,
gzvm,gzvm,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
hbt,hbt,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,kernel_modules/hbt_driver_cus/Kbuild:47:obj-m += hbt.o,kernel_modules/hbt_driver_cus/src/hbt.c
hci_uart,hci_uart,DIRECT_SOURCE_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
hf_manager,hf_manager,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/sensor/2.0/core/Makefile:3:obj-$(CONFIG_MTK_SENSOR_SUPPORT) += hf_manager.o,device_modules/drivers/misc/mediatek/sensor/2.0/core/hf_manager.c
hidp,hidp,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
i2c_mt65xx,i2c_mt65xx,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/i2c/busses/Makefile:6:obj-$(CONFIG_DEVICE_MODULES_I2C_MT65XX)	+= i2c-mt65xx.o,device_modules/drivers/i2c/busses/i2c-mt65xx.c
ieee802154,ieee802154,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
ieee802154_6lowpan,ieee802154_6lowpan,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
ieee802154_socket,ieee802154_socket,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
imgsensor,imgsensor,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,kernel_modules/mtkcam/imgsensor/src-v4l2/Kbuild:35:obj-$(CONFIG_MTK_V4L2_IMGSENSOR) += imgsensor.o,device_modules/drivers/misc/mediatek/imgsensor/src/common/v1_1/imgsensor.c
imgsensor_glue,imgsensor_glue,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,kernel_modules/mtkcam/imgsensor/src-v4l2/imgsensor-glue/Makefile:4:obj-$(CONFIG_MTK_V4L2_IMGSENSOR) += imgsensor-glue.o,kernel_modules/mtkcam/imgsensor/src-v4l2/imgsensor-glue/imgsensor-glue.c
industrialio_triggered_buffer,industrialio_triggered_buffer,LIKELY_PLATFORM_MATCH,UNRESOLVED,0,0,0,0,,
iommu_debug,iommu_debug,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/iommu/Makefile:20:obj-$(CONFIG_MTK_IOMMU_MISC_DBG)    += iommu_debug.o,device_modules/drivers/misc/mediatek/iommu/iommu_debug.c
iommu_secure,iommu_secure,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/iommu/Makefile:21:obj-$(CONFIG_MTK_IOMMU_MISC_SECURE) += iommu_secure.o,device_modules/drivers/misc/mediatek/iommu/iommu_secure.c
iommu_test,iommu_test,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/iommu/Makefile:22:obj-$(CONFIG_MTK_IOMMU_MISC_TEST)   += iommu_test.o,device_modules/drivers/misc/mediatek/iommu/iommu_test.c
irq_dbg,irq_dbg,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/sda/Makefile:7:obj-$(CONFIG_MTK_IRQ_DBG) += irq-dbg.o,device_modules/drivers/misc/mediatek/sda/irq-dbg.c
kfifo_buf,kfifo_buf,LIKELY_PLATFORM_MATCH,UNRESOLVED,0,0,0,0,,
kheaders,kheaders,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
l2tp_core,l2tp_core,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
l2tp_ppp,l2tp_ppp,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
last_bus,last_bus,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/sda/Makefile:11:obj-$(CONFIG_MTK_LAST_BUS) += last_bus.o,device_modules/drivers/misc/mediatek/sda/last_bus.c
leds_mtk,leds_mtk,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/leds/Makefile:9:obj-$(CONFIG_LEDS_MTK)			+= leds-mtk.o,device_modules/drivers/leds/leds-mtk.c
leds_mtk_disp,leds_mtk_disp,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/leds/Makefile:11:obj-$(CONFIG_LEDS_MTK_DISP)		+= leds-mtk-disp.o,device_modules/drivers/leds/leds-mtk-disp.c
leds_rgb_aw2013,leds_rgb_aw2013,LIKELY_PLATFORM_MATCH,UNRESOLVED,0,0,0,0,,
libarc4,libarc4,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
load_track,load_track,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/performance/load_track/Makefile:17:obj-$(CONFIG_MTK_LOAD_TRACKER) += load_track.o,device_modules/drivers/misc/mediatek/performance/load_track/load_track.c
log_store,log_store,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/log_store/Makefile:16:obj-$(CONFIG_MTK_DRAM_LOG_STORE) += log_store.o,device_modules/drivers/misc/mediatek/log_store/log_store.c
lpm_gov_MHSP,lpm_gov_mhsp,LIKELY_PLATFORM_MATCH,UNRESOLVED,0,0,0,0,,
mac80211,mac80211,LIKELY_PLATFORM_MATCH,UNRESOLVED,0,0,0,0,,
mac802154,mac802154,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
main2_vcm,main2_vcm,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/main2_vcm/Makefile:5:obj-$(CONFIG_MTK_V4L2_LENS) += main2_vcm.o,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/main2_vcm/main2_vcm.c
main3_vcm,main3_vcm,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/main3_vcm/Makefile:5:obj-$(CONFIG_MTK_V4L2_LENS) += main3_vcm.o,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/main3_vcm/main3_vcm.c
main4_vcm,main4_vcm,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/main4_vcm/Makefile:5:obj-$(CONFIG_MTK_V4L2_LENS) += main4_vcm.o,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/main4_vcm/main4_vcm.c
main_vcm,main_vcm,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/main_vcm/Makefile:5:obj-$(CONFIG_MTK_V4L2_LENS) += main_vcm.o,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/main_vcm/main_vcm.c
mali_dmabuf_test_mt6878_r44,mali_dmabuf_test_mt6878_r44,LIKELY_PLATFORM_MATCH,UNRESOLVED,0,0,0,0,,
mali_kbase_mt6878_r44,mali_kbase_mt6878_r44,LIKELY_PLATFORM_MATCH,UNRESOLVED,0,0,0,0,,
mali_mgm_mt6878_r44,mali_mgm_mt6878_r44,LIKELY_PLATFORM_MATCH,UNRESOLVED,0,0,0,0,,
mali_prot_alloc_mt6878_r44,mali_prot_alloc_mt6878_r44,LIKELY_PLATFORM_MATCH,UNRESOLVED,0,0,0,0,,
mcupm,mcupm,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/mcupm/v2/Makefile:1:obj-$(CONFIG_MTK_TINYSYS_MCUPM_SUPPORT) += mcupm.o,
md_cooling_all,md_cooling_all,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/thermal/mediatek/Makefile:15:obj-$(CONFIG_MTK_MD_THERMAL)	+= md_cooling_all.o,
mddp,mddp,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/mddp/Makefile:1:obj-$(CONFIG_MTK_MDDP_SUPPORT) += mddp.o,kernel_modules/connectivity/wlan/core/gen4m/mgmt/mddp.c
mdp_drv_mt6878,mdp_drv_mt6878,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,1,0,device_modules/drivers/misc/mediatek/mdp/Makefile:60:obj-$(CONFIG_MTK_MDP) += mdp_drv_mt6878.o,
mediatek_cpufreq_hw,mediatek_cpufreq_hw,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/cpufreq/Makefile:6:obj-$(CONFIG_DEVICE_MODULES_ARM_MEDIATEK_CPUFREQ_HW) += mediatek-cpufreq-hw.o,
mediatek_drm,mediatek_drm,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,2,0,0,0,device_modules/drivers/gpu/drm/mediatek/Makefile:28:obj-$(CONFIG_DEVICE_MODULES_DRM_MEDIATEK) += mediatek-drm.o || device_modules/drivers/gpu/drm/mediatek/mediatek_v2/Makefile:96:obj-$(CONFIG_DEVICE_MODULES_DRM_MEDIATEK) += mediatek-drm.o,
mediatek_drm_gateic,mediatek_drm_gateic,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/gpu/drm/panel/Makefile:91:obj-$(CONFIG_DRM_MEDIATEK_PANEL) += mediatek-drm-gateic.o,
mediatek_drm_panel_drv,mediatek_drm_panel_drv,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/gpu/drm/panel/Makefile:92:obj-$(CONFIG_DRM_MEDIATEK_PANEL) += mediatek-drm-panel-drv.o,
met,met,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,4,0,0,0,kernel_modules/met_drv_v3/common/Kbuild:19:obj-$(CONFIG_MTK_MET) := met.o || kernel_modules/met_drv_v3/default/Kbuild:1:obj-m := met.o || kernel_modules/met_drv_v2/common/Kbuild:12:obj-$(CONFIG_MTK_MET_PLF) := met.o || kernel_modules/met_drv_v2/default/Kbuild:1:obj-m := met.o,
met_backlight_api,met_backlight_api,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,2,2,0,0,kernel_modules/met_drv_v3/met_api/met_backlight_api/Kbuild:16:obj-$(CONFIG_MTK_MET) := met_backlight_api.o || kernel_modules/met_drv_v3/default/met_api/met_backlight_api/Kbuild:1:obj-m += met_backlight_api.o,kernel_modules/met_drv_v3/met_api/met_backlight_api/met_backlight_api.c || kernel_modules/met_drv_v3/default/met_api/met_backlight_api/met_backlight_api.c
met_emi_api,met_emi_api,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,2,2,0,0,kernel_modules/met_drv_v3/met_api/met_emi_api/Kbuild:20:obj-$(CONFIG_MTK_MET) := met_emi_api.o || kernel_modules/met_drv_v3/default/met_api/met_emi_api/Kbuild:1:obj-m += met_emi_api.o,kernel_modules/met_drv_v3/met_api/met_emi_api/met_emi_api.c || kernel_modules/met_drv_v3/default/met_api/met_emi_api/met_emi_api.c
met_gpu_adv_api,met_gpu_adv_api,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,2,2,0,0,kernel_modules/met_drv_v3/met_api/met_gpu_adv_api/Kbuild:9:obj-$(CONFIG_MTK_MET) := met_gpu_adv_api.o || kernel_modules/met_drv_v3/default/met_api/met_gpu_adv_api/Kbuild:1:obj-m += met_gpu_adv_api.o,kernel_modules/met_drv_v3/met_api/met_gpu_adv_api/met_gpu_adv_api.c || kernel_modules/met_drv_v3/default/met_api/met_gpu_adv_api/met_gpu_adv_api.c
met_gpu_api,met_gpu_api,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,2,2,0,0,kernel_modules/met_drv_v3/met_api/met_gpu_api/Kbuild:9:obj-$(CONFIG_MTK_MET) := met_gpu_api.o || kernel_modules/met_drv_v3/default/met_api/met_gpu_api/Kbuild:1:obj-m += met_gpu_api.o,kernel_modules/met_drv_v3/met_api/met_gpu_api/met_gpu_api.c || kernel_modules/met_drv_v3/default/met_api/met_gpu_api/met_gpu_api.c
met_gpueb_api,met_gpueb_api,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,2,2,0,0,kernel_modules/met_drv_v3/met_api/met_gpueb_api/Kbuild:9:obj-$(CONFIG_MTK_MET) := met_gpueb_api.o || kernel_modules/met_drv_v3/default/met_api/met_gpueb_api/Kbuild:1:obj-m += met_gpueb_api.o,kernel_modules/met_drv_v3/met_api/met_gpueb_api/met_gpueb_api.c || kernel_modules/met_drv_v3/default/met_api/met_gpueb_api/met_gpueb_api.c
met_ipi_api,met_ipi_api,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,2,2,0,0,kernel_modules/met_drv_v3/met_api/met_ipi_api/Kbuild:9:obj-$(CONFIG_MTK_MET) := met_ipi_api.o || kernel_modules/met_drv_v3/default/met_api/met_ipi_api/Kbuild:1:obj-m += met_ipi_api.o,kernel_modules/met_drv_v3/met_api/met_ipi_api/met_ipi_api.c || kernel_modules/met_drv_v3/default/met_api/met_ipi_api/met_ipi_api.c
met_mcupm_api,met_mcupm_api,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,2,2,0,0,kernel_modules/met_drv_v3/met_api/met_mcupm_api/Kbuild:9:obj-$(CONFIG_MTK_MET) := met_mcupm_api.o || kernel_modules/met_drv_v3/default/met_api/met_mcupm_api/Kbuild:1:obj-m += met_mcupm_api.o,kernel_modules/met_drv_v3/met_api/met_mcupm_api/met_mcupm_api.c || kernel_modules/met_drv_v3/default/met_api/met_mcupm_api/met_mcupm_api.c
met_scmi_api,met_scmi_api,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,2,2,0,0,kernel_modules/met_drv_v3/met_api/met_scmi_api/Kbuild:13:obj-$(CONFIG_MTK_MET) := met_scmi_api.o || kernel_modules/met_drv_v3/default/met_api/met_scmi_api/Kbuild:1:obj-m += met_scmi_api.o,kernel_modules/met_drv_v3/met_api/met_scmi_api/met_scmi_api.c || kernel_modules/met_drv_v3/default/met_api/met_scmi_api/met_scmi_api.c
met_sspm_api,met_sspm_api,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,2,2,0,0,kernel_modules/met_drv_v3/met_api/met_sspm_api/Kbuild:13:obj-$(CONFIG_MTK_MET) := met_sspm_api.o || kernel_modules/met_drv_v3/default/met_api/met_sspm_api/Kbuild:1:obj-m += met_sspm_api.o,kernel_modules/met_drv_v3/met_api/met_sspm_api/met_sspm_api.c || kernel_modules/met_drv_v3/default/met_api/met_sspm_api/met_sspm_api.c
met_vcore_api,met_vcore_api,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,2,2,0,0,kernel_modules/met_drv_v3/met_api/met_vcore_api/Kbuild:9:obj-$(CONFIG_MTK_MET) := met_vcore_api.o || kernel_modules/met_drv_v3/default/met_api/met_vcore_api/Kbuild:1:obj-m += met_vcore_api.o,kernel_modules/met_drv_v3/met_api/met_vcore_api/met_vcore_api.c || kernel_modules/met_drv_v3/default/met_api/met_vcore_api/met_vcore_api.c
mii,mii,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
mmprofile,mmprofile,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,2,2,0,0,device_modules/drivers/misc/mediatek/mmp/dummy/Makefile:16:obj-$(CONFIG_MMPROFILE) += mmprofile.o || device_modules/drivers/misc/mediatek/mmp/src/Makefile:17:obj-$(CONFIG_MMPROFILE) += mmprofile.o,device_modules/drivers/misc/mediatek/mmp/dummy/mmprofile.c || device_modules/drivers/misc/mediatek/mmp/src/mmprofile.c
mmqos_common,mmqos_common,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/interconnect/mediatek/Makefile:14:obj-$(CONFIG_INTERCONNECT_MTK_MMQOS_COMMON) += mmqos-common.o,
mmqos_mt6878,mmqos_mt6878,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,1,1,device_modules/drivers/interconnect/mediatek/Makefile:39:obj-$(CONFIG_INTERCONNECT_MTK_MMQOS_MT6878) += mmqos-mt6878.o,device_modules/drivers/interconnect/mediatek/mmqos-mt6878.c
monitor_hang,monitor_hang,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/monitor_hang/Makefile:25:obj-$(CONFIG_MTK_HANG_DETECT) += monitor_hang.o,
mrdump,mrdump,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/aee/mrdump/Makefile:23:obj-$(CONFIG_MTK_AEE_IPANIC)	+= mrdump.o,
msync2_frd,msync2_frd,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,kernel_modules/msync2_frd_cus/build/Kbuild:46:obj-m += msync2_frd.o,
mt6315_regulator,mt6315_regulator,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/regulator/Makefile:8:obj-$(CONFIG_DEVICE_MODULES_REGULATOR_MT6315) += mt6315-regulator.o,device_modules/drivers/regulator/mt6315-regulator.c
mt6338_core,mt6338_core,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/mfd/Makefile:3:obj-$(CONFIG_MFD_MT6338)	+= mt6338-core.o,device_modules/drivers/mfd/mt6338-core.c
mt6363_regulator,mt6363_regulator,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/regulator/Makefile:14:obj-$(CONFIG_REGULATOR_MT6363) += mt6363-regulator.o,device_modules/drivers/regulator/mt6363-regulator.c
mt6369_accdet,mt6369_accdet,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/sound/soc/codecs/Makefile:35:obj-$(CONFIG_SND_SOC_MT6369_ACCDET) += mt6369-accdet.o,device_modules/sound/soc/codecs/mt6369-accdet.c
mt6369_regulator,mt6369_regulator,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/regulator/Makefile:16:obj-$(CONFIG_REGULATOR_MT6369) += mt6369-regulator.o,device_modules/drivers/regulator/mt6369-regulator.c
mt6375,mt6375,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/mfd/Makefile:8:obj-$(CONFIG_MFD_MT6375)	+= mt6375.o,device_modules/drivers/mfd/mt6375.c
mt6375_adc,mt6375_adc,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/iio/adc/Makefile:10:obj-$(CONFIG_MEDIATEK_MT6375_ADC) += mt6375-adc.o,device_modules/drivers/iio/adc/mt6375-adc.c
mt6375_auxadc,mt6375_auxadc,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/iio/adc/Makefile:5:obj-$(CONFIG_MEDIATEK_MT6375_AUXADC) += mt6375-auxadc.o,device_modules/drivers/iio/adc/mt6375-auxadc.c
mt6375_battery,mt6375_battery,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/power/supply/Makefile:16:obj-$(CONFIG_GAUGE_MT6375)	+= mt6375-battery.o,
mt6375_charger,mt6375_charger,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/power/supply/Makefile:15:obj-$(CONFIG_CHARGER_MT6375)	+= mt6375-charger.o,device_modules/drivers/power/supply/mt6375-charger.c
mt6685_audclk,mt6685_audclk,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/mfd/Makefile:10:obj-$(CONFIG_MT6685_AUDCLK)	+= mt6685-audclk.o,device_modules/drivers/mfd/mt6685-audclk.c
mt6685_core,mt6685_core,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/mfd/Makefile:11:obj-$(CONFIG_MFD_MT6685)	+= mt6685-core.o,device_modules/drivers/mfd/mt6685-core.c
mt6878_dcm,mt6878_dcm,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,1,0,device_modules/drivers/misc/mediatek/dcm/Makefile:13:obj-$(CONFIG_MTK_DCM_MT6878) += mt6878_dcm.o,
mt6878_mt6369,mt6878_mt6369,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,1,1,device_modules/sound/soc/mediatek/mt6878/Makefile:38:obj-$(CONFIG_DEVICE_MODULES_SND_SOC_MT6878_MT6369) += mt6878-mt6369.o,device_modules/sound/soc/mediatek/mt6878/mt6878-mt6369.c
mtk_afe_external,mtk_afe_external,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/sound/soc/mediatek/common/Makefile:22:obj-m += mtk-afe-external.o,device_modules/sound/soc/mediatek/common/mtk-afe-external.c
mtk_aie,mtk_aie,LIKELY_PLATFORM_MATCH,UNRESOLVED,0,0,0,0,,
mtk_aie_debug_7sp_2,mtk_aie_debug_7sp_2,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,kernel_modules/mtkcam/mtk-aie/Kbuild:47:obj-$(CONFIG_MTK_CAMERA_FD_ISP7S_ISP7SP) += mtk_aie_debug_7sp_2.o,kernel_modules/mtkcam/mtk-aie/mtk_aie_debug_7sp_2.c
mtk_battery_oc_throttling,mtk_battery_oc_throttling,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/power_throttling/Makefile:9:obj-$(CONFIG_MTK_BATTERY_OC_POWER_THROTTLING) += mtk_battery_oc_throttling.o,device_modules/drivers/misc/mediatek/power_throttling/mtk_battery_oc_throttling.c
mtk_bp_thl,mtk_bp_thl,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/power_throttling/Makefile:10:obj-$(CONFIG_MTK_BATTERY_PERCENT_THROTTLING) += mtk_bp_thl.o,device_modules/drivers/misc/mediatek/power_throttling/mtk_bp_thl.c
mtk_btcvsd,mtk_btcvsd,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/sound/soc/mediatek/common/Makefile:28:obj-$(CONFIG_DEVICE_MODULES_SND_SOC_MTK_BTCVSD) += mtk-btcvsd.o,device_modules/sound/soc/mediatek/common/mtk-btcvsd.c
mtk_c2ps,mtk_c2ps,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,kernel_modules/mtkcam/sched/c2ps/Kbuild:33:obj-$(CONFIG_MTK_C2PS) += mtk_c2ps.o,
mtk_cam_isp7sp,mtk_cam_isp7sp,LIKELY_PLATFORM_MATCH,UNRESOLVED,0,0,0,0,,
mtk_ccd_remoteproc,mtk_ccd_remoteproc,LIKELY_PLATFORM_MATCH,UNRESOLVED,0,0,0,0,,
mtk_ccuv,mtk_ccuv,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,kernel_modules/mtkcam/ccusys/Kbuild:12:obj-$(CONFIG_MTK_CCU_RPROC)	+= mtk_ccuv.o,
mtk_cg_peak_power_throttling,mtk_cg_peak_power_throttling,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/cg_ppt/Makefile:6:obj-$(CONFIG_MTK_CG_PEAK_POWER_THROTTLING) += mtk_cg_peak_power_throttling.o,
mtk_charger_algorithm_class,mtk_charger_algorithm_class,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/power/supply/Makefile:7:obj-$(CONFIG_MTK_CHARGER) += mtk_charger_framework.o mtk_pd_charging.o charger_class.o adapter_class.o mtk_charger_algorithm_class.o mtk_pd_adapter.o,device_modules/drivers/power/supply/mtk_charger_algorithm_class.c
mtk_charger_framework,mtk_charger_framework,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/power/supply/Makefile:7:obj-$(CONFIG_MTK_CHARGER) += mtk_charger_framework.o mtk_pd_charging.o charger_class.o adapter_class.o mtk_charger_algorithm_class.o mtk_pd_adapter.o,
mtk_chg_type_det,mtk_chg_type_det,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/power/supply/Makefile:21:obj-$(CONFIG_MTK_CHARGER_TYPE_DETECT)	+= mtk_chg_type_det.o,device_modules/drivers/power/supply/mtk_chg_type_det.c
mtk_cm_ipi,mtk_cm_ipi,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/cm_mgr/Makefile:31:obj-${CONFIG_MTK_CM_IPI} += mtk_cm_ipi.o,device_modules/drivers/misc/mediatek/cm_mgr/mtk_cm_ipi.c
mtk_cm_mgr,mtk_cm_mgr,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/cm_mgr/Makefile:28:obj-${CONFIG_MTK_CM_MGR} += mtk_cm_mgr.o,
mtk_cm_mgr_mt6878,mtk_cm_mgr_mt6878,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,1,1,device_modules/drivers/misc/mediatek/cm_mgr/Makefile:43:obj-${CONFIG_MTK_CM_MGR_MT6878} += mtk_cm_mgr_mt6878.o,device_modules/drivers/misc/mediatek/cm_mgr/mtk_cm_mgr_mt6878.c
