module_name,normalized_name,classifications,status,nothing_target_hits,nothing_source_hits,mt6878_target_hits,mt6878_source_hits,target_examples,source_examples
spmi_mtk_pmif,spmi_mtk_pmif,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/spmi/Makefile:7:obj-$(CONFIG_DEVICE_MODULES_SPMI_MTK_PMIF)	+= spmi-mtk-pmif.o spmi-mtk-mpu.o,device_modules/drivers/spmi/spmi-mtk-pmif.c
sspm_v3,sspm_v3,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/sspm/v3/Makefile:1:obj-$(CONFIG_MTK_TINYSYS_SSPM_SUPPORT) += sspm_v3.o,
st21nfc,st21nfc,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/nfc/st21nfc/Makefile:6:obj-$(CONFIG_NFC_ST21NFC) +=st21nfc.o,device_modules/drivers/misc/mediatek/nfc/st21nfc/st21nfc.c
sub_vcm,sub_vcm,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/sub_vcm/Makefile:5:obj-$(CONFIG_MTK_V4L2_LENS) += sub_vcm.o,device_modules/drivers/misc/mediatek/lens/vcm/v4l2/sub_vcm/sub_vcm.c
syscon_reboot_mode,syscon_reboot_mode,DIRECT_SOURCE_MATCH,UNRESOLVED,0,0,0,0,,
system_heap,system_heap,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/dma-buf/heaps/Makefile:12:obj-$(CONFIG_DEVICE_MODULES_DMABUF_HEAPS_SYSTEM)	+= system_heap.o,
task_turbo,task_turbo,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/task_turbo/Makefile:16:obj-$(CONFIG_MTK_TASK_TURBO) += task_turbo.o,device_modules/drivers/misc/mediatek/task_turbo/task_turbo.c
tcpc_class,tcpc_class,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/typec/tcpc/Makefile:24:obj-$(CONFIG_TCPC_CLASS) += tcpc_class.o tcpci_late_sync.o pd_dbg_info.o rt_pd_manager.o,
tcpc_mt6375,tcpc_mt6375,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/typec/tcpc/Makefile:7:obj-$(CONFIG_TCPC_MT6375)		+= tcpc_mt6375.o,device_modules/drivers/misc/mediatek/typec/tcpc/tcpc_mt6375.c
tcpci_late_sync,tcpci_late_sync,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/typec/tcpc/Makefile:24:obj-$(CONFIG_TCPC_CLASS) += tcpc_class.o tcpci_late_sync.o pd_dbg_info.o rt_pd_manager.o,device_modules/drivers/misc/mediatek/typec/tcpc/tcpci_late_sync.c
teeperf,teeperf,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/tee/teeperf/Makefile:6:obj-$(CONFIG_TEE_PERF_SUPPORT) += teeperf.o,
thermal_generic_adc,thermal_generic_adc,DIRECT_SOURCE_MATCH,UNRESOLVED,0,0,0,0,,
thermal_interface,thermal_interface,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/thermal/mediatek/Makefile:26:obj-$(CONFIG_MTK_THERMAL_INTERFACE)	+= thermal_interface.o,device_modules/drivers/thermal/mediatek/thermal_interface.c
thermal_trace,thermal_trace,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/thermal/mediatek/Makefile:22:obj-$(CONFIG_MTK_THERMAL_TRACE) += thermal_trace.o,device_modules/drivers/thermal/mediatek/thermal_trace.c
timer_mediatek,timer_mediatek,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/clocksource/Makefile:6:obj-$(CONFIG_DEVICE_MODULES_MTK_TIMER)		+= timer-mediatek.o,device_modules/drivers/clocksource/timer-mediatek.c
tinysys_scmi,tinysys_scmi,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/tinysys_scmi/Makefile:2:obj-$(CONFIG_MTK_TINYSYS_SCMI) += tinysys-scmi.o,
tipc,tipc,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
tmem_ffa,tmem_ffa,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/trusted_mem/Makefile:36:obj-m += tmem_ffa.o,device_modules/drivers/misc/mediatek/trusted_mem/mtee_impl/tmem_ffa.c
touch_boost,touch_boost,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/performance/touch_boost/Makefile:16:obj-$(CONFIG_MTK_PERFORMANCE_MODULE) += touch_boost.o,device_modules/drivers/misc/mediatek/performance/touch_boost/touch_boost.c
trace_mmstat,trace_mmstat,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/mmstat/Makefile:15:obj-$(CONFIG_MMSTAT_TRACER) += trace_mmstat.o,device_modules/drivers/misc/mediatek/mmstat/trace_mmstat.c
tui_common,tui_common,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/input/touchscreen/Makefile:5:obj-m += tui-common.o,device_modules/drivers/input/touchscreen/tui-common.c
uarthub_drv,uarthub_drv,LIKELY_PLATFORM_MATCH,UNRESOLVED,0,0,0,0,,
ufs_mediatek_dbg,ufs_mediatek_dbg,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/ufs/Makefile:13:obj-$(CONFIG_SCSI_UFS_MEDIATEK_DBG) += ufs-mediatek-dbg.o,device_modules/drivers/ufs/ufs-mediatek-dbg.c
ufs_mediatek_mod,ufs_mediatek_mod,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/ufs/vendor/Makefile:15:obj-$(CONFIG_DEVICE_MODULES_SCSI_UFS_MEDIATEK)  += ufs-mediatek-mod.o,
uload_ind,uload_ind,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/performance/uload_ind/Makefile:16:obj-$(CONFIG_MTK_LOAD_TRACKER) += uload_ind.o,device_modules/drivers/misc/mediatek/performance/uload_ind/uload_ind.c
usb_boost,usb_boost,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/usb/usb_boost/Makefile:11:obj-$(CONFIG_MTK_USB_BOOST) += usb_boost.o,
usb_logger,usb_logger,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/usb/usb_logger/Makefile:9:obj-$(CONFIG_MTK_USB_LOGGER)	+= usb_logger.o,
usb_meta,usb_meta,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/usb/usb_meta/Makefile:6:obj-$(CONFIG_MTK_USB_META)	+= usb_meta.o,device_modules/drivers/misc/mediatek/usb/usb_meta/usb_meta.c
usb_offload,usb_offload,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/usb/usb_offload/Makefile:35:obj-$(CONFIG_MTK_USB_OFFLOAD)	+= usb_offload.o,
usbnet,usbnet,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
usbserial,usbserial,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
vcan,vcan,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
vcp,vcp,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/vcp/rv/Makefile:3:obj-$(CONFIG_MTK_TINYSYS_VCP_SUPPORT) += vcp.o,
vcp_status,vcp_status,LIKELY_PLATFORM_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/vcp/rv/Makefile:1:obj-$(CONFIG_MTK_TINYSYS_VCP_SUPPORT) += vcp_status.o,device_modules/drivers/misc/mediatek/vcp/rv/vcp_status.c
vtskin_temp,vtskin_temp,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/thermal/mediatek/Makefile:30:obj-$(CONFIG_MTK_VTSKIN_THERMAL)	+= vtskin_temp.o,device_modules/drivers/thermal/mediatek/vtskin_temp.c
widevine_driver,widevine_driver,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/misc/mediatek/widevine_drm/Makefile:14:obj-$(CONFIG_MTK_WIDEVINE_DRM) += widevine_driver.o,device_modules/drivers/misc/mediatek/widevine_drm/widevine_driver.c
wifi_cooling,wifi_cooling,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,1,0,0,device_modules/drivers/thermal/mediatek/Makefile:32:obj-$(CONFIG_MTK_WIFI_THERMAL) += wifi_cooling.o,device_modules/drivers/thermal/mediatek/wifi_cooling.c
wlan_drv_gen4m_6878,wlan_drv_gen4m_6878,DIRECT_SOURCE_MATCH,UNRESOLVED,0,0,0,0,,
wmt_chrdev_wifi_connac2,wmt_chrdev_wifi_connac2,DIRECT_SOURCE_MATCH,UNRESOLVED,0,0,0,0,,
wwan,wwan,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
xhci_mtk_hcd_v2,xhci_mtk_hcd_v2,DIRECT_SOURCE_MATCH,NOTHING_BUILD_TARGET,1,0,0,0,device_modules/drivers/misc/mediatek/usb/usb_xhci/Makefile:22:obj-$(CONFIG_DEVICE_MODULES_USB_XHCI_MTK) += xhci-mtk-hcd-v2.o,
zram,zram,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
zsmalloc,zsmalloc,LIKELY_PLATFORM_MATCH,GOOGLE_GKI_ARTIFACT,0,0,0,0,,
