sha256	module_name	filename	locations	symbol
d74f1d4bddef24cea1cbeb36aba906632f3dbede51e8e3957287b7c35d78d8b6	apusys	apusys.ko	vendor_dlkm	apu_cmd_qos_start
d74f1d4bddef24cea1cbeb36aba906632f3dbede51e8e3957287b7c35d78d8b6	apusys	apusys.ko	vendor_dlkm	apu_cmd_qos_suspend
d74f1d4bddef24cea1cbeb36aba906632f3dbede51e8e3957287b7c35d78d8b6	apusys	apusys.ko	vendor_dlkm	apummu_set_init_info
d74f1d4bddef24cea1cbeb36aba906632f3dbede51e8e3957287b7c35d78d8b6	apusys	apusys.ko	vendor_dlkm	get_apu_iommu_tfrp
d74f1d4bddef24cea1cbeb36aba906632f3dbede51e8e3957287b7c35d78d8b6	apusys	apusys.ko	vendor_dlkm	hw_logger_config_init
d74f1d4bddef24cea1cbeb36aba906632f3dbede51e8e3957287b7c35d78d8b6	apusys	apusys.ko	vendor_dlkm	reviser_set_init_info
d74f1d4bddef24cea1cbeb36aba906632f3dbede51e8e3957287b7c35d78d8b6	apusys	apusys.ko	vendor_dlkm	sw_logger_config_init
d74f1d4bddef24cea1cbeb36aba906632f3dbede51e8e3957287b7c35d78d8b6	apusys	apusys.ko	vendor_dlkm	vpu_init_info_remove
d74f1d4bddef24cea1cbeb36aba906632f3dbede51e8e3957287b7c35d78d8b6	apusys	apusys.ko	vendor_dlkm	vpu_set_init_info
d7a023ba4413e9366166a30a55331e74fa5c06d5cd78303571f1611474960f25	mtk_scp_ultra	mtk-scp-ultra.ko	vendor_dlkm	get_scp_ultra_base
d7a023ba4413e9366166a30a55331e74fa5c06d5cd78303571f1611474960f25	mtk_scp_ultra	mtk-scp-ultra.ko	vendor_dlkm	is_ultra_reserved_dram_addr_valid
d7a023ba4413e9366166a30a55331e74fa5c06d5cd78303571f1611474960f25	mtk_scp_ultra	mtk-scp-ultra.ko	vendor_dlkm	mtk_scp_ultra_allocate_mem
d7a023ba4413e9366166a30a55331e74fa5c06d5cd78303571f1611474960f25	mtk_scp_ultra	mtk-scp-ultra.ko	vendor_dlkm	set_scp_ultra_base
d9996b3feaa090ee2dff49f7f9a8f1d6edc1b4732ca93a2a8636a753f95dfb59	rt4831a_drv	rt4831a_drv.ko	vendor_boot_platform	_gate_ic_Power_off
d9996b3feaa090ee2dff49f7f9a8f1d6edc1b4732ca93a2a8636a753f95dfb59	rt4831a_drv	rt4831a_drv.ko	vendor_boot_platform	_gate_ic_Power_on
