index	relocation_section	target_section	offset_hex	type	symbol	addend	info	symbol_value
511	.rela.text	.text	0x1f80	R_AARCH64_ADD_ABS_LO12_NC	.rodata.str1.1	520	0000009500000115	0000000000000000
512	.rela.text	.text	0x1f88	R_AARCH64_CALL26	_dev_info	0	000000ab0000011b	0000000000000000
513	.rela.text	.text	0x1fa4	R_AARCH64_CALL26	irq_set_irq_wake	0	000000b60000011b	0000000000000000
514	.rela.text	.text	0x1fac	R_AARCH64_CALL26	disable_irq	0	000000c10000011b	0000000000000000
515	.rela.text	.text	0x1fe0	R_AARCH64_ADR_PREL_PG_HI21	.rodata.str1.1	1fd	0000009500000113	0000000000000000
516	.rela.text	.text	0x1fe4	R_AARCH64_ADD_ABS_LO12_NC	.rodata.str1.1	1fd	0000009500000115	0000000000000000
517	.rela.text	.text	0x1fec	R_AARCH64_CALL26	_dev_info	0	000000ab0000011b	0000000000000000
518	.rela.text	.text	0x2008	R_AARCH64_CALL26	irq_set_irq_wake	0	000000b60000011b	0000000000000000
519	.rela.text	.text	0x2010	R_AARCH64_CALL26	enable_irq	0	000000c20000011b	0000000000000000
520	.rela.init.text	.init.text	0x10	R_AARCH64_ADR_PREL_PG_HI21	__this_module	0	0000009800000113	0000000000000000
